ID,Type,Title,Authors,Abstract,Categories,Published,DOI,PDF URL,Status
ieee:6600720,journal,Finite Alphabet Iterative Decoders—Part II: Towards Guaranteed Error Correction of LDPC Codes via Iterative Decoder Diversity,"David Declercq, Bane Vasic, Shiva Kumar Planjery, Erbao Li","Recently, we introduced a new class of finite alphabet iterative decoders (FAIDs) for low-density parity-check (LDPC) codes. These decoders are capable of surpassing belief propagation (BP) in the error floor region on the binary symmetric channel (BSC) with much lower complexity. In this paper, we introduce a novel scheme with the objective of guaranteeing the correction of a given and potentiall...",,October 20,10.1109/TCOMM.2013.090513.120444,https://ieeexplore.ieee.org/document/6600720,new
ieee:6600719,journal,Low-Rate Non-Binary LDPC Codes for Coherent and Blockwise Non-Coherent AWGN Channels,"Balazs Matuz, Gianluigi Liva, Enrico Paolini, Marco Chiani, Gerhard Bauch","Low-rate non-binary low-density parity-check (LDPC) codes for coherent and blockwise non-coherent additive white Gaussian noise (AWGN) channels are developed. The proposed construction is based on the concatenation of non-binary outer LDPC codes with inner binary codes. In case the binary codes are chosen to be Hadamard or Reed-Muller (RM) codes, the complexity of the decoding scheme is considerab...",,October 20,10.1109/TCOMM.2013.090513.130320,https://ieeexplore.ieee.org/document/6600719,new
ieee:6587624,journal,Tree-Structured Expectation Propagation for LDPC Decoding over BMS Channels,"Luis Salamanca, Pablo M. Olmos, Fernando Perez-Cruz, Juan Jose Murillo-Fuentes","In this paper, we put forward the tree-structured expectation propagation (TEP) algorithm for decoding block and convolutional low-density parity-check codes over any binary channel. We have already shown that TEP improves belief propagation (BP) over the binary erasure channel (BEC) by imposing marginal constraints over a set of pairs of variables that form a tree or a forest. The TEP decoder is ...",,October 20,10.1109/TCOMM.2013.081913.130264,https://ieeexplore.ieee.org/document/6587624,new
ieee:6589284,journal,A Hybrid ARQ Scheme Based on Polar Codes,"Kai Chen, Kai Niu, Jiaru Lin","A hybrid automatic repeat request (HARQ) scheme based on a novel class of rate-compatible polar (RCP) codes is proposed. The RCP codes are constructed by performing punctures and repetitions on the conventional polar codes. Simulation results over binary-input additive white Gaussian noise channels show that, under a low-complexity successive cancellation decoder, the proposed HARQ scheme can perf...",,October 20,10.1109/LCOMM.2013.090213.131670,https://ieeexplore.ieee.org/document/6589284,new
ieee:6600722,journal,Performance Analysis of Distributed Raptor Codes in Wireless Sensor Networks,"Jing Yue, Zihuai Lin, Branka Vucetic, Guoqiang Mao, Tor Aulin","In this paper, we propose a distributed network coding (DNC) scheme based on the Raptor codes for wireless sensor networks (WSNs), where a group of sensor nodes, acting as source nodes, communicate with a single sink through some other sensor nodes, serving as relay nodes, in a multi-hop fashion. At the sink, a graph-based Raptor code is formed on the fly. After receiving a sufficient number of en...",,October 20,10.1109/TCOMM.2013.090513.120913,https://ieeexplore.ieee.org/document/6600722,new
ieee:6596069,journal,Achieving Near Capacity of Non-Binary LDPC Coded Large MIMO Systems with a Novel Ultra Low-Complexity Soft-Output Detector,"Puripong Suthisopapan, Kenta Kasai, Anupap Meesomboon, Virasit Imtawil","Recently, it has been proved that both MMSE and MF detectors are near optimal detection for large scale MIMO systems, e.g., MIMO systems with hundreds of antennas. In order to attain near capacity region with reasonable complexity, low-complexity detector with soft-output generation is necessary for coded large MIMO systems. We show in this paper that the non-binary LDPC codes and well-known soft-...",,October 20,10.1109/TWC.2013.090513.122056,https://ieeexplore.ieee.org/document/6596069,new
ieee:6588632,journal,Pilot-Symbol Assisted and Code-Aided Phase Error Estimation for High-Order QAM Transmission,"Norifumi Kamiya, Eisaku Sasaki","In this paper, we present a novel phase error estimation scheme for low-density parity-check (LDPC) coded high-order quadrature amplitude modulation (QAM) transmission systems, and we provide a theoretical analysis of its performance. The scheme uses known pilot symbols which are assumed to be placed at equally spaced positions, and phase errors occurred at these pilot symbol positions are first e...",,October 20,10.1109/TCOMM.2013.090213.120763,https://ieeexplore.ieee.org/document/6588632,new
ieee:10285836,journal,Interference Mitigation and Joint Decoding for Uplink LDPC-Coded Relay Cooperation,"TANG Lei, YANG Fengfan, ZHANG Shunwai, XU Hongjun, MA Yuhua","This paper proposes an efficient interference mitigation and joint decoding scheme for uplink LDPC-coded relay cooperation over a Rayleigh fading channel, where a concatenation of Minimum-mean-squared error linear detectors (MMSE) and BP-based joint iterative decoding based on the introduced treble-layer Tanner graph are effectively designed to filter and decode the corrupted received sequence at ...",,October 20,10.23919/CJE.2013.10285836,https://ieeexplore.ieee.org/document/10285836,new
ieee:6600713,journal,Polar-Coded Modulation,"Mathis Seidl, Andreas Schenk, Clemens Stierstorfer, Johannes B. Huber","A framework is proposed that allows for a joint description and optimization of both binary polar coding and 2m-ary digital pulse-amplitude modulation (PAM) schemes. For the latter, the multilevel coding (MLC) approach as well as bit-interleaved coded modulation (BICM) are considered. The conceptual equivalence of polar coding and multilevel coding is covered in detail. Based on an alternative cha...",,October 20,10.1109/TCOMM.2013.090513.130433,https://ieeexplore.ieee.org/document/6600713,new
ieee:6574905,journal,Frequency-Domain Equalization of Faster-than-Nyquist Signaling,Shinya Sugiura,"In this letter, motivated by the recent rediscovery of faster-than-Nyquist (FTN) signaling transmissions, we conceive a frequency-domain equalization (FDE)-assisted FTN receiver architecture, which is capable of attaining a low demodulating complexity. The proposed scheme is especially beneficial for a long channel tap FTN scenario. More specifically, in our scheme the resultant inter-symbol inter...",,October 20,10.1109/WCL.2013.072313.130408,https://ieeexplore.ieee.org/document/6574905,new
ieee:6600695,journal,Finite Alphabet Iterative Decoders—Part I: Decoding Beyond Belief Propagation on the Binary Symmetric Channel,"Shiva Kumar Planjery, David Declercq, Ludovic Danjean, Bane Vasic","We introduce a new paradigm for finite precision iterative decoding on low-density parity-check codes over the binary symmetric channel. The messages take values from a finite alphabet, and unlike traditional quantized decoders which are quantized versions of the belief propagation (BP) decoder, the proposed finite alphabet iterative decoders (FAIDs) do not propagate quantized probabilities or log...",,October 20,10.1109/TCOMM.2013.090513.120443,https://ieeexplore.ieee.org/document/6600695,new
