"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Construction of Quantum LDPC Codes From Classical Row-Circulant QC-LDPCs","Z. Babar; P. Botsinis; D. Alanis; S. Xin Ng; L. Hanzo","School of Electronics and Computer Science, University of Southampton, Southampton, U.K.; School of Electronics and Computer Science, University of Southampton, Southampton, U.K.; School of Electronics and Computer Science, University of Southampton, Southampton, U.K.; School of Electronics and Computer Science, University of Southampton, Southampton, U.K.; School of Electronics and Computer Science, University of Southampton, Southampton, U.K.",IEEE Communications Letters,"7 Jan 2016","2016","20","1","9","12","Classical row-circulant quasi-cyclic (QC) low-density parity check (LDPC) matrices are known to generate efficient high-rate short and moderate-length QC-LDPC codes, while the comparable random structures exhibit numerous short cycles of length-4. Therefore, we conceive a general formalism for constructing nondual-containing Calderbank–Shor–Steane (CSS)-type quantum low-density parity check (QLDPC) codes from arbitrary classical row-circulant QC-LDPC matrices. We apply our proposed formalism to the classical balanced incomplete block design (BIBD)-based row-circulant QC-LDPC codes for demonstrating that our designed codes outperform their dual-containing CSS-type counterparts as well as the entanglement-assisted (EA)-QLDPC codes.","1558-2558","","10.1109/LCOMM.2015.2494020","European Research Council’s Advance Fellow; EPSRC UK; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7350103","Quantum Error Correction;Low Density Parity Check Codes;Iterative Decoding;Quantum error correction;low density parity check codes;iterative decoding","Parity check codes;Cascading style sheets;Phase change materials;Bismuth;Error correction codes;Decoding;Polynomials","","15","","17","IEEE","9 Dec 2015","Jan. 2016","","IEEE","IEEE Journals"
"Concatenated Codes for Combating Effects of Intertrack Interference in Shingled Magnetic Recording","X. Tang; Y. Kou; L. Zeng","SK Hynix Memory Solutions Inc., San Jose, CA, USA; eTopus Technology, Fremont, CA, USA; SK Hynix Memory Solutions Inc., San Jose, CA, USA",IEEE Transactions on Magnetics,"18 Dec 2015","2016","52","1","1","6","We introduce a novel concatenated code that targets errors generated by intertrack interference in shingled magnetic recording. The code has fewer overhead than the conventional product codes. We give a detailed presentation in the code construction and encoding method. We also present a novel decoding scheme for the concatenated code that has very low memory requirements.","1941-0069","","10.1109/TMAG.2015.2475246","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7234917","concatenated codes;hard-disk drive;iterative decoding;low-density parity-check codes;product codes;shingled magnetic recording;Concatenated codes;hard-disk drive (HDD);iterative decoding;low-density parity-check (LDPC) codes;product codes;shingled magnetic recording (SMR)","Decoding;Parity check codes;Concatenated codes;Encoding;Magnetic recording;Signal to noise ratio;Systematics","","1","","5","IEEE","1 Sep 2015","Jan. 2016","","IEEE","IEEE Journals"
"Construction of Multiple-Rate QC-LDPC Codes Using Hierarchical Row-Splitting","P. Zhao; Z. Wang; Q. Wang","Tsinghua National Laboratory for Information Science and Technology, Tsinghua University, Beijing, China; Tsinghua National Laboratory for Information Science and Technology, Tsinghua University, Beijing, China; Tsinghua National Laboratory for Information Science and Technology, Tsinghua University, Beijing, China",IEEE Communications Letters,"9 Jun 2016","2016","20","6","1068","1071","In this letter, we propose an improved method called hierarchical row-splitting with edge variation for designing multiple-rate quasi-cyclic low-density parity-check (QC-LDPC) codes, which constructs lower-rate codes from a high-rate mother code by row-splitting operations. Consequently, the obtained QC-LDPC codes with various code rates have the same blocklength and can share common hardware resources to reduce the implementation complexity. Compared with the conventional row-combining-based algorithms, a wider range of code rates are supported. Moreover, each individual rate code could be separately optimized, making it easier to find a set of multiple-rate QC-LDPC codes with good performance for all different rates. Simulation results demonstrate that the obtained codes outperform the counterparts from digital video broadcasting-second generation terrestrial.","1558-2558","","10.1109/LCOMM.2016.2553658","National Natural Science Foundation of China(grant numbers:61271266); Beijing Natural Science Foundation(grant numbers:4142027); Shenzhen Peacock Plan(grant numbers:1108170036003286); Shenzhen Visible Light Communication System Key Laboratory(grant numbers:ZDSYS20140512114229398); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7452367","Low density parity check (LDPC) codes;multiple-rate;quasi-cyclic;row-splitting;Low density parity check (LDPC) codes;multiple-rate;quasi-cyclic;row-splitting","Parity check codes;Decoding;Hardware;Complexity theory;Linear matrix inequalities;Algorithm design and analysis;Simulation","","6","3","13","IEEE","13 Apr 2016","June 2016","","IEEE","IEEE Journals"
"Low-Density Parity-Check Codes for ATSC 3.0","K. -J. Kim; S. Myung; S. -I. Park; J. -Y. Lee; M. Kan; Y. Shinohara; J. -W. Shin; J. Kim","Standard and Technology Enabling Team, DMC Research and Development Center, Samsung Electronics Company, Ltd., Suwon, Korea; Standard and Technology Enabling Team, DMC Research and Development Center, Samsung Electronics Company, Ltd., Suwon, Korea; Broadcasting Systems Research Department, Electronics and Telecommunications Research Institute, Daejeon, Korea; Broadcasting Systems Research Department, Electronics and Telecommunications Research Institute, Daejeon, Korea; Device Solutions Business Group, Sony Corporation, Atsugi, Japan; Device Solutions Business Group, Sony Corporation, Atsugi, Japan; Digital Television Research Laboratory, LG Electronics Inc., Seoul, Korea; Digital Television Research Laboratory, LG Electronics Inc., Seoul, Korea",IEEE Transactions on Broadcasting,"4 Mar 2016","2016","62","1","189","196","In this paper, we introduce the overview and detailed structure of low-density parity-check (LDPC) codes, which are adopted for the physical layer standard of Advanced Television Systems Committee (ATSC) 3.0. As one of the features to mitigate channel errors efficiently, LDPC codes are used as a main part of forward error correction scheme within the bit interleaved coded modulation chain. This paper presents two different structures of LDPC codes in the ATSC 3.0 standard: 1) irregular repeat accumulate structure and 2) multi-edge type structure. After the detailed encoding methods for the two structures are introduced, the performance results including comparison studies with other broadcasting standards such as DVB-T2 and DVB-S2 are shown.","1557-9611","","10.1109/TBC.2016.2515538","ICT Research and Development Program of MSIP/IITP (Development of Service and Transmission Technology for Convergent Realistic Broadcast)(grant numbers:R0101-15-294); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7419255","ATSC 3.0;low-density parity-check;LDPC;irregular repeat accumulate;IRA;multi-edge type;MET;ATSC 3.0;low-density parity-check;LDPC;irregular repeat accumulate;IRA;multi-edge type;MET","Parity check codes;Standards;Digital video broadcasting;Phase shift keying;Physical layer;Forward error correction","","132","21","22","IEEE","24 Feb 2016","March 2016","","IEEE","IEEE Journals"
"Searching for Binary and Nonbinary Block and Convolutional LDPC Codes","I. E. Bocharova; B. D. Kudryashov; R. Johannesson","Department of Information Systems, Saint Petersburg University of Information Technologies, Mechanics and Optics, Saint Petersburg, Russia; Department of Information Systems, Saint Petersburg University of Information Technologies, Mechanics and Optics, Saint Petersburg, Russia; Department of Electrical and Information Technology, Lund University, Lund, Sweden",IEEE Transactions on Information Theory,"18 Dec 2015","2016","62","1","163","183","A unified approach to search for and optimize codes determined by their sparse parity-check matrices is presented. Replacing the nonzero elements of a binary parity-check matrix (the base or parent matrix) either by circulants or by companion matrices of elements from a finite field GF $(2^{m})$ , we obtain quasi-cyclic low-density parity-check (LDPC) block codes and binary images of nonbinary LDPC block codes, respectively. By substituting monomials of a formal variable  $D$ , we obtain the polynomial description of an LDPC convolutional code. A set of performance measures applicable to different classes of LDPC codes is considered, and a greedy algorithm for code performance optimization is presented. The heart of the new optimization algorithm is a fast procedure for searching for LDPC codes with large girth of their Tanner graphs. For a few classes of LDPC codes, examples of codes combining good error-correcting performance with compact representation are obtained. In particular, we present optimized convolutional LDPC codes and conclude that the LDPC block codes are still superior to their convolutional counterparts if both decoding complexity and coding delay are considered. Moreover, a specific channel model can easily be embedded into the optimization loop. Thereby, the code can be optimized for a specific channel. The efficiency of such an optimization is demonstrated via an example of faster than Nyquist (FTN) signaling using LDPC codes. The FTN strategy combined with a rate  $R=1/2$  LDPC code of length 64 800 optimized for effective data rate  $R=3/4$  gains more than 0.5 dB compared with the standard LDPC codes of the same rate and length. The obtained gain corresponds to transmission at the capacity of the binary input additive white Gaussian noise channel. In most numerical examples, we consider codes with bidiagonal structure of the parity-check matrix. This restriction preserves low encoding complexity and allows fair comparison with codes selected for communication standards.","1557-9654","","10.1109/TIT.2015.2496213","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7312464","Channel coding;block codes;convolutional codes;LDPC codes;QC codes;nonbinary LDPC codes;iterative decoding;belief propagation;AWGN channels;code design","Parity check codes;Optimization;Block codes;Complexity theory;Convolutional codes;Polynomials","","53","","49","IEEE","29 Oct 2015","Jan. 2016","","IEEE","IEEE Journals"
"Efficient Search of Girth-Optimal QC-LDPC Codes","A. Tasdighi; A. H. Banihashemi; M. -R. Sadeghi","Department of Mathematics and Computer Science, Amirkabir University of Technology, Tehran, Iran; Department of Systems and Computer Engineering, Carleton University, Ottawa, ON, Canada; Department of Mathematics and Computer Science, Amirkabir University of Technology, Tehran, Iran",IEEE Transactions on Information Theory,"15 Mar 2016","2016","62","4","1552","1564","In this paper, we study the cycle structure of quasi-cyclic (QC) low-density parity-check (LDPC) codes with the goal of obtaining the shortest code with a given degree distribution and girth. We focus on QC-LDPC codes, whose Tanner graphs are cyclic liftings of fully connected base graphs of size 3 × n, n ≥ 4, and obtain minimal lifting degrees that result in girths 6 and 8. This is performed through an efficient exhaustive search, and as a result, we also find all the possible non-isomorphic codes with the same minimum block length, girth, and degree distribution. The exhaustive search, which is ordinarily a formidable task, is made possible by pruning the search space of many codes that are isomorphic to those previously examined in the search process. Many of the pruning techniques proposed in this paper are also applicable to QC-LDPC codes with base graphs other than the 3 × n fully connected ones discussed here, as well as to codes with a larger girth. To further demonstrate the effectiveness of the pruning techniques, we use them to search for QC-LDPC codes with girths 10 and 12, and find a number of such codes that have a shorter block length compared with the best known similar codes in the literature. In addition, motivated by the exhaustive search results, we tighten the lower bound on the block length of QC-LDPC codes of girth 6 constructed from fully connected 3 × n base graphs, and construct codes that achieve the lower bound for an arbitrary value of n ≥ 4.","1557-9654","","10.1109/TIT.2016.2523979","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7398027","Quasi-Cyclic Low-Density Parity-Check (QCLDPC) Codes;Protograph Codes;Cyclic Liftings;Girth;Girth- Optimal QC-LDPC Codes;Quasi-cyclic low-density parity-check (QC-LDPC) codes;protograph codes;cyclic liftings;girth;girth-optimal QC-LDPC codes","Parity check codes;Bipartite graph;Indexes;Computer science;Computers;Manganese","","72","1","13","IEEE","3 Feb 2016","April 2016","","IEEE","IEEE Journals"
"A Detector-Aware LDPC Code Optimization for Ultra-High Density Magnetic Recording Channels","L. Kong; K. Cai; P. Chen; B. Fan","Center for Memory and Recording Research, University of California at San Diego, La Jolla, CA, USA; Department of Science, Singapore University of Technology and Design, Singapore; College of Physics and Information Engineering, Fuzhou University, Fuzhou, China; Center for Memory and Recording Research, University of California at San Diego, La Jolla, CA, USA",IEEE Transactions on Magnetics,"24 Oct 2017","2017","53","11","1","4","In this paper, a detector-aware low-density parity-check (LDPC) code optimization algorithm is proposed for the ultra-high density magnetic recording channel, such as bit-patterned magnetic recording and two-dimensional magnetic recording, where a 2-D detector (2D-DET) is employed to combat 2-D intersymbol interference (2D-ISI) effects, by acquiring the variance of the 2D-ISI channel log-likelihood ratios corresponding to the specific 2D-DET. The new parameter builds a bridge of LDPC code optimization between the ISI-channel and the additive white Gaussian noise channel. Numerical results show that our proposed algorithms are more efficient in running time than other recently proposed optimization algorithms. Moreover, the protograph-based quasi-cyclic (QC) codes using the proposed optimization strategy, which have a low-complexity QC encoder structure with an effectual parallelizable protograph decoder composition, enjoy up to one order of magnitude performance gain in bit error rate over the other random codes that suffer from high error floors.","1941-0069","","10.1109/TMAG.2017.2700819","Singapore AStar Public Sector Research Funding PSF; China NSF for Young Scientists(grant numbers:Grant No. 61501250,61401099); SUTD-MIT IDC research grant; the Natural Science Foundation for Young Scientists of Jiangsu Province(grant numbers:Grant No. BK20140879); Natural Science Foundation of the Jiangsu Higher Education Institutions(grant numbers:Grant No. 14KJB510021); SRF for ROCS SEM.; NUPTSF(grant numbers:Grant No. NY214015); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7919248","2-D intersymbol interference (ISI) channels;low-density parity-check (LDPC) codes;protograph LDPC codes;quasi-cyclic (QC) LDPC codes","Parity check codes;Optimization;Two dimensional displays;Magnetic recording;Decoding;Computational complexity;Detectors","","8","","15","IEEE","4 May 2017","Nov. 2017","","IEEE","IEEE Journals"
"On Code Design for Joint Energy and Information Transfer","M. Dabirnia; T. M. Duman","Department of Electrical and Electronics Engineering, Bilkent University, Ankara, Turkey; Department of Electrical and Electronics Engineering, Bilkent University, Ankara, Turkey",IEEE Transactions on Communications,"14 Jun 2016","2016","64","6","2677","2688","Harvesting energy from radio frequency signals along with transmitting data through them is appealing for different wireless communication scenarios, such as radio frequency identification (RFID) systems and implantable devices. In this paper, we propose a technique to design nonlinear codes for the use in such systems taking into account both energy transmission and error rate requirements. In particular, we propose using concatenation of a nonlinear trellis code (NLTC) with an outer low-density parity-check (LDPC) code. We design the NLTC based on maximization of its free distance. We give necessary and sufficient conditions for its catastrophicity; in order to avoid catastrophic codes, we connect each designed NLTC to a corresponding linear convolutional code allowing for the use of simpler conditions for verification. Furthermore, we use EXIT charts to design the outer LDPC code while fixing the inner NLTC. Via examples, we demonstrate that our designed codes operate at ~0.8 dB away from the information theoretic limits, and they outperform both regular LDPC codes and optimized irregular LDPC codes for additive white Gaussian noise (AWGN) channels. In addition, we show that the proposed scheme outperforms the reference schemes of concatenating LDPC codes with nonlinear memoryless mappers and using classical linear block codes in a time switching mode.","1558-0857","","10.1109/TCOMM.2016.2557796","Qatar National Research Fund(grant numbers:NPRP Grant 4-1293-2-513); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7462244","RF energy harvesting;joint energy and information transfer;nonlinear codes;density parity check codes;RF energy harvesting;joint energy and information transfer;nonlinear codes;low density parity check codes","Parity check codes;Receivers;Convolutional codes;Decoding;AWGN channels;Wireless communication;Block codes","","10","","15","IEEE","28 Apr 2016","June 2016","","IEEE","IEEE Journals"
"Performance Improvement of Joint Source-Channel Coding With Unequal Power Allocation","J. He; Y. Li; G. Wu; S. Qian; Q. Xue; T. Matsumoto","Centre for Wireless Communications, University of Oulu, Oulu, Finland; Key Laboratory of Mobile Communication, Chongqing University of Posts and Telecommunications, Chongqing, China; Department of Information Engineering, Jiangxi University of Science and Technology, Jiangxi, China; School of Information Science, Japan Advanced Institute of Science and Technology, Ishikawa, Japan; Centre for Wireless Communications, University of Oulu, Oulu, Finland; School of Information Science, Japan Advanced Institute of Science and Technology, Ishikawa, Japan",IEEE Wireless Communications Letters,"11 Oct 2017","2017","6","5","582","585","We develop a joint source-channel coding (JSCC) scheme based on an unequal power allocation strategy, in which different levels of power are allocated according to a priori probability distribution of the information bits. Two protograph low-density parity-check codes are used as the source code and the channel code, respectively, in the proposed JSCC scheme. With fixed row weight and row element alphabet, optimization on the source code is conducted via random search to obtain a best-found base matrix with the lowest decoding threshold among all the searched base matrices. Simulation results show that the new JSCC scheme outperforms the traditional equal power allocation-based JSCC by exploiting the source statistics at the decoder. Moreover, theoretical threshold analysis is in agreement with the practical simulation results.","2162-2345","","10.1109/LWC.2017.2718542","NSF China(grant numbers:61401050,11461031); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7955007","Joint protograph extrinsic information transfer (JPEXIT);joint source-channel coding (JSCC);protograph low-density parity-check (LDPC) codes;unequal power allocation (UPA)","Decoding;Parity check codes;Probability distribution;Resource management;Modulation;Encoding;Electronic mail","","25","","11","IEEE","22 Jun 2017","Oct. 2017","","IEEE","IEEE Journals"
"Explicit APM-LDPC Codes With Girths 6, 8, and 10","M. Gholami; M. Alinia","Department of Mathematical Sciences, Shahrekord University, Shahrekord, Iran; Department of Mathematics, Shahrekord University, Shahrekord, Iran",IEEE Signal Processing Letters,"18 Apr 2017","2017","24","6","741","745","Recently, some attentions have been focused on a class of low-density parity-check codes from affine permutation matrices, called APM-LDPC codes, which have some advantages rather than quasi-cyclic low-density parity-check (QC-LDPC) codes in the minimum-distance, cycle distribution and error-rate performance. In this letter, first, some novel explicit constructions for exponent matrices of conventional APM-LDPC codes with girths 6, 8, and 10 are investigated, and for each given exponent matrix E corresponding to an APM-LDPC code with girth 2g , 3 ≤ g ≤ 5, a lower bound Q = Q(E,g) is obtained, such that APM-LDPC codes with exponent matrix E have girth at least 2g, for each (prime) APM size m ≥ Q. Then, regarding to reduce the lower bound, an improved bound IQ is obtained, which is significantly better than some lower bounds reported for QC-LDPC codes with explicit constructions. Simulation results show that the constructed APM-LDPC codes outperform QC-LDPC codes with the same girth.","1558-2361","","10.1109/LSP.2017.2688410","Research Council of Shahrekord University(grant numbers:94GRD1M584); Institute for Research in Fundamental Sciences(grant numbers:95050065); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7888536","Explicit constructions;girth;low-density parity-check codes from affine permutation matrices (APM-LDPC codes)","Parity check codes;Simulation;Decoding;Mathematics;Linear codes;Computers;Hardware","","8","","22","IEEE","28 Mar 2017","June 2017","","IEEE","IEEE Journals"
