"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Low-density parity-check (LDPC) coded ultra high-data-rate OFDM system in frequency-selective fading","Ming Lei; H. Harada","WAG/YRC/NICT, Yokosuka Radio Communications Research Center (YRC), National Institute of Information and Communications Technology, Yokosuka, Japan; WAG/YRC/NICT, Yokosuka Radio Communications Research Center (YRC), National Institute of Information and Communications Technology, Yokosuka, Japan",2005 IEEE 61st Vehicular Technology Conference,"5 Dec 2005","2005","3","","1590","1594 Vol. 3","In this paper, we investigate the performance when low-density parity-check (LDPC) coding is deployed in DPC-OF/TDMA (dynamic parameter controlled orthogonal frequency and time division multiple access) system, which is actually an orthogonal frequency division multiplexing (OFDM) system aiming at providing ultra high-data-rate transmission capability beyond 100 Mbps. The new DPC-OF/TDMA system is most likely to encounter the severe frequency-selective fading due to the fact that the bandwidth is large even in each subchannel (subband), and the error probability performance could be jeopardized by the subcarriers in deep fading. LDPC coding has excellent error correction capability, and this feature motivates us to deploy LDPC in DPC-OFATOMA system. The log-domain sum-product algorithm is considered as the decoding method of LDPC codes due to its computational complexity is lower than its probability-domain counterpart. In order to support the decoding algorithm., we introduce how to generate the log-likelihood ratio (LLR) for the codeword bits which are transmitted through the spectral-efficient multi-level modulation modes such as 16QAM. The frequency-selective fading encountered by DPC-OF/TDMA system is modeled by using the statistical channel model instead of any tap-delayed model, because our intention is to investigate the performance from the statistical point of view.","1550-2252","0-7803-8887-9","10.1109/VETECS.2005.1543588","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1543588","Low-density parity-check (LDPC);orthogonal frequency division multiplexing (OFDM);log-domain sum-product algorithm;log-likelihood ratio (LLR)","Parity check codes;OFDM;Fading;Time division multiple access;Decoding;Control systems;Bandwidth;Error probability;Error correction codes;Sum product algorithm","","","","12","IEEE","5 Dec 2005","30 May-1 June 2005","30 May-1 June 2005","IEEE","IEEE Conferences"
"Code design and decoder implementation of low density parity check code","Mong-Kai Ku; Huan-Sheng Li; Yi-Hsing Chien","Department of Computer Science and Information Engineering, National Taiwan University, Taiwan; Department of Computer Science and Information Engineering, National Taiwan University, Taiwan; Department of Computer Science and Information Engineering, National Taiwan University, Taiwan","Conference, Emerging Information Technology 2005.","5 Dec 2005","2005","","","3 pp.","","Low-density parity-check (LDPC) codes have been widely considered as error-correcting codes for next generation communication systems. A good LDPC decoder design requires both implementation friendly LDPC codes and efficient decoder architectures. The quality of LDPC code is crucial in determining the coding gain and implementation complexity of LDPC hardware decoders. This paper presented a genetic algorithm (GA) based LDPC code search algorithm with hardware considerations. Regular quasi-cyclic LDPC codes are used due to its friendliness to hardware implementation. Our hardware architecture design schedules pipeline LDPC decoding operation to boost the hardware utilization efficiency (HUE) of LDPC decoder. A LDPC decoder with a block size of 12288 is implemented in FPGA to validate our code and architecture design.","","0-7803-9328-7","10.1109/EITC.2005.1544356","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1544356","","Decoding;Parity check codes;Hardware;Performance gain;Error correction codes;Genetic algorithms;Field programmable gate arrays;Code standards;Computer science;Computer architecture","","1","","6","IEEE","5 Dec 2005","15-15 Aug. 2005","15-15 Aug. 2005","IEEE","IEEE Conferences"
"Construction of LDPC codes based on narrow-sense-primitive BCH codes","Yu Yi; Liu Shaobo; Huang Dawei","GET/ENST Bretagne/PRACOM, Unité CNRS 2658, Brest, France; Bell Laboratory Research China, Lucent Technology, Beijing, China; Bell Laboratory Research China, Lucent Technology, Beijing, China",2005 IEEE 61st Vehicular Technology Conference,"5 Dec 2005","2005","3","","1571","1574 Vol. 3","In this paper, we present an algebraic method for constructing regular low-density parity-check (LDPC) codes based on narrow-sense-primitive BCH codes. The construction method results in a class of high rate LDPC codes in Gallager's original form. Codes in this class are free of cycles of length 4 in their Tanner graph and have good minimum distances. They can perform well with the iterative decoding. Also, proposed algebra LDPC codes can be designed for a new class of irregular codes based on a semi-algebraic structure for various code rates. It is shown that, with the proposed construction algorithms, fast construction time and reduced memory without the performance degradation can be achieved.","1550-2252","0-7803-8887-9","10.1109/VETECS.2005.1543584","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1543584","Low-density parity-check (LDPC) codes;BCH codes;irregular LDPC codes and sum product algorithm","Parity check codes;Iterative decoding;Space technology;Iterative algorithms;Degradation;Sum product algorithm;Buildings;Algebra;Binary codes;Encoding","","3","","13","IEEE","5 Dec 2005","30 May-1 June 2005","30 May-1 June 2005","IEEE","IEEE Conferences"
"Performance Analysis and Design of (3, ρ ) - Regular Quasi Cyclic LDPC Codes","Xu Xia; Moon Ho Lee; Choi Seung Je; Moon Myung Ryong","Institute of Information and Communication, Chonbuk National University of Korea, Jeonju, South Korea; Institute of Information and Communication, Chonbuk National University of Korea, Jeonju, South Korea; Institute of Information and Communication, Chonbuk National University of Korea, Jeonju, South Korea; Institute of Information and Communication, Chonbuk National University of Korea, Jeonju, South Korea","2005 International Conference on Wireless Networks, Communications and Mobile Computing","5 Dec 2005","2005","2","","1187","1191","In this paper we construct a novel family of (3,rho)-regular quasi-cyclic (QC) low-density parity-check (LDPC) codes, derived from permutation theorem for Latin squares, when used over binary input additive white Gaussian noise (BIAWGN) channel. The codes have high code rate, girth absence of 4, good minimum distance, and sparse parity check matrices. They are designed to perform well when iteratively decoding with sum-product decoding algorithm and to allow low complexity encoding","","0-7803-9305-8","10.1109/WIRLES.2005.1549580","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1549580","quasi-cyclic;iterative decoding;low-density parity-check (LDPC) codes;Latin squares","Performance analysis;Parity check codes;Iterative decoding;Iterative algorithms;Moon;Additive white noise;Sparse matrices;Turbo codes;Bit error rate;Algorithm design and analysis","","","","6","IEEE","5 Dec 2005","13-16 June 2005","13-16 June 2005","IEEE","IEEE Conferences"
"Diagonal low-density parity-check code for simplified routing in decoder","E. Kim; G. S. Choi","Electrical Engineering, Texas A and M University, Bryan, TX, USA; Electrical Engineering, Texas A and M University, College Station, TX, USA","IEEE Workshop on Signal Processing Systems Design and Implementation, 2005.","23 Jan 2006","2005","","","756","761","We propose a novel low-density parity-check (LDPC) decoder design methodology by introducing a special code named diagonal-LDPC (DLDPC) code. An LPDC code, defined by a parity check matrix H, can be represented by a bipartite graph. To address the complex routing problem in the LDPC decoder implementation, a partitioned bipartite-graph code is proposed and generalized to a DLDPC code having constraint of positioning 1's near the diagonal area. This structured code simplifies the routing problem [Y. Kou et al, 2001] [R.M. Tanner et al, 2001] [H. Zhang et al, 2003] and enables cell-based highly regular fully-parallel decoder design without compromising the code performance.","2162-3570","0-7803-9333-3","10.1109/SIPS.2005.1579966","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1579966","","Parity check codes;Routing;Decoding;Hardware;Bit error rate;Signal to noise ratio;Channel coding;Design methodology;Bipartite graph;Bandwidth","","3","6","13","IEEE","23 Jan 2006","2-4 Nov. 2005","2-4 Nov. 2005","IEEE","IEEE Conferences"
"Rate-compatible punctured low-density parity-check codes with bit-interleaved coded modulation","Jingbo Gao; Manli Zhou","Department of Electronics & Information Engineering, Huazhong University of Science and Technology, Wuhan, China; Department of Electronics & Information Engineering, Huazhong University of Science and Technology, Wuhan, China",2005 International Symposium on Intelligent Signal Processing and Communication Systems,"21 Feb 2006","2005","","","421","424","We design bit-interleaved coded modulation (BICM) schemes based on low-density parity-check (LDPC) codes. On time-varying channels, it is necessary to adapt the code rate according to channel conditions. Rate-compatible punctured-code (RCPC) is such an efficient and flexible scheme that it uses a single code which can be punctured in rate compatible fashion across a range of code rate. Therefore, when the capacity rule is used to determine the rate of component LDPC codes, we construct rate-compatible component LDPC codes by carefully selecting degree distributions, followed by optimal parity puncturing. Simulation results show that our system performs within 1 dB above the capacity at bit error rate 10/sup -6/ across a range of rates.","","0-7803-9266-3","10.1109/ISPACS.2005.1595436","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1595436","","Parity check codes;Interleaved codes;Modulation coding;Decoding;Channel capacity;AWGN;Signal to noise ratio;Design engineering;Time-varying channels;Bit error rate","","","7","11","IEEE","21 Feb 2006","13-16 Dec. 2005","13-16 Dec. 2005","IEEE","IEEE Conferences"
"High-rate quasi-cyclic low-density parity-check codes derived from finite affine planes","N. Kamiya","Internet Systems Research Laboratories, NEC Corporation Limited, Kawasaki, Kanagawa, Japan","Proceedings. International Symposium on Information Theory, 2005. ISIT 2005.","31 Oct 2005","2005","","","2295","2299","This paper shows that several attractive classes of quasi-cyclic (QC) low-density parity-check (LDPC) codes can be obtained from affine planes over finite fields. One class of these consists of duals of one-generator QC codes. Here, for codes contained in this class, the exact minimum-distance and a lower bound on the multiplicity of the minimum-weight codewords are presented. It is shown that the lower bound on the multiplicity provides a very accurate indication of the bit error performance at moderate and high signal-to-noise ratios, and thus error-floor behavior can be easily predicted. Also discussed is a class consisting of codes from circulant permutation matrices. An explicit formula for the rank of the parity-check matrix is presented for these codes. Furthermore, it is shown that each of these codes can be identified as a code constructed from a constacyclic maximum distance separable (MDS) code in a similar manner to the RS-based LDPC codes presented by Chen et al. and Djurdjevic et al. Experimental results show that a number of high rate QC-LDPC codes with excellent error performance are contained in these classes","2157-8117","0-7803-9151-9","10.1109/ISIT.2005.1523757","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1523757","","Parity check codes;Encoding;Internet;Laboratories;National electric code;Electronic mail;Galois fields;Signal to noise ratio;Geometry;Iterative decoding","","1","","20","IEEE","31 Oct 2005","4-9 Sept. 2005","4-9 Sept. 2005","IEEE","IEEE Conferences"
"The scheme of coded modulation based on low-density parity-check codes","Li Qiang; Shaoqian Li","National key laboratory. of Communication, Science and Technology of China, University of Electron, Chengdu, China; National key laboratory. of Communication, Science and Technology of China, University of Electron, Chengdu, China","Proceedings. 2005 International Conference on Communications, Circuits and Systems, 2005.","15 Aug 2005","2005","1","","143","145 Vol. 1","Coded modulation is a bandwidth efficient scheme that combines the functions of coding and modulation. We proposed a new scheme of low-density parity-check coded modulation. Its performance is also analyzed over AWGN and Rayleigh fading channels. Both theoretical analysis and simulation results show that this new scheme can obtain better performance of bit error rate without increasing bandwidth for both AWGN and Rayleigh fading channels.","","0-7803-9015-6","10.1109/ICCCAS.2005.1493380","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1493380","","Modulation coding;Parity check codes;Performance analysis;AWGN;Binary phase shift keying;Bandwidth;Fading;Laboratories;Euclidean distance;Signal to noise ratio","","","","12","IEEE","15 Aug 2005","27-30 May 2005","27-30 May 2005","IEEE","IEEE Conferences"
"Rate-compatible puncturing for low-density parity-check codes with dual-diagonal parity structure","Eoiyoung Choi; Seung-Bum Suh; Jaehong Kim","Communication & Network Laboratory, Samsung Advanced Institute of Technology, Yongin si, Gyeonggi, South Korea; Communication & Network Laboratory, Samsung Advanced Institute of Technology, Yongin si, Gyeonggi, South Korea; Communication & Network Laboratory, Samsung Advanced Institute of Technology, Yongin si, Gyeonggi, South Korea","2005 IEEE 16th International Symposium on Personal, Indoor and Mobile Radio Communications","24 Jul 2006","2005","4","","2642","2646 Vol. 4","We investigate suitable puncturing patterns for circulant sub-matrices based quasi-cyclic low-density parity-check codes whose binary base matrices have dual-diagonal parity structure with a single weight-3 column. The proposed method develops the existing puncturing criteria, and exploits the structure of the parity-check matrix. The performance of the proposed puncturing patterns is quite competitive with the performance of dedicated codes for individual rates","2166-9589","978-3-8007-2909-8","10.1109/PIMRC.2005.1651922","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1651922","","Parity check codes;Forward error correction;Turbo codes;Decoding;Automatic repeat request;Wireless communication;Belief propagation;Very large scale integration;Standards activities;Time-varying channels","","9","25","16","IEEE","24 Jul 2006","11-14 Sept. 2005","11-14 Sept. 2005","IEEE","IEEE Conferences"
"Error floor investigation and girth optimization for certain types of low-density parity check codes","Lingyan Sun; Hongwei Song; B. V. K. V. Kumar","Carnegie Mellon University, Pittsburgh, PA, USA; Agere Systems, Longmont, CO, USA; Carnegie Mellon University, Pittsburgh, PA, USA","Proceedings. (ICASSP '05). IEEE International Conference on Acoustics, Speech, and Signal Processing, 2005.","9 May 2005","2005","3","","iii/1101","iii/1104 Vol. 3","Low-density parity check (LDPC) codes with their near-Shannon capacity limit error correcting performance and iterative decoding algorithm are being evaluated for digital communications applications. For LDPC codes to be used in real systems, their error floors need to be investigated. In this paper, we evaluate the performance of disjoint difference set (DDS)-based LDPC codes (with column weights 3, 4, 5) and array code-based LDPC codes (with column weights 3, 4, 5) in the additive white Gaussian noise (AWGN) channel using a high-speed field programmable gate array (FPGA) simulation platform. The error floor regions (bit error rates down to 10/sup -12/) of those codes are presented. For better performance of array codes, a girth optimization method is proposed and the FPGA evaluation results are presented.","2379-190X","0-7803-8874-7","10.1109/ICASSP.2005.1415906","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1415906","","Parity check codes;AWGN;Field programmable gate arrays;Error correction codes;Iterative decoding;Iterative algorithms;Digital communication;Additive white noise;Bit error rate;Optimization methods","","4","9","10","IEEE","9 May 2005","23-23 March 2005","23-23 March 2005","IEEE","IEEE Conferences"
