"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Maximum Likelihood Decoding of Low Density Parity Check Coded Subcarrier Modulation in Optical Wireless Systems","M. Sharma; D. Chadha","Electronics Department, Government Polytechnic College, Alwar, India; Elecrical Engineering Department, Indian Institute of Technology, New Delhi, India",2006 Annual IEEE India Conference,"12 Feb 2007","2006","","","1","6","We propose low density parity check (LDPC) coded optical wireless communication systems with multiple subcarrier modulation (BPSK and QPSK). Upper bounds on the bit-error rate (BER) for maximum likelihood (ML) decoding of LDPC coded systems have been obtained on atmospheric optical channels where the effects of the scintillation exist. We also show that LDPC coded atmospheric optical systems have better BER than turbo coded atmospheric optical systems","2325-9418","1-4244-0369-3","10.1109/INDCON.2006.302762","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4086233","Atmospheric turbulence;Block codes;Free Space Optical communication;Low density Parity Check Codes;Maximum Likelihood decoding;Multiple Subcarrier Modulation","Optical modulation;Maximum likelihood decoding;Parity check codes;Modulation coding;Bit error rate;Wireless communication;Binary phase shift keying;Quadrature phase shift keying;Upper bound;Turbo codes","","1","","11","IEEE","12 Feb 2007","15-17 Sept. 2006","15-17 Sept. 2006","IEEE","IEEE Conferences"
"Low-Density Parity-Check Coded Distributed Space-Time Cooperative System","Bo Dong; Lin Xie; Peiliang Qiu; Qinru Qiu","Department of Information Science & Electronic Engineering, University of Zhejiang, Hangzhou, China; Department of Information Science & Electronic Engineering, University of Zhejiang, Hangzhou, China; Department of Information Science & Electronic Engineering, University of Zhejiang, Hangzhou, China; Department of Electrical and Computer Engineering, State University of New York, Binghamton, NY, USA",2006 IEEE 63rd Vehicular Technology Conference,"18 Sep 2006","2006","5","","2383","2387","The concatenation scheme of low-density parity-check (LDPC) codes and space-time block coding (LDPC-STBC) has been proved to be effective in the multiple-input multiple-output (MIMO) system. In this paper, we extend the LDPC-STBC to the distributed communication system with non-regenerative relays. Two LDPC coded distributed space-time cooperative (LDPC-DSTC) schemes are proposed, which utilize different signal combination methods at the destination. The decoding algorithms are discussed. The performance of these proposed schemes is examined in wireless communication systems with one and two relays. Simulation results show that both of the proposed LDPC-DSTC schemes reduce the transmission error and offer the diversity gain, and that the location of the relays has profound impact on the system performance","1550-2252","0-7803-9391-0","10.1109/VETECS.2006.1683284","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1683284","cooperative diversity;low-density parity-check codes;space-time coding;non-regenerative relay","Parity check codes;Cooperative systems;Relays;MIMO;Wireless communication;Block codes;Decoding;Diversity methods;Equations;System performance","","3","","12","IEEE","18 Sep 2006","7-10 May 2006","7-10 May 2006","IEEE","IEEE Conferences"
"On Gaussian Approximation for Density Evolution of Low-Density Parity-Check Codes","M. Fu","School of EE&CS, University of Newcastle, Australia",2006 IEEE International Conference on Communications,"11 Dec 2006","2006","3","","1107","1112","This paper is concerned with density evolution for iterative decoding of low-density parity-check (LDPC) codes. We first study the problem of density evolution computation for regular LDPC codes. For this, we propose a simple computational algorithm based on the ergodicity theory. This method is shown to match very well with explicit calculations of density functions. The second problem we study is about the approach of Gaussian approximation to density evolution. We point out that it is inappropriate to use the mean of the density only to model the iterative decoding process. Instead, both the mean and variance are needed for Gaussian approximation. Finally, we consider the problem of density evolution for irregular LDPC codes. For this, we extend the density evolution algorithm for regular LDPC codes to irregular LDPC codes. We then illustrate that Gaussian approximation is also valid provided that the degree distributions are not wide. A dynamic model is also presented based on Gaussian approximation.","1938-1883","1-4244-0355-3","10.1109/ICC.2006.254895","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4024287","Low-density parity-check codes;irregular LDPC codes;iterative decoding;MAP decoding","Gaussian approximation;Parity check codes;Iterative decoding;Density functional theory;Iterative algorithms;Fourier transforms;Bipartite graph;Probability density function","","13","","13","IEEE","11 Dec 2006","11-15 June 2006","11-15 June 2006","IEEE","IEEE Conferences"
"Channel Mismatch Effect on Performance of Low Density Parity Check Codes","L. Qi; G. Chen; C. Huijuan; T. Kun","Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China","The Proceedings of the Multiconference on ""Computational Engineering in Systems Applications""","30 Jul 2007","2006","2","","1600","1604","Effect of channel mismatch on decoding performance of low density parity check (LDPC) codes over binary symmetric channel (BSC) under sum-product algorithm (SPA) is analyzed in this paper. Density evolution is employed in theoretical analysis to get optimal initial value for SPA. Based on the results, a modified SPA algorithm is proposed. When decoding using this modified SPA algorithm, no channel information is needed at the decoder side. This will be of significant value for time-varying channels. Theoretical claims from density evolution are confirmed by extensive simulations. Our simulations show that by fixing the initial value for all channel conditions, decoding performance can be improved. One channel state estimation algorithm is proposed in this paper based on the error detection ability of LDPC codes. Maximum number of iterations taken when decoding a LDPC code can be dynamically adjusted according to the estimated channel state. Further performance improvements can be achieved by using the dynamic iteration number adjusting scheme together with the modified sum-product algorithm","","7-302-13922-9","10.1109/CESA.2006.4281891","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4281891","channel mismatch;sum-product algorithm;binary symmetric channel;low density parity check codes;channel estimation","Parity check codes;Sum product algorithm;Algorithm design and analysis;Channel estimation;Iterative decoding;Performance analysis;Time-varying channels;State estimation;Turbo codes;Systems engineering and theory","","","","16","","30 Jul 2007","4-6 Oct. 2006","4-6 Oct. 2006","IEEE","IEEE Conferences"
"Performance of Low-Density Parity Check with Space-Time Block Coded MC-CDMA Systems and Soft-Interference Cancellation","L. A. P. Hernandez; M. G. Otero","Departmentde Sefiales, Sistemas y Radiocomunicaciones, Universidad Politecnica de Madrid, Spain; Departmentde Sefiales, Sistemas y Radiocomunicaciones, Universidad Politecnica de Madrid, Spain",2006 IEEE 7th Workshop on Signal Processing Advances in Wireless Communications,"16 Apr 2007","2006","","","1","5","This paper analyzes several interference cancellation scheme applied to low-density parity check with space-time block coded for MC-CDMA systems and soft-interference cancellation. In these systems, a linear MMSE detector is conventionally used to reduce interference generated by multipath, multiuser, and multiple antennas propagation. To obtain further performance improvements, a more efficient SOVA-based iterative MMSE scheme is considered. This receiver performs soft-interference cancellation for every user based on a combination of the MMSE criterion and the turbo processing principle. It is shown that these block space-time concatenated with LDPC detectors can potentially provide significant capacity enhancements over the conventional matched filter receiver","1948-3252","0-7803-9710-X","10.1109/SPAWC.2006.346377","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4153865","","Parity check codes;Multicarrier code division multiple access;Detectors;Multiaccess communication;Error correction codes;Sparse matrices;Turbo codes;Interference cancellation;Iterative decoding;Block codes","","","","20","IEEE","16 Apr 2007","2-5 July 2006","2-5 July 2006","IEEE","IEEE Conferences"
"Parallel encoders for low-density parity-check convolutional codes","S. Bates; Ramkrishna Swamy","Department of Electrical and Computer Engineering, University of Alberta, Edmonton, Canada; Department of Electrical and Computer Engineering, University of Alberta, Edmonton, Canada",2006 IEEE International Symposium on Circuits and Systems (ISCAS),"11 Sep 2006","2006","","","4 pp.","","Low-density parity-check convolutional codes combine the good bit error rate performance of low-density parity-check block codes with the ability to encode and decode arbitrary lengths of data. This makes them attractive in applications where the data unit to be encoded varies in length. In this paper we discuss the parallelization of encoders for low-density parity-check convolutional code. We then present results to show how this parallelism impacts on the area and throughput of VLSI implementations of these encoders. We show how this technique can be used to implement encoders with throughputs suitable for next-generation communication standards and other high-speed applications.","2158-1525","0-7803-9389-9","10.1109/ISCAS.2006.1693711","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1693711","","Parity check codes;Convolutional codes;Throughput;Decoding;Bit error rate;Communication standards;Field programmable gate arrays;AWGN;Block codes;Parallel processing","","5","4","9","IEEE","11 Sep 2006","21-24 May 2006","21-24 May 2006","IEEE","IEEE Conferences"
"WLC16-2: Reliability-Based Hybrid ARQ (RB-HARQ) Schemes using Low-Density Parity-Check (LDPC) Codes","Y. Inaba; T. Saito; T. Ohtsuki","Department of Electrical Engineering, Tokyo University of Science, Noda, Chiba, Japan; Department of Electrical Engineering, Tokyo University of Science, Noda, Chiba, Japan; Department of Information and Computer Science, Keio University, Yokohama, Japan",IEEE Globecom 2006,"16 Apr 2007","2006","","","1","5","The reliability-based hybrid ARQ (RB-HARQ) scheme, which can be used with error correcting codes using soft-input soft-output (SISO) decoders such as convolutional codes and turbo codes, has been proposed. In the RB-HARQ scheme, the error rate performance is improved by selecting retransmission bits based on log likelihood ratio (LLR) of each bit in the receiver. However, the receiver has to send the bit positions of retransmission bits to the transmitter. Therefore, the RB-HARQ scheme requires a large number of feedback bits. On the other hand, low density parity check (LDPC) codes are recently attracting a lot of interest, because LDPC codes can achieve near Shannon limit performance. In this paper, we evaluate the RB-HARQ scheme using LDPC codes. Moreover, we propose a RB-HARQ scheme that requires a fewer feedback bits by utilizing a code structure of LDPC code. We refer to the scheme as the RB-HARQ (row base) scheme. We show that the RB-HARQ and RB-HARQ (row base) schemes using LDPC codes have better error rate performance and higher throughput performance than no ARQ scheme. We also show that the RB- HARQ (row base) scheme has a good trade-off between error rate performance and the number of feedback bits compared to the RB-HARQ scheme.","1930-529X","1-4244-0356-1","10.1109/GLOCOM.2006.705","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4151335","","Parity check codes;Automatic repeat request;Error analysis;Feedback;Error correction codes;Decoding;Convolutional codes;Turbo codes;Transmitters;Throughput","","4","","5","IEEE","16 Apr 2007","27 Nov.-1 Dec. 2006","27 Nov.-1 Dec. 2006","IEEE","IEEE Conferences"
"Improvement of Burst Error Correction Using a Look-Up Table with Low Density Parity Check Coding for Compressed Ultraspectral Sounder Data","Bormin Huang; Y. Sriraja; Hung-Lung Huang; M. D. Goldberg","Space Science and Engineering Center, University of Wisconsin, Madison, Madison, WI, USA; Space Science and Engineering Center, University of Wisconsin, Madison, Madison, WI, USA; Space Science and Engineering Center, University of Wisconsin, Madison, Madison, WI, USA; NESDIS, National Oceanic and Atmospheric Administration, MD, USA",2006 8th International Conference Advanced Communication Technology,"8 May 2006","2006","2","","1172","1176","Low density parity check (LDPC) codes have the ability to transmit data at rates approaching channel capacity with very low error probability. Our study of LDPC codes on JPEG2000-compressed ultraspectral sounder data shows that for an LDPC encoder designed with certain input parameters, the LDPC decoder is able to correct all single errors and two-bit burst errors. Furthermore, our analysis on a massive variety of 3- and 4-bit burst error scenarios indicates that the locations of LDPC-uncorrected errors for 3- and 4-bit burst errors appear to be fixed, regardless of the content of the input data. We propose a look-up table based error correction method to correct errors surviving from the LDPC decoder for 3- and 4-bit burst errors.","","89-5519-129-4","10.1109/ICACT.2006.206180","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1625785","Low density parity check (LDPC);burst error;look-up table;JPEG2000;ultraspectral sounder data;AIRS","Error correction codes;Table lookup;Parity check codes;Error correction;Decoding;Satellites;Acoustic noise;Error analysis;Interleaved codes;Robustness","","","1","10","","8 May 2006","20-22 Feb. 2006","20-22 Feb. 2006","IEEE","IEEE Conferences"
"Symbol-flipping based decoding of generalized low-density parity-check codes over GF(q)","Fang-Chun Kuo; L. Hanzo","School of Electronics and Computer Science, University of Southampton, UK; School of Electronics and Computer Science, University of Southampton, UK","IEEE Wireless Communications and Networking Conference, 2006. WCNC 2006.","18 Sep 2006","2006","3","","1207","1211","An efficient symbol-flipping based decoding algorithm designed for nonbinary generalized low-density parity-check (GLDPC) codes is proposed. By extending the concept of the weighted bit flip voting (WBFV) algorithm designed for binary Hamming-code based GLDPC codes, the symbol-flipping decoding algorithm can be beneficially employed for decoding the family of GLDPC codes constructed from nonbinary constituent codes, such as nonbinary Bose Chaudhuri Hocquenghem (BCH) codes or Reed Solomon (R-S) codes. The simulation results demonstrate that improvements of 1 dB and 2.7 dB are achieved by the proposed coding scheme in comparison to the more conventional binary GLDPC codes using the WBFV decoding algorithm, when using the Galois Field GF(32) for communicating over AWGN and uncorrelated Rayleigh fading channels, respectively","1558-2612","1-4244-0270-0","10.1109/WCNC.2006.1696457","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1696457","","Parity check codes;Iterative decoding;Algorithm design and analysis;Voting;Reed-Solomon codes;AWGN;Product codes;Digital video broadcasting;Iterative algorithms;Employment","","5","","17","IEEE","18 Sep 2006","3-6 April 2006","3-6 April 2006","IEEE","IEEE Conferences"
"Decoders for low-density parity-check convolutional codes with large memory","S. Bates; L. Gunthorpe; A. Emre Pusane; Zhengang Chen; K. Zigangirov; D. J. Costello","Department of Electrical and Computer Engineering, University of Alberta, Edmonton, Canada; Department of Electrical and Computer Engineering, University of Alberta, Edmonton, Canada; Department of Electrical Engineering, University of Notre Dame, Notre Dame, IN, USA; Department of Electrical and Computer Engineering, University of Alberta, Edmonton, Canada; Department of Electrical Engineering, University of Notre Dame, Notre Dame, IN, USA; Department of Electrical Engineering, University of Notre Dame, Notre Dame, IN, USA",2006 IEEE International Symposium on Circuits and Systems (ISCAS),"11 Sep 2006","2006","","","4 pp.","","Low-density parity-check convolutional codes offer the same good error-correcting performance as low-density parity-check block codes while having the ability to encode and decode arbitrary lengths of data. This makes these codes well suited to certain applications, such as forward error control on packet switching networks. In this paper we propose a decoder architecture for low-density parity-check convolutional codes with very large memories. These codes have very good error correcting properties and as such may be applicable in wireless sensor networks and space communication systems. We discuss a realization of this architecture for a (2048,3,6) code implemented on a field-programmable gate-array.","2158-1525","0-7803-9389-9","10.1109/ISCAS.2006.1693780","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1693780","Convolutional codes;Data communication;Error correction coding;High-speed integrated circuits","Decoding;Parity check codes;Convolutional codes;Block codes;Error correction;Packet switching;Field programmable gate arrays;Wireless sensor networks;Mobile communication;Ethernet networks","","13","10","10","IEEE","11 Sep 2006","21-24 May 2006","21-24 May 2006","IEEE","IEEE Conferences"
