"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Flexible Encoder and Decoder of Low-Density Parity-Check Codes","V. L. Petrović","School of Electrical Engineering, University of Belgrade, Belgrade, Serbia",2022 30th Telecommunications Forum (TELFOR),"22 Dec 2022","2022","","","1","2","Hardware implementation aspects of highly flexible low-density parity-check (LDPC) encoder and decoder are presented. The paper covers algorithmic and architectural approaches in achieving flexible and yet very efficient LDPC codec solutions in terms of hardware usage efficiency (HUE). LDPC encoder is implemented to support all possible codes from the 5G New Radio (NR) communication standard, whereas LDPC decoder supports any quasi-cyclic (QC) LDPC or QC-LDPC like code family. Both architectures were optimized using genetic algorithm (GA) for higher throughput or better error correcting (EC) performance results.","","978-1-6654-7273-9","10.1109/TELFOR56187.2022.9983744","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9983744","genetic algorithm optimization;hardware usage efficiency;high throughput;hybrid decoding schedule;low-density parity-check codes;pipeline","Codecs;Throughput;New Radio;Parity check codes;Hardware;Decoding;Telecommunications","","","","8","IEEE","22 Dec 2022","15-16 Nov. 2022","15-16 Nov. 2022","IEEE","IEEE Conferences"
"Precoded Batched Sparse Codes Transmission Based on Low-Density Parity-Check Codes","S. Wang; H. Liu; Z. Ma; M. Xiao","Communication and Sensor Network for Modern Transportation International Cooperation Center (CSNMT), Southwest Jiaotong University, Chengdu, Sichuan, P.R.China; Communication and Sensor Network for Modern Transportation International Cooperation Center (CSNMT), Southwest Jiaotong University, Chengdu, Sichuan, P.R.China; Communication and Sensor Network for Modern Transportation International Cooperation Center (CSNMT), Southwest Jiaotong University, Chengdu, Sichuan, P.R.China; KTH Royal Institute of Technology, Stockholm, Sweden",2022 IEEE 95th Vehicular Technology Conference: (VTC2022-Spring),"25 Aug 2022","2022","","","1","5","In this paper, a batched sparse(BATS) code transmission scheme based on Low-density Parity-check(LDPC) precoding over GF(2) is studied. At the transmitter, a source file is first segmented into several packets, which are then precoded with LDPC to generate more packets. The precoded packets are encoded with the outer coding of the conventional BATS codes before they are transmitted to the intermediate nodes, which apply inner coding to the received packets and forward them to the next node. At the sink node, only a portion of received packets need to be decoded successfully to recover the source file. Moreover a one-step BP decoder is then proposed which achieves the same performance as the two-step BP decoder. The simulation results show that compared with the conventional BATS codes, less transmission batches are required by using the LDPC precoding. Meanwhile, one step decoder achieves the same transmission performance as the two step decoder, which decodes BATS codes and LDPC codes successively.","2577-2465","978-1-6654-8243-1","10.1109/VTC2022-Spring54318.2022.9860907","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9860907","BATS codes;LDPC precoding;One-step BP decoder","Vehicular and wireless technologies;Transmitters;Simulation;Precoding;Parity check codes;Hardware;Decoding","","3","","9","IEEE","25 Aug 2022","19-22 June 2022","19-22 June 2022","IEEE","IEEE Conferences"
"Log-likelihood Ratio for Low-Density Parity-Check Codes Under Binary Symmetric Erasure Channel in DNA Storage","X. Lu; S. Kim","Department of Electrical, Electronic and Computer Engineering, University of Ulsan, Ulsan, Republic of Korea; Department of Electrical, Electronic and Computer Engineering, University of Ulsan, Ulsan, Republic of Korea",2022 International Conference on Advanced Technologies for Communications (ATC),"15 Nov 2022","2022","","","171","176","Due to the DNA storage system has the advantages such as high densities, longevityand efficient data duplication, more and more researchers have already focused on it. The writing/reading cost is an important indicator of the efficiency of synthesis and sequencing process. In this paper, we kept the encoding and decoding of LDPC unchanged for fair comparison. However, we propose a binary symmetric erasure channel (BSEC) model for the DNA storage system since substitution and deletion errors occurred during the synthesis and sequencing process. And then, the corresponding log-likelihood ratio (LLR) is calculated by observed error statistics under the BSEC model to achieve the lower reading cost, which is the input of the decoder for low-density parity-check (LDPC) code. Since an exact DNA channel model has not been proposed and the mismatch between the observed and theoretical error statistics, a scaling method for LLR is proposed, which can achieve a lower reading cost for DNA storage. We present the relation between total substitution and deletion error rates and scaling coefficients by curve fitting methods. From the simulation results, we can obtain that the performance of our proposed scheme is equal to or slightly better than that from the conventional scheme.","2162-1039","978-1-6654-5188-8","10.1109/ATC55345.2022.9943019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9943019","DNA storage;low-density parity-check (LDPC) codes;log-likelihood ratio (LLR);error rate","Sequential analysis;Costs;Error analysis;Simulation;DNA;Parity check codes;Encoding","","2","","11","IEEE","15 Nov 2022","20-22 Oct. 2022","20-22 Oct. 2022","IEEE","IEEE Conferences"
"Performances Comparison between Low Density Parity Check Codes and Polar Codes","A. -M. Cuc; C. Grava; F. L. Morgos; T. A. Burca","Department of Electronics and Telecommunications, University of Oradea, Oradea, Romania; Department of Electronics and Telecommunications, University of Oradea, Oradea, Romania; Department of Electronics and Telecommunications, University of Oradea, Oradea, Romania; Department of Electronics and Telecommunications, University of Oradea, Oradea, Romania","2022 29th International Conference on Systems, Signals and Image Processing (IWSSIP)","17 Aug 2022","2022","CFP2255E-ART","","1","4","This study offers a comparative analysis on the LDPC (Low Density Parity Check) codes and Polar codes regarding their efficiency and gives a brief explanation of these error correcting codes. Determining the efficacy of these codes was achieved analyzing BER (Bit Error Rate) towards SNR (Signal to Noise Ratio) making use of Binary Phase Shift Keying (BPSK) in AWGN channel (Additive White Gaussian Noise).","2157-8702","978-1-6654-9578-3","10.1109/IWSSIP55020.2022.9854483","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9854483","LDPC;Polar Codes;performance;bit error rate;signal to noise ratio","AWGN channels;Image coding;Simulation;Bit error rate;Parity check codes;Error correction codes;Binary phase shift keying","","5","","13","IEEE","17 Aug 2022","1-3 June 2022","1-3 June 2022","IEEE","IEEE Conferences"
"Design of Lookup-Table (LUT) Decoder for Protograph-Based Low-Density Parity-Check (LDPC) codes","C. Duangthong; W. Phakphisut","School of Engineering, King Mongkut's Institute of Technology Ladkrabang, Bangkok, Thailand; School of Engineering, King Mongkut's Institute of Technology Ladkrabang, Bangkok, Thailand","2022 37th International Technical Conference on Circuits/Systems, Computers and Communications (ITC-CSCC)","3 Oct 2022","2022","","","844","847","The Belief-propagation (BP) algorithm is a powerful decoder for LDPC codes. However, the BP algorithm requires the high complexity of the check node operation. Therefore, in the previous works, a lookup table (LUT)-based decoder has been proposed for LDPC codes. In this work, we propose the LUT design for protograph LDPC codes. Our LUT design can support the parallel edge, variable node with degree-1 and punctured variable node. As a result, the coding losses of 2-, 3- and 4-bit quantization of LUT decoder are 1.6, 0.5 and 0.1 dB compared to BP algorithm.","","978-1-6654-8559-3","10.1109/ITC-CSCC55581.2022.9895041","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9895041","protograph LDPC code;channel quantizer;LUT-based decoder;protograph density evolution","Computers;Quantization (signal);Parity check codes;Encoding;Decoding;Table lookup;Complexity theory","","1","","13","IEEE","3 Oct 2022","5-8 July 2022","5-8 July 2022","IEEE","IEEE Conferences"
"High throughput FPGA implementation of Min-Sum LDPC Decoder Architecture for Wireless Communication Standards","P. Nikishkin; R. Goriushkin; N. Vinogradov; E. Likhobabin; V. Vityazev","Department of Telecommunications and foundations of radio engineering, Ryazan State Radio Engineering University, RSREU, Ryazan, Russia; Department of Telecommunications and foundations of radio engineering, Ryazan State Radio Engineering University, RSREU, Ryazan, Russia; Department of Telecommunications and foundations of radio engineering, Ryazan State Radio Engineering University, RSREU, Ryazan, Russia; Department of Telecommunications and foundations of radio engineering, Ryazan State Radio Engineering University, RSREU, Ryazan, Russia; Department of Telecommunications and foundations of radio engineering, Ryazan State Radio Engineering University, RSREU, Ryazan, Russia",2022 24th International Conference on Digital Signal Processing and its Applications (DSPA),"13 Jun 2022","2022","","","1","5","This paper presents a min-sum decoder design for Quasi-Cyclic (QC) Low-Density Parity-Check (LDPC) codes. The design is supported various LDPC Parity-Check matrices including the WiMAX (IEEE 802.16e) and the WiFi (IEEE 802.11n) standards matrices. New techniques such as pipelining of the decoding architecture core are proposed. These core calculate variable-to-check (VTC) and new check-to-variable (CTV) messages and also update estimate of posterior probabilities (APPs). The parallel multicore decoding architecture implies a prior shift of values based on the LDPC matrix and simultaneous calculation of values for the core. Proposed decoder is implemented on the Zynq-7000 Mini-ITX Evaluation Board (XC7Z100-2FFG900).","","978-1-6654-9443-4","10.1109/DSPA53304.2022.9790744","Russian Science Foundation(grant numbers:17-79-20302); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9790744","Communication systems;Quasi-Cyclic codes;Low-Density Parity-Check codes;error correction codes;parallel decoder architecture;iterative decoding;min-sum (MS) algorithm;field-programmable gate array;FPGA","Multicore processing;Signal processing algorithms;WiMAX;Probability;Throughput;Parity check codes;Decoding","","4","","12","IEEE","13 Jun 2022","30 March-1 April 2022","30 March-1 April 2022","IEEE","IEEE Conferences"
"An Improved Codec Design Architecture for Irregular LDPC Codes Applicable to WiMAX","D. Shri; A. Mondal; S. S. Garani","Department of Electronic Systems Engineering, Indian Institute of Science, Bengaluru; Department of Electronic Systems Engineering, Indian Institute of Science, Bengaluru; Department of Electronic Systems Engineering, Indian Institute of Science, Bengaluru","2022 29th IEEE International Conference on Electronics, Circuits and Systems (ICECS)","12 Dec 2022","2022","","","1","4","We propose the design architecture of the Low-density parity-check (LDPC) encoder and decoder based on the WiMAX standard (IEEE 802.16e). The design architectures were implemented on a Kintex-7 KC705 field-programmable gate array (FPGA) kit, for a rate 1/2 WiMAX LDPC code with a code length of 2304, containing twelve layers in the parity check matrix. A new null bypassing logic for irregular LDPC decoder is proposed. The tool reported a total power of 0.677 W for encoder with a throughput of 364 Gbps. The tool reported a total power of 1.009 W for the decoder with a throughput of 0.0785 Gbps (78.5 Mbps) for five iterations. Our architecture is also amenable for constructing non-binary LDPC codes where each bit of the non-binary code is binary coded and interleaved, useful for applications in optical transmission channels. Our architecture is also scalable for a wide range of quasi-cyclic code parameters.","","978-1-6654-8823-5","10.1109/ICECS202256217.2022.9970908","Texas Instruments; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9970908","WiMAX;Low-Density Parity-Check codes;LDPC encoders/decoders;layered min-sum (MSA) algorithm;FPGA implementation;interleaving","Integrated optics;Codecs;WiMAX;Throughput;Parity check codes;IEEE 802.16 Standard;Decoding","","","","11","IEEE","12 Dec 2022","24-26 Oct. 2022","24-26 Oct. 2022","IEEE","IEEE Conferences"
"Design of Non-punctured Protograph LDPC Codes for JSCC Systems over Partial Response Channels","Y. Sun; S. Zhu; S. Liu; C. Chen","School of Information Science and Engineering Huaqiao University, Xiamen, China; School of Information Science and Engineering Huaqiao University, Xiamen, China; School of Information Science and Engineering Huaqiao University, Xiamen, China; School of Information Science and Engineering Huaqiao University, Xiamen, China",2022 IEEE/CIC International Conference on Communications in China (ICCC Workshops),"4 Oct 2022","2022","","","292","297","Traditional protograph low-density parity-check (PLDPC) codes with punctured nodes perform poorly over partial response (PR) channels. Therefore, several good PLDPC codes without punctured nodes have been designed so far over PR channels. However, these codes are based on the separate coding structure and neglect the residual redundancy left by source coding. So in this paper, based on the joint source-channel coding (JSCC) system, three new types of rate-1/2 non-punctured PLDPC codes are designed for PR channels. Higher rate channel codes are further designed by code lengthening from one of the proposed codes. The joint protograph extrinsic information transfer (JPEXIT) algorithm is also used to calculate the decoding threshold of the system. Both the JPEXIT analysis and the bit-error-rate (BER) simulation results show that in the JSCC system over PR channels, three new codes all possess performance improvement in the water-fall region compared to existing non-punctured PLDPC codes, especially one of them can also obtain a very low error floor. Also for the higher rate channel codes, no error floors are observed down to BER=10−6.","2474-9133","978-1-6654-5977-8","10.1109/ICCCWorkshops55477.2022.9896703","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9896703","non-punctured PLDPC codes;partial response (PR) channels;JSCC;JPEXIT","Partial response channels;Codes;Simulation;Source coding;Conferences;Redundancy;Parity check codes","","","","24","IEEE","4 Oct 2022","11-13 Aug. 2022","11-13 Aug. 2022","IEEE","IEEE Conferences"
"Performance Analysis of Mixed MIMO RF/FSO DF Relaying Based on Globally Coupled Low Density Parity Check (GC-LDPC) Codes","I. Gueye; I. Diop; I. Dioum; K. W. Keita; P. Ndiaye; M. Diallo; S. M. Farssi","Department of Computer Science, Polytechnic Institute (ESP), Universite Cheikh Anta Diop, Dakar, Senegal; Department of Computer Science, Polytechnic Institute (ESP), Universite Cheikh Anta Diop, Dakar, Senegal; Department of Computer Science, Polytechnic Institute (ESP), Universite Cheikh Anta Diop, Dakar, Senegal; Department of Computer Science, Polytechnic Institute (ESP), Universite Cheikh Anta Diop, Dakar, Senegal; Department of Computer Science, Polytechnic Institute (ESP), Universite Cheikh Anta Diop, Dakar, Senegal; Department of Computer Science, Polytechnic Institute (ESP), Universite Cheikh Anta Diop, Dakar, Senegal; Department of Computer Science, Polytechnic Institute (ESP), Universite Cheikh Anta Diop, Dakar, Senegal",2022 24th International Conference on Advanced Communication Technology (ICACT),"11 Mar 2022","2022","","","14","22","In this work, we analyze the performance of the use of error correcting codes in particular the LDPC codes with global coupling (GC-LDPC) in a double-hop relay system composed of links with multiple inputs and multiple outputs at radio frequency/ free space optics (MIMO-RF/FSO). A multi-antenna listener listens to the information by decoding the signals received from the source node. In addition, to decode the signals we use two-phase local-global decoding. To eliminate interference in the first hop we use the interference alignment technique (IA) we also assume that the source-relay link undergoes Rayleigh fading, and that the relay-destination link is affected by the degradations of the channel optics, including path loss, atmospheric turbulence, and pointing errors. Using DF relay technology, mixed MIMO-RF/FSO systems combine the advantages of RF and FSO communication technologies. The use of mixed MIMO-RF/FSO cooperative transmission systems can improve network reliability and transmission. Results demonstrate improved performance of MIMO-RF/FSO DF cooperative relay system based on GC-LDPC codes with multiple antennas compared to MIMO-RF/FSO systems without the use of GC-LDPC codes, but also to systems SISO (Single-Input Single-Output) RF-FSO DF proposed in the existing literature.","1738-9445","979-11-88428-08-3","10.23919/ICACT53585.2022.9728906","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9728906","Free Space Optics (FSO);Multiple Input Multiple Output (MIMO);atmospheric turbulence;Bit Error Rate (BER);Pointing errors;Radio frequency (RF);globally coupled low density parity check codes (GC-LDPC);Gamma-Gamma Fading;Rayleigh fading","Radio frequency;System performance;Interference;Rayleigh channels;Parity check codes;Error correction codes;Decoding","","","","27","","11 Mar 2022","13-16 Feb. 2022","13-16 Feb. 2022","IEEE","IEEE Conferences"
"The Effect of PEG-Lifting Order on the Performance of Protograph GLDPC Codes","D. -Y. Yun; J. -W. Kim; J. -S. No","Electrical and Computer Engineering, Seoul National University, Seoul, Republic of Korea; Electronic Engineering, Gyeongsang National University, Jinju, Republic of Korea; Electrical and Computer Engineering, Seoul National University, Seoul, Republic of Korea",2022 27th Asia Pacific Conference on Communications (APCC),"15 Nov 2022","2022","","","315","316","Generalized low density parity check (GLDPC) codes can be constructed by replacing some single parity check (SPC) nodes in LDPC codes with generalized constraint (GC) nodes. GC nodes are defined by component codes whose minimum distance is larger than that of SPC nodes. Therefore, the variable nodes (VNs) connected to GC nodes, which are called doped VNs, are more protected than the undoped VNs. Due to this effect, we observe that the doped VNs are more robust to local cycles. The distribution of local cycles is affected by the processing VN order of the progressive edge growth (PEG) algorithm, where the latter processed (lifted) VNs tend to have more local cycles. Based on the property of doped VNs and the PEG algorithm, we show that a tangible performance gain is achieved by placing the doped VNs in the latter order of the PEG algorithm compared to the former order. The performance gain is shown with a well known GLDPC code in the literature and over both the binary erasure channel and addictive white Gaussian noise channel.","2163-0771","978-1-6654-9927-9","10.1109/APCC55198.2022.9943671","Samsung; National Research Foundation of Korea; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9943671","Generalized low density parity check (GLDPC) codes;low density parity check (LDPC) codes;protograph;progressive edge growth (PEG) algorithm","Gaussian noise;Asia;Performance gain;Parity check codes","","2","","8","IEEE","15 Nov 2022","19-21 Oct. 2022","19-21 Oct. 2022","IEEE","IEEE Conferences"
