"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Efficient Mitigation of Error Floors in Quantum Error Correction Using Non-Binary Low-Density Parity-Check Codes","K. Kasai",Institution of Science Tokyo,2025 IEEE International Symposium on Information Theory (ISIT),"20 Oct 2025","2025","","","1","6","In this paper, we propose an efficient method to reduce error floors in quantum error correction using non-binary low-density parity-check (LDPC) codes. We identify and classify cycle structures in the parity-check matrix where estimated noise becomes trapped, and develop tailored decoding methods for each cycle type. For Type-I cycles, we propose a method to make the difference between estimated and true noise degenerate. Type-II cycles are shown to be un-correctable, while for Type-III cycles, we utilize the fact that cycles in non-binary LDPC codes do not necessarily correspond to codewords, allowing us to estimate the true noise. Our method significantly improves decoding performance and reduces error floors.","2157-8117","979-8-3315-4399-0","10.1109/ISIT63088.2025.11195217","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11195217","quantum error correction;low-density parity-check codes","Prevention and mitigation;Noise;Quantum mechanics;Parity check codes;Error correction codes;Decoding;Floors","","2","","18","IEEE","20 Oct 2025","22-27 June 2025","22-27 June 2025","IEEE","IEEE Conferences"
"A class of quasi-cyclic binary parity-check codes from Reed-Solomon codes","K. Haymaker; E. McMillon","Department of Mathematics and Statistics, Villanova University, Villanova, USA; Department of Mathematics, Rice University, Houston, USA",2025 13th International Symposium on Topics in Coding (ISTC),"16 Sep 2025","2025","","","1","5","In this paper, we explore a construction of binary parity-check codes from nonbinary codes, with a specific focus on Reed-Solomon codes. The parity-check matrices of these codes come from the 1964 construction of superimposed codes by Kautz and Singleton. While some basic bounds on parameters of these parity-check codes are known, the specific parameters are highly dependent on the nonbinary code that one starts with. In this paper, we delve more deeply into parameters of this new class of girth six codes, showing that they are quasi-cyclic, providing bounds on the dimensions of the codes, and bounds on minimum distances in some specific cases. We present a table of small code parameters and note that some of these codes meet the best known minimum distance for binary codes. We draw connections to similar constructions in the literature, but importantly, while existing literature on related codes is largely simulation-based, we present a novel algebraic approach to determining new bounds on parameters of these codes.","","979-8-3315-8983-7","10.1109/ISTC65386.2025.11154644","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11154644","Reed-Solomon codes;parity-check codes;LDPC codes;MDPC codes","Reed-Solomon codes;Codes;Binary codes;Parity check codes;Encoding","","","","19","IEEE","16 Sep 2025","18-22 Aug. 2025","18-22 Aug. 2025","IEEE","IEEE Conferences"
"High-Performance Secret Sharing Using Low-Density Parity-Check Codes","G. Wu; R. Wang; R. Wu","School of information engineering, JiangXi University of Science and Technology, Ganzhou City, China; School of information engineering, JiangXi University of Science and Technology, Ganzhou City, China; School of software engineering, JiangXi University of Science and Technology, Nanchang City, China","2025 5th International Conference on Artificial Intelligence, Robotics, and Communication (ICAIRC)","23 Feb 2026","2025","","","718","721","Traditional Shamir secret sharing, while offering information-theoretic security, relies on polynomial interpolation with O(n^2) computational complexity, creating a performance bottleneck in large-scale distributed storage scenarios. This paper presents an LDPC-code-based secret sharing scheme that leverages the sparse matrix properties and linear-time encoding/decoding to significantly boost performance. Experimental results show that the LDPC scheme is faster than the Shamir scheme in both share generation and secret reconstruction and also demonstrates good scalability.","","979-8-3315-5445-3","10.1109/ICAIRC68035.2025.11385099","National Natural Science Foundation of China(grant numbers:11461031); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11385099","Secret sharing;Low-Density Parity-Check Codes (LDPC);Computational complexity optimization;Security of distributed systems;Linear-time algorithms","Interpolation;Scalability;Parity check codes;Polynomials;Cryptography;Sparse matrices;Computational complexity;Robots;Optimization;Information theory","","","","12","IEEE","23 Feb 2026","7-9 Nov. 2025","7-9 Nov. 2025","IEEE","IEEE Conferences"
"Burst Correcting Capability of Block-Permutation LDPC Codes","A. M. Veresova; A. A. Ovchinnikov","Department of Infocommunication Systems and Technologies, Saint-Petersburg State University of Aerospace Instrumentation, Saint-Petersburg, Russia; Department of Infocommunication Systems and Technologies, Saint-Petersburg State University of Aerospace Instrumentation, Saint-Petersburg, Russia",2025 Wave Electronics and its Application in Information and Telecommunication Systems (WECONF),"2 Jun 2025","2025","","","1","4","The article examines the impact of the block-permutation structure of low-density parity-check codes on their ability to correct single error bursts. The length of the corrected burst is estimated, depending on the size of the blocks used in block-circulant and block-permutation codes with different parameter settings. The article also estimates the probability of finding codes with maximum achievable correcting capabilities when using different construction methods. It is found that using a block-permutation construction allows for a high probability of achieving the maximum possible correcting capability, regardless of the parameters used. However, when using block-circulant codes, it can be difficult or impossible to find codes with the maximum achievable length of burst to be corrected for nonprime block sizes. Thus, the block-permutation construction turns out to be more effective in terms of its correcting capabilities, and can be used in situations where storing the code in a compact form of a base matrix is not a significant criterion.","2769-3538","978-1-6654-6568-7","10.1109/WECONF65186.2025.11017292","Russian Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11017292","error burst;correcting capability;low-density parity-check code;block-permutation construction;block-circulant construction","Codes;Parity check codes;Encoding;Telecommunications;Error correction codes;Periodic structures","","","","13","IEEE","2 Jun 2025","12-16 May 2025","12-16 May 2025","IEEE","IEEE Conferences"
"Research on the Anti-Burst Interference Performance of Non-Binary LDPC Codes in the BeiDou Navigation System","A. Liu; H. Lin; H. Gong","College of Electronic Science and Technology, National University of Defense Technology, Changsha, China; College of Electronic Science and Technology, National University of Defense Technology, Changsha, China; College of Electronic Science and Technology, National University of Defense Technology, Changsha, China","2025 5th International Conference on Electronics, Circuits and Information Engineering (ECIE)","29 Jul 2025","2025","","","256","259","The BeiDou-3 system adopts a non-binary Low-Density Parity-Check (LDPC) coding scheme that offers better error correction performance than binary LDPC codes. To investigate the decoding performance of non-binary LDPC codes under burst channels in the BeiDou navigation system, a burst channel model was first established. Then, the decoding principle and anti-burst noise mechanism of non-binary LDPC codes were analyzed. Finally, simulations were conducted for the three LDPC coding schemes employed by the BeiDou navigation system. The simulation results indicate that, under the same conditions, the 64-ary LDPC(200,100) coding scheme exhibits superior anti-burst interference performance compared to the 64-ary LDPC(96,48) coding scheme, which in turn outperforms the 64-ary LDPC(88,44) coding scheme. Moreover, after code interleaving, the performance gain against burst interference is approximately 0.8 dB at a frame error rate level of 10-4 compared to the performance before interleaving.","","979-8-3315-1401-3","10.1109/ECIE65947.2025.11086992","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11086992","BeiDou;Navigation Message;Non-binary Low-Density Parity-Check Code;Anti-Burst Interference","Codes;Navigation;Error analysis;Simulation;Noise;Interference;Performance gain;Parity check codes;Encoding;Decoding","","","","13","IEEE","29 Jul 2025","23-25 May 2025","23-25 May 2025","IEEE","IEEE Conferences"
"Implementation of Low-Density Parity-Check (LDPC) Codes in Verilog HDL","R. Pathak; S. K. Awasthi","Electronics and Communication Engineering, National Institute of Technology, Jalandhar, Punjab, India; Electronics and Communication Engineering, National Institute of Technology, Jalandhar, Punjab, India","2025 International Conference on Electronics, AI and Computing (EAIC)","11 Aug 2025","2025","","","1","5","This work presents FPGA implementation of Low-Density Parity-Check (LDPC) encoder. Low-density coding is an effective method for ensuring reliable communication over noisy channels while minimizing the probability of error. We use Verilog hardware description language (HDL) to simulate this encoder for various code rates. The encoder is implemented on the Xilinx Artix-7 FPGA(XC7A35T-ICPG236C) kit using FPGA 28 nm CMOS technology and DE10-Lite FPGA Kit using FPGA 55 nm CMOS technology.","","979-8-3315-5358-6","10.1109/EAIC66483.2025.11101329","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11101329","FPGA Implementation;Linear encoding;Generator matrix complexity;LDPC codes;Speed;Area and Power","Power demand;Communication systems;Power system management;CMOS technology;Parity check codes;Hardware;Encoding;Reliability;Hardware design languages;Field programmable gate arrays","","","","14","IEEE","11 Aug 2025","5-7 June 2025","5-7 June 2025","IEEE","IEEE Conferences"
"High Girth Spatially-Coupled LDPC Codes with Hierarchical Structure","H. Li; S. Miao; L. Schmalen","Karlsruhe Institute of Technology (KIT), Communications Engineering Lab (CEL), Karlsruhe, Germany; Karlsruhe Institute of Technology (KIT), Communications Engineering Lab (CEL), Karlsruhe, Germany; Karlsruhe Institute of Technology (KIT), Communications Engineering Lab (CEL), Karlsruhe, Germany",2025 13th International Symposium on Topics in Coding (ISTC),"16 Sep 2025","2025","","","1","5","Quasi-Cyclic (QC) low-density parity-check (LDPC) codes are a class of LDPC codes with a simple construction facilitating hardware implementation while achieving excellent performance. In this paper, we introduce an algorithm that constructs QC spatially-coupled (SC) LDPC codes with large girth while keeping the constraint length small. The algorithm offers a ""protograph to basegraph"" construction, focusing on finding small lifting sizes of QC codes while avoiding short cycles. This work extends the hierarchical quasi-cyclic (HQC) construction for block LDPC codes proposed by Wang et al. to the spatially coupled case. The construction is based on the cycle relevant matrix (CRM) derived from the periodic structure of time-invariant SC-LDPC codes. Numerical results show that the proposed algorithm effectively achieves the target girth with a small lifting factor, enabling low-complexity SC code construction.","","979-8-3315-8983-7","10.1109/ISTC65386.2025.11154552","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11154552","channel coding;LDPC codes;spatially-coupled codes;high-girth construction;protograph-based code","Convolutional codes;Codes;Focusing;Customer relationship management;Parity check codes;Hardware;Channel coding;Periodic structures","","","","13","IEEE","16 Sep 2025","18-22 Aug. 2025","18-22 Aug. 2025","IEEE","IEEE Conferences"
"Random Constructions of Girth-Eight QC-LDPC Codes with Structural Shaping","S. Xue; G. Zhang","School of Communications and Information Engineering, Xi’an University of Posts and Telecommunications, Xi’an, China; School of Communications and Information Engineering, Xi’an University of Posts and Telecommunications, Xi’an, China",2025 IEEE/CIC International Conference on Communications in China (ICCC Workshops),"9 Sep 2025","2025","","","1","6","In order to construct girth-8 quasi-cyclic (QC) low-density parity-check (LDPC) codes with low encoding complexity, this paper introduces structural shaping techniques to generate QC-LDPC codes with two different structures. These two structures are QC-LDPC codes constructed with vertical symmetric structure and reverse structure without 4-cycles and 6-cycles. Novel constructions assume that the structures of the parity check matrix (PCM) are symmetric and reverse, respectively, and the greedy exhaustive search algorithm is used to find the exponent matrix with the smallest possible size P of the circulant permutation matrix (CPM). Due to its symmetrical and reverse structural characteristics, the representation of the new codes is more compact than other codes. The simulation results show that the proposed codes have certain competitiveness compared to existing QC-LDPC codes.","2474-9141","978-1-6654-7801-4","10.1109/ICCCWorkshops67136.2025.11148129","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11148129","low-density parity-check (LDPC) codes;quasi-cyclic (QC);girth;structural shaping;exponent matrix","Phase change materials;Codes;Symmetric matrices;Simulation;Conferences;Numerical simulation;Parity check codes;Encoding;Complexity theory","","","","15","IEEE","9 Sep 2025","10-13 Aug. 2025","10-13 Aug. 2025","IEEE","IEEE Conferences"
"Error Correction Code Acceleration in Future RAN: Challenges and Opportunities","M. Kim; H. J. Yang","Dept. of Electrical Engineering, POSTECH, Pohang, Republic of Korea; Dept. of Electrical and Computer Engineering and Institute of New Media and Communications, Seoul National University, Seoul, Republic of Korea",2025 IEEE/IEIE International Conference on Consumer Electronics-Asia (ICCE-Asia),"4 Dec 2025","2025","","","1","4","With the proposal of new communication enhancement axes such as ultra-reliable low-latency communications (URLLC), researchers are targeting to develop a fast and error-free communication technology in many aspects. In particular, this paper aims to provide a survey on the recent error correction code (ECC) optimization research. We focus on the acceleration of ECC using novel design of application-specific integrated circuits (ASICs), field-programmable gate arrays (FPGAs), and new encoding and decoding algorithms. We also address artificial intelligence (AI)-based ECCs. We discuss their advantages, limitations, and their potential in future network environments.","","979-8-3315-7402-4","10.1109/ICCE-Asia67487.2025.11263661","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11263661","Channel coding;artificial intelligence (AI);low-density parity check (LDPC) codes;polar codes","Surveys;Optimization methods;Ultra reliable low latency communication;Parity check codes;Error correction codes;Proposals;Artificial intelligence;Polar codes;Field programmable gate arrays;Faces","","","","28","IEEE","4 Dec 2025","27-29 Oct. 2025","27-29 Oct. 2025","IEEE","IEEE Conferences"
"rptu.de/channel-codes: An Update on the Maximum Likelihood Decoding Performance of 5G-NR Channel Codes","O. Griebel; K. Kraft; L. Johannsen; C. Kestel; G. M. Dick; N. Wehn","University of Kaiserslautern-Landau (RPTU), Kaiserslautern, Germany; University of Kaiserslautern-Landau (RPTU), Kaiserslautern, Germany; University of Kaiserslautern-Landau (RPTU), Kaiserslautern, Germany; University of Kaiserslautern-Landau (RPTU), Kaiserslautern, Germany; University of Kaiserslautern-Landau (RPTU), Kaiserslautern, Germany; University of Kaiserslautern-Landau (RPTU), Kaiserslautern, Germany",2025 13th International Symposium on Topics in Coding (ISTC),"16 Sep 2025","2025","","","1","5","Maximum likelihood (ML) decoding is the ""champions league"" of all decoding algorithms. Instead of solving the decoding problem heuristically, it is solved optimally and, therefore, provides the best possible error correction performance among all decoding algorithms. On the downside, ML decoding is an NP-hard problem. Knowing the ML performance of different codes is important as it provides an ultimate benchmark for the code’s potential and the potential of any heuristic decoding algorithm, which is especially valuable for the research community. This paper provides the state of the art on simulating a code’s ML performance and new results for 5G new radio (5G-NR) low-density parity-check (LDPC) and polar codes. All results are publicly available at www.rptu.de/channel-codes, which is well known by the coding community.","","979-8-3315-8983-7","10.1109/ISTC65386.2025.11154507","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11154507","ML Decoding;LDPC Codes;Polar Codes;5G","5G mobile communication;NP-hard problem;Heuristic algorithms;Benchmark testing;Parity check codes;Encoding;Error correction;Polar codes;Maximum likelihood decoding","","1","","15","IEEE","16 Sep 2025","18-22 Aug. 2025","18-22 Aug. 2025","IEEE","IEEE Conferences"
