"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Low-complexity architecture design for modified WiMAX Low-Density Parity-Check codes","K. -H. Lin; M. -Y. Lin; J. -D. Tseng","Department of Electronic Engineering, National Chin-Yi University of Technology, Taichung, Taiwan; Department of Electronic Engineering, National Chin-Yi University of Technology, Taichung, Taiwan; Department of Electronic Engineering, National Chin-Yi University of Technology, Taichung, Taiwan","2011 8th International Conference on Information, Communications & Signal Processing","3 Apr 2012","2011","","","1","4","In this paper, a modified WiMAX Low-Density Parity-Check (LDPC) codes for realistic LDPC coding system architectures is presented. The LDPC code, which is a special class of quasi-cyclic LDPC (QC-LDPC), has an efficient encoding algorithm owing to the simple structure of their parity-check matrices. A proposed distribution of irregular parity-check matrix for the modified WiMAX LDPC is developed so that we can obtain a low-complexity architecture design, and achievable circuit implementation. The modified WiMAX LDPC code decoding employs the iterative min-sum algorithm (MSA) and its decoder architecture design uses the bit node unit (BNU) and check node unit (CNU). Different word-length of hardware design for LDPC decoder can be simulated. Therefore, the word-length with 8-bit is enough for hardware implementation.","","978-1-4577-0031-6","10.1109/ICICS.2011.6174313","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6174313","WiMAX;Low-Density Parity-Check (LDPC);coding;QC-LDPC;low-complexity;hardware architecture","Parity check codes;WiMAX;Decoding;Encoding;Computer architecture;Hardware;Bit error rate","","","","10","IEEE","3 Apr 2012","13-16 Dec. 2011","13-16 Dec. 2011","IEEE","IEEE Conferences"
"A novel puncturing scheme for rate-compatible low-density parity-check codes","Xiyuan Chen; Honglin Zhao; Yongkui Ma; Xiangnan Liu","Communication Research Center, Harbin Institute of Technology, Harbin, China; Communication Research Center, Harbin Institute of Technology, Harbin, China; Communication Research Center, Harbin Institute of Technology, Harbin, China; Communication Research Center, Harbin Institute of Technology, Harbin, China",2011 6th International ICST Conference on Communications and Networking in China (CHINACOM),"27 Feb 2012","2011","","","565","568","In this paper, we present an effective puncturing scheme for rate-compatible low-density parity-check (RC-LDPC) codes. Our scheme is based on the criterion of maximum average girth which is an important performance parameter for the construction of RC-LDPC codes. We select a pattern wherein the punctured bits are far apart from each other in the Tanner graph of the codes by sorting algorithm, and then puncture the bits with the maximum average girth. In the process, there is no need to do any optimization. By simulations, the proposed codes show good performance under puncturing over a wide range of rates. The introduced puncturing criterion results in lower bit error rate and error floor when compared with random puncturing. Moreover, the performance of proposed method is similar to the direct structured LDPC codes by progressive edge growth (PEG). But the scheme is very simple to implement and lowers the complexity of encoding and decoding.","","978-1-4577-0101-6","10.1109/ChinaCom.2011.6158218","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6158218","rate-compatible low-density parity-check (RC-LDPC) codes;puncturing;maximum average girth","Codes;Iterative decoding;Sorting;Partitioning algorithms;IEEE 802.16 Standard;Hamming distances;Error probability;Optimization;Decoding;Convolutional codes","","","2","12","IEEE","27 Feb 2012","17-19 Aug. 2011","17-19 Aug. 2011","IEEE","IEEE Conferences"
"A class of irregular repeat accumulate code with flexible code length and without short circles","X. Chen; H. Liu; H. Jiang","Room 301, Department of Information Engineering, Hefei Electronic Engineering Institute, Hefei, China; Room 301, Department of Information Engineering, Hefei Electronic Engineering Institute, Hefei, China; Room 301, Department of Information Engineering, Hefei Electronic Engineering Institute, Hefei, China",2011 International Conference on Electrical and Control Engineering,"24 Oct 2011","2011","","","2825","2828","Based on the good degree distribution of a kind of irregular repeat accumulate (IRA) code, the base check matrix is designed according to quasi-cyclic method, and the length-4 short circles are eliminated. The obtained IRA code has flexible code length from 150 to 6000, with link-level performance close to the LDPC code specified by IEEE802.16e standard. The proposed IRA code family is suitable for multimedia communication system.","","978-1-4244-8165-1","10.1109/ICECENG.2011.6057895","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6057895","Low-Density Parity Check (LDPC) Code;Irregular Repeat Accumulate (IRA) code;quasi-cyclic (QC) code","Parity check codes;Complexity theory;Bit error rate;Turbo codes;Block codes","","2","","7","IEEE","24 Oct 2011","16-18 Sept. 2011","16-18 Sept. 2011","IEEE","IEEE Conferences"
"Spatially coupled quasi-cyclic quantum LDPC codes","M. Hagiwara; K. Kasai; H. Imai; K. Sakaniwa","Department of Communications and Integrated Systems, Tokyo Institute of Technology, Tokyo, Japan; Research Center for Information Security, National Institute of Advanced Industrial Science and Technology, Tokyo, Japan; Department of Electrical, Electronic and Communication Engineering, Faculty of Science and Engineering, Chuo University Tokyo, Tokyo, Japan; Research Center for Information Security, National Institute of Advanced Industrial Science and Technology, Tokyo, Japan",2011 IEEE International Symposium on Information Theory Proceedings,"3 Oct 2011","2011","","","638","642","For designing low-density parity-check (LDPC) codes for quantum error-correction, we desire to satisfy the conflicting requirements below simultaneously. 1) The row weights of parity-check “should be large”: The minimum distances are bounded above by the minimum row weights of parity-check matrices of constituent classical codes. Small minimum distance tends to result in poor decoding performance at the error-floor region. 2) The row weights of parity-check matrices “should not be large”: The performance of the sum-product decoding algorithm at the water-fall region is degraded as the row weight increases. Recently, Kudekar et al. showed spatially-coupled (SC) LDPC codes exhibit capacity-achieving performance for classical channels. SC LDPC codes have both large row weight and capacity-achieving error-floor and water-fall performance. In this paper, we propose a new class of quantum LDPC codes based on spatially coupled quasi-cyclic LDPC codes. The performance outperforms that of quantum “non-coupled” quasi-cyclic LDPC codes.","2157-8117","978-1-4577-0595-3","10.1109/ISIT.2011.6034208","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6034208","Spatial coupling;LDPC code;Iterative decoding;CSS codes;Quantum error-correcting codes","Parity check codes;High definition video;Sparse matrices;Cascading style sheets;Decoding;Error correction codes;Convolutional codes","","49","","17","IEEE","3 Oct 2011","31 July-5 Aug. 2011","31 July-5 Aug. 2011","IEEE","IEEE Conferences"
"Multi-source cooperative communications using low-density parity-check product codes","Y. Yin; R. Pyndiah; K. Amis","Institut Telecom / Telecom Bretagne, Lab-STICC UMR CNRS 3192, Technopôle Brest Iroise, Université Européenne de Bretagne, Brest, France; Institut Telecom / Telecom Bretagne, Lab-STICC UMR CNRS 3192, Technopôle Brest Iroise, Université Européenne de Bretagne, Brest, France; Institut Telecom / Telecom Bretagne, Lab-STICC UMR CNRS 3192, Technopôle Brest Iroise, Université Européenne de Bretagne, Brest, France",2011 The 14th International Symposium on Wireless Personal Multimedia Communications (WPMC),"17 Nov 2011","2011","","","1","5","In this paper, we investigate the performance of low-density parity-check (LDPC) product codes in a multisource relay network where multiple sources transmit data to a same destination with the help of a noisy relay. We consider an LDPC product code resulting from the concatenation of Multiple Serially Concatenated Multiple Parity-Check (M-SC-MPC) codes. Every source encodes its data using the same M-SC-MPC code and broadcasts the codeword to relay and destination. The relay decodes and stores all codewords from sources in the rows of a matrix and encodes the columns using another M-SC-MPC code. Only the redundancy part generated by the relay is forwarded to the destination. At the destination, the codewords from the sources and the redundancy part from the relay form an observation of a product codeword whose parity check matrix is sparse. This LDPC product code can be iteratively decoded at destination using the low complexity sum-product algorithm. Since there are errors at the input of the relay-destination channel, an appropriate log-likelihood ratio is used in the LDPC decoding at destination in order to reduce the error propagation effect. The system error performance is given on the additive white Gaussian noise (AWGN) channel and the Rayleigh flat fading channel.","1882-5621","978-2-908849-25-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6081463","LDPC codes;product codes;relay;cooperative communications;error propagation;sensor network","Relays;Parity check codes;Product codes;Encoding;Sparse matrices;Decoding;Bit error rate","","","","10","","17 Nov 2011","3-7 Oct. 2011","3-7 Oct. 2011","IEEE","IEEE Conferences"
"A Modified Construction Method of Low-Density Parity-Check Codes Based on PEGPC","J. Chen; Z. Zhao; J. Bao","School of Telecommunication Engineering, Hangzhou Dianzi University, Hangzhou, China; School of Telecommunication Engineering, Hangzhou Dianzi University, Hangzhou, China; School of Telecommunication Engineering, Hangzhou Dianzi University, Hangzhou, China",2011 International Conference on Computational and Information Sciences,"28 Nov 2011","2011","","","793","796","A modified construction method of LDPC (Low-density Parity-check) codes based on polynomial of cycles of PEG (Progressive-Edge-Growth) is proposed according to reaction on the performance of LDPC codes by polynomial of cycles based on PEG and connectivity of cycles. It can reduce the number of the shortest cycles, increase average local girth and improve connectivity of cycles while deleting short cycles by considering girth of check matrix, number of the shortest cycles and ACE (Approximate Cycle EMD), so that it can improve performance of decoding. At the same time, a construction method of QC-LDPC (quasi-cyclic-LDPC) codes based on ACE and polynomial of cycles of PEG is also proposed to deal with the complexity of implementation on hardware of unstructured codes. Simulation results show that the performance of this code is better than unstructured Mackay code and it is easier for implementation on hardware.","","978-1-4577-1540-2","10.1109/ICCIS.2011.37","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6086319","LDPC codes;PEG;ACE;Polynomial of Cycle","Parity check codes;Bit error rate;Polynomials;Decoding;Simulation;Signal to noise ratio","","","","9","IEEE","28 Nov 2011","21-23 Oct. 2011","21-23 Oct. 2011","IEEE","IEEE Conferences"
"Non-binary quasi-cyclic quantum LDPC codes","K. Kasai; M. Hagiwara; H. Imai; K. Sakaniwa","Department of Communications and Integrated Systems, Tokyo Institute of Technology, Tokyo, Japan; Research Center for Information Security, National Institute of Advanced Industrial Science and Technology, Tokyo, Japan; Department of Electrical, Electronic and Communication Engineering, Faculty of Science and Engineering, Chuo University Tokyo, Tokyo, Japan; Department of Communications and Integrated Systems, Tokyo Institute of Technology, Tokyo, Japan",2011 IEEE International Symposium on Information Theory Proceedings,"3 Oct 2011","2011","","","653","657","In this paper, we propose a construction method for two-level quantum error-correcting codes via non-binary LDPC codes over an extended field of order 2p, p an integer p >; 1. The proposed quantum error-correcting codes are based on binary quasi-cyclic LDPC codes which have almost achieved a “Bounded Distance Decoding (BDD)” limit but have not surpassed the limit yet. Quantum codes constructed from the proposed method surpass the BDD limit. Furthermore the codes outperform the efficiently-decodable state-of-the-art quantum codes.","2157-8117","978-1-4577-0595-3","10.1109/ISIT.2011.6034212","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6034212","LDPC code;non-binary LDPC codes;belief propagation;Galois field;iterative decoding;CSS codes;quantum error-correcting codes","Parity check codes;Cascading style sheets;Sparse matrices;Error correction codes;Equations;Mathematical model;Indexes","","10","","15","IEEE","3 Oct 2011","31 July-5 Aug. 2011","31 July-5 Aug. 2011","IEEE","IEEE Conferences"
"Extended non-binary Low-Density Parity-Check codes over erasure channels","L. P. Sy; V. Savin; D. Declercq","EUTELSAT SA, Paris, France; CEA-LETI, Grenoble, France; ETIS, ENSEA, CNRS UMR-8051, University Cergy-Pontoise, Cergy-Pontoise, France",2011 8th International Symposium on Wireless Communication Systems,"9 Jan 2012","2011","","","121","125","Based on the extended binary image of non-binary LDPC codes, we propose a method for generating extra redundant bits, such as to decreases the coding rate of a mother code. The proposed method allows for using the same decoder, regardless of how many extra redundant bits have been produced, which considerably increases the flexibility of the system without significantly increasing its complexity. Extended codes are also optimized for the binary erasure channel, by using density evolution methods. Nevertheless, the results presented in this paper can easily be extrapolated to more general channel models.","2154-0225","978-1-61284-402-2","10.1109/ISWCS.2011.6125322","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6125322","Non-binary LDPC codes;extended binary image;incremental redundancy;very small coding rates","Encoding;Parity check codes;Decoding;Image coding;Optimization;Vectors;Receivers","","6","","12","IEEE","9 Jan 2012","6-9 Nov. 2011","6-9 Nov. 2011","IEEE","IEEE Conferences"
"First experimental demonstration of nonbinary LDPC-coded modulation suitable for high-speed optical communications","Jiaojiao Fu; M. Arabaci; I. B. Djordjevic; Yequn Zhang; Lei Xu; Ting Wang","ECE Department, University of Arizona Tucson, Tucson, AZ, USA; ECE Department, University of Arizona Tucson, Tucson, AZ, USA; ECE Department, University of Arizona Tucson, Tucson, AZ, USA; ECE Department, University of Arizona Tucson, Tucson, AZ, USA; NEC Laboratories of America, Inc., Princeton, NJ, USA; NEC Laboratories of America, Inc., Princeton, NJ, USA",2011 Optical Fiber Communication Conference and Exposition and the National Fiber Optic Engineers Conference,"13 Jun 2011","2011","","","1","3","The first experimental demonstration of nonbinary-LDPC-coded optical transmission is presented. Using DQPSK, we can achieve >;8dB and ~10dB net coding gains at the BER of 10-6 in the absence and presence of I/Q imbalance, respectively.","","978-1-55752-906-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5875672","","Parity check codes;Bit error rate;Encoding;Optical modulation;Optical attenuators;Gain","","1","","8","","13 Jun 2011","6-10 March 2011","6-10 March 2011","IEEE","IEEE Conferences"
"Three-dimensional subcarrier-multiplexed nonbinary-LDPC-coded modulation schemes enabling ultra high speed optical communications","M. Arabaci; I. B. Djordjevic","Department of Electrical & Computer Engineering, University of Arizona Tucson, Tucson, AZ, USA; Department of Electrical & Computer Engineering, University of Arizona Tucson, Tucson, AZ, USA",2011 Optical Fiber Communication Conference and Exposition and the National Fiber Optic Engineers Conference,"13 Jun 2011","2011","","","1","3","We propose nonbinary-LDPC-coded modulation schemes employing subcarrier-multiplexing and three-dimensional constellations. We improve coding gains of conventional PDM-M-QAM by 2.17dB and 2.92dB, for M = 8 and M = 16, respectively, at the BER of 10-7.","","978-1-55752-906-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5875673","","Parity check codes;Constellation diagram;Bit error rate;Encoding;Gain;Aggregates","","","","6","","13 Jun 2011","6-10 March 2011","6-10 March 2011","IEEE","IEEE Conferences"
