"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Connected-coding Retransmission Scheme for Low-density Parity-check Codes in 5G","J. Zhang; J. Huang; C. Sun; D. Jia; X. Wang; Z. Fei","School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; Science and Technology on Communication Networks Laboratory, Shijiazhuang, Hebei Province, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China",2019 28th Wireless and Optical Communications Conference (WOCC),"25 Jul 2019","2019","","","1","5","Aiming at reducing unnecessary packet losses of transport block (TB) level hybrid automatic repeat request (HARQ), we propose a connected-coding retransmission (CCR) scheme for low-density parity-check (LDPC) codes in 5G data channels. Once the transmission of a TB, which is divided into one or several code blocks (CBs), was failed, we introduce failed CBs information into the parity bits of the new CBs by connected encoding. Then error correction for the failed CBs is achieved again by connected decoding to avoid packet losses. The simulation results in fading channel demonstrate that the proposed scheme efficiently improves both CB error rate performances and system throughput performances.","2379-1276","978-1-7281-0660-1","10.1109/WOCC.2019.8770690","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8770690","connected-coding retransmission;LDPC;5G;HARQ","Parity check codes;Encoding;Decoding;5G mobile communication;Packet loss;Wireless communication","","1","","11","IEEE","25 Jul 2019","9-10 May 2019","9-10 May 2019","IEEE","IEEE Conferences"
"Abouth Multi-Threshold Decoding of Low-Density Parity-Check Codes","A. A. Ovchinnikov; D. V. Ilina","Saint-Petersburg State University of Aerospace Instrumentation, Saint Petersburg, Russia; Saint-Petersburg State University of Aerospace Instrumentation, Saint Petersburg, Russia",2019 Wave Electronics and its Application in Information and Telecommunication Systems (WECONF),"19 Sep 2019","2019","","","1","4","Low-density parity-check codes are one of the most common forward error-correction techniques used in many existing and perspective standards including 5G wireless transmission standards and ultra-high-rate (400 Gbit/s and more) fiber-optic transmission standards. These codes should combine scalability of codelength from dozens to dozens of thousands bits and of coderate from low to very high with outstanding error-correcting performance when operating under severe practical limitations both from the point of view of decoding error and complexity issues. In many practical cases most widely used decoders suffer either from complexity out of system restrictions or from error performance penalties. In this paper the performance-complexity trade-off approach is considered, based on improved hard-decision decoders. Decoding of low-density parity-check codes with bit-flip algorithm is considered. The multi-threshold decoder based on the bit inversion algorithm is described using dynamically changed threshold during the decoding iterations, as well as the simplest empirical method is proposed for thresholds calculation. Simulation results in Gaussian channel with hard decision demodulation are given.","","978-1-7281-2288-5","10.1109/WECONF.2019.8840583","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8840583","low-density parity-check codes;bit-flip algorithm;multi-threshold decoding","Decoding;Iterative decoding;Heuristic algorithms;Standards;Complexity theory;Optimization","","","","20","IEEE","19 Sep 2019","3-7 June 2019","3-7 June 2019","IEEE","IEEE Conferences"
"Polarized Low-Density Parity-Check Codes on the BSC","B. Gao; H. Yin; Z. Wang","Department of Electrical and Computer Engineering, Lowa State University, Ames, IA, USA; CAS Key Laboratory of Wireless-Optical Communications, University of Science and Technology of China, Hefei, P.R. China; Department of Electrical and Computer Engineering, Lowa State University, Ames, IA, USA",2019 11th International Conference on Wireless Communications and Signal Processing (WCSP),"8 Dec 2019","2019","","","1","6","The connections between variable nodes and check nodes have a great influence on the performance of low-density parity-check (LDPC) codes. Inspired by the unique structure of polar code's generator matrix, we proposed a new method of constructing LDPC codes that achieves a polarization effect. The new code, named as polarized LDPC codes, is shown to achieve lower or no error floor in the binary symmetric channel (BSC).","2472-7628","978-1-7281-3555-7","10.1109/WCSP.2019.8928082","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8928082","Density evolution;low density parity check (LDPC) codes;polarization","Decoding;Reliability;Standards;Iterative decoding;Probability density function;Complexity theory","","","","13","IEEE","8 Dec 2019","23-25 Oct. 2019","23-25 Oct. 2019","IEEE","IEEE Conferences"
"Performance Analysis of Low Density Parity-Check Codes over the Bernoulli-Gaussian Channel","G. M. Kraidy","Dept. of Electrical, Computer, and Communication Eng, Notre Dame University - Louaize, Zouk Mikayel, Lebanon",2019 16th Canadian Workshop on Information Theory (CWIT),"12 Dec 2019","2019","","","1","5","This paper investigates the performance of low density parity-check codes transmitted over the Bernoulli-Gaussian (BG) impulsive noise channel. First, the capacity of the BG channel is investigated. Next, the performance thresholds of regular low density parity-check codes are proposed based on the Gaussian approximation method. Finally, bit error rate performance based on Monte Carlo simulations are shown together with the proposed bound and the corresponding channel capacity.","","978-1-7281-0954-1","10.1109/CWIT.2019.8929913","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8929913","Low density parity-check codes;Bernoulli-Gaussian channel;Gaussian approximation;channel capacity","Decoding;Iterative decoding;Gaussian approximation;Signal to noise ratio;Probability density function;Conferences","","","","20","IEEE","12 Dec 2019","2-5 June 2019","2-5 June 2019","IEEE","IEEE Conferences"
"A Novel Low-Complexity Joint Coding and Decoding Algorithm for NB-LDPC Codes","S. Song; J. Tian; J. Lin; Z. Wang","School of Electronic Science and Engineering, Nanjing University, P. R. China; School of Electronic Science and Engineering, Nanjing University, P. R. China; School of Electronic Science and Engineering, Nanjing University, P. R. China; School of Electronic Science and Engineering, Nanjing University, P. R. China",2019 IEEE International Symposium on Circuits and Systems (ISCAS),"1 May 2019","2019","","","1","5","Non-binary low-density parity-check (NB-LDPC) codes exhibit a much better performance than their binary counterparts, especially for moderate codeword length and high-order modulation. However, their decoding algorithms suffer from very high computational complexity. In this paper, a low-complexity algorithm is proposed, named parity-check erased algorithm (PCEA), where an additional parity check bit is added to each symbol of the codeword when encoding and a series of simple operations are performed based on these bits during decoding. As a universal joint coding and decoding algorithm, the PCEA can be combined with arbitrary NB-LDPC encoding schemes and decoding algorithms based on message passing. The proposed algorithm facilitates significant improvement of decoding performance with a small decrease of the code rate. Additionally, it usually has an even better performance than a nearly same-rate code constructed by the original method, and requires much lower decoding complexity due to smaller size of the parity check matrix.","2158-1525","978-1-7281-0397-6","10.1109/ISCAS.2019.8702165","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8702165","Non-binary low-density parity-check codes;additional parity check bits;joint coding and decoding algorithm;low complexity","Decoding;Encoding;Iterative decoding;Simulation;Computational complexity","","4","","15","IEEE","1 May 2019","26-29 May 2019","26-29 May 2019","IEEE","IEEE Conferences"
"Coded OFDM in PLC Channels with SaS distribution Impulsive Noise using MRC detector","S. Zhang; C. Tsimenidis; H. Cao; S. Boussakta","School of Engineering, Newcastle University, Newcastle upon Tyne, UK; School of Engineering, Newcastle University, Newcastle upon Tyne, UK; School of Engineering, Newcastle University, Newcastle upon Tyne, UK; School of Engineering, Newcastle University, Newcastle upon Tyne, UK",2019 UK/ China Emerging Technologies (UCET),"24 Oct 2019","2019","","","1","4","In this paper, we consider Power Line Communication (PLC) for Smart Grid (SG) in the presence of impulse noise modelled using the symmetric a-stable (SaS) distribution. The proposed system utilizes coded orthogonal frequency division multiplexing (OFDM) with real-valued output signal implemented using Hermitian symmetry of the modulated symbols in the frequency domain. Furthermore, the Low-density Parity Check (LDPC) and Polar codes are employed to attain frequency diversity. The paper provides a comparison of the Bit Error-Rate (BER) performance of these codes in the PLC channel. Finally, we introduce a novel Maximal Ratio Combining (MRC) technique that exploits the Hermitian symmetry inherent in the real-valued OFDM symbol and compare its performance to the Zero Forcing (ZF) equalizer that are used to remove the effect of the channel fading. The presented simulation results included in the investigation demonstrate that in the PLC channel, the performance of the proposed MRC approach using LDPC codes outperforms the Polar codes consistently for Quadrature Amplitude Modulation (M-QAM) of orders M = 16.","","978-1-7281-2797-2","10.1109/UCET.2019.8881882","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8881882","Power Line Communication;Impulsive noise;symmetric a-stable (SaS) distribution;Low-density Parity Check codes;Polar codes;Maximal Ratio Combining","OFDM;Parity check codes;Diversity reception;Quadrature amplitude modulation;Probability density function;Detectors","","4","","16","IEEE","24 Oct 2019","21-22 Aug. 2019","21-22 Aug. 2019","IEEE","IEEE Conferences"
"Parity check for decoding QC-LDPC codes with all-diagonal parity-check structure","Z. Wang; P. Zhang; C. Liu; Y. Chen; J. Du","School of Information and Communication Engineering Communication, University of China, Beijing, China; School of Information and Communication Engineering Communication, University of China, Beijing, China; School of Information and Communication Engineering Communication, University of China, Beijing, China; School of Information and Communication Engineering Communication, University of China, Beijing, China; School of Information and Communication Engineering Communication, University of China, Beijing, China","2019 IEEE 3rd Advanced Information Management, Communicates, Electronic and Automation Control Conference (IMCEC)","6 Feb 2020","2019","","","210","213","A parity-check method is proposed for decoding a class of quasi-cyclic low-density parity-check (QC-LDPC) codes with all-diagonal parity-check structure. Through Chinese Digital Terrestrial Television Multimedia Broadcasting (DTMB) standard, we show that the proposed method has high speed and is easy to implement.","","978-1-7281-0513-0","10.1109/IMCEC46724.2019.8984145","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8984145","Quasi-cyclic low-density parity-check codes;decoding;parity check;Chinese Digital Terrestrial Television Multimedia Broadcasting (DTMB) standard","Digital multimedia broadcasting;TV;Automation;Parity check codes;Vectors;Decoding;Information management;Multimedia communication;Sparse matrices;Standards","","","","8","IEEE","6 Feb 2020","11-13 Oct. 2019","11-13 Oct. 2019","IEEE","IEEE Conferences"
"Error-correcting Performance Comparison for Polar Codes, LDPC Codes and Convolutional Codes in High-performance Wireless","C. Yang; M. Zhan; Y. Deng; M. Wang; X. H. Luo; J. Zeng","College of Electronic and Information Engineering, Southwest University, Chongqing, P. R. China; College of Electronic and Information Engineering, Southwest University, Chongqing, P. R. China; College of Electronic and Information Engineering, Southwest University, Chongqing, P. R. China; College of Electronic and Information Engineering, Southwest University, Chongqing, P. R. China; College of Electronic and Information Engineering, Southwest University, Chongqing, P. R. China; College of Electronic and Information Engineering, Southwest University, Chongqing, P. R. China","2019 6th International Conference on Information, Cybernetics, and Computational Social Systems (ICCSS)","12 Jun 2020","2019","","","258","262","In this paper, polar codes, low-density parity-check (LDPC) codes and convolutional codes in the status of high-performance wireless (WirelessHP) are discussed. Those classic code schemes are compared in terms of their encoding and decoding complexity and the error-correcting performance. Results show that, polar codes with successive cancellation list (SCL) decoding is superior to the LDPC codes and the convolutional codes in the condition of WirelessHP. The result has certain significance for the development of next generation communication technology.","2639-4235","978-1-7281-5857-0","10.1109/ICCSS48103.2019.9115442","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9115442","polar codes;low-density parity-check codes;convolutional codes;error-correcting performance","Convolutional codes;Wireless communication;Codes;Throughput;Parity check codes;Decoding;Complexity theory;Reliability;Polar codes;Next generation networking","","4","","12","IEEE","12 Jun 2020","27-30 Sept. 2019","27-30 Sept. 2019","IEEE","IEEE Conferences"
"VLSI design of Parity check Code with Hamming Code for Error Detection and Correction","S. G.; R. N.","Department of ECE, K. Ramakrishnan College of Engineering, Trichy, India; Department of ECE, K. Ramakrishnan College of Engineering, Trichy, India",2019 International Conference on Intelligent Computing and Control Systems (ICCS),"16 Apr 2020","2019","","","15","20","In order to get error-free data in any wireless communication systems the data has to be transmitted and received in an efficient manner. But in case of some wireless networks such as cognitive radio(CR) technology ,while performing spectrum sensing and spectrum allocation, they may cause interferences which leads to creating error in transmitted data. To overcome such problem in CR technology, the efficient data transmission needs Error Detection and Correction method. Here various error detection and correction methods are implemented based on parity check code along with hamming code algorithm. Encoder block may calculate the parity bits for data bits in various parity check code methods and also parity bits are coded with hamming codes. Whereas in decoder block, data can be regenerated after calculating syndrome vector and parity checking also takes place. Such encoder and decoder block is developed using verilog coding in Xilinx ISE software. Finally the comparison of various parity check code with hamming code is distinguished.","","978-1-5386-8113-8","10.1109/ICCS45141.2019.9065790","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9065790","cognitive radio (CR);error detection;error correction;parity check code;hamming code","Parity check codes;Decoding;Encoding;Data communication;Sensors;Error correction codes;Conferences","","6","","15","IEEE","16 Apr 2020","15-17 May 2019","15-17 May 2019","IEEE","IEEE Conferences"
"An Unequal Error Protection of Quasi-Cyclic Low Density Parity Check (QC-LDPC) Codes Based on Combinatorial Designs","B. Paudel; S. Vafi","College of Engineering, IT and Environment, Charles Darwin University, Northern Territory, Australia; College of Engineering, IT and Environment, Charles Darwin University, Northern Territory, Australia",2019 IEEE 4th International Conference on Computer and Communication Systems (ICCCS),"2 Sep 2019","2019","","","488","492","This paper presents a novel method for constructing high performance unequal error protection (UEP) quasicyclic low-density parity-check (QC-LDPC) codes. These codes are highly efficient and designed with flexible rates, lengths and number of protection levels. The given QC-LDPC codes are based on the combinatorial design. Each circulant constituting the parity check matrix of the UEP code is determined from subsets with the distinct difference between elements. Simulation results indicate that proposed UEP codes have equivalent performance to UEP codes constructed with the higher girth and lower rate, while achieving superior performance than the codes constructed by conventional equal error protection (EEP) techniques.","","978-1-7281-1322-7","10.1109/CCOMS.2019.8821723","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8821723","Forward Error Correction;Unequal Error Protection;QC-LDPC;Combinatorial Design","Parity check codes;Error correction codes;Phase change materials;Linear matrix inequalities;Forward error correction;Complexity theory;Silicon","","3","","13","IEEE","2 Sep 2019","23-25 Feb. 2019","23-25 Feb. 2019","IEEE","IEEE Conferences"
