"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Rate-Adaptive Protograph LDPC Codes for Multi-Level-Cell NAND Flash Memory","P. Chen; K. Cai; S. Zheng","Department of Science, Singapore University of Technology and Design, Singapore; Department of Science, Singapore University of Technology and Design, Singapore; College of Electrical Engineering, Zhejiang University, Zhejiang, China",IEEE Communications Letters,"8 Jun 2018","2018","22","6","1112","1115","The multi-level-cell (MLC) NAND flash memory exhibits a diversity of the raw bit error rate (BER) over different program/erase (P/E) cycles and different types of bits within a memory cell. In this letter, we first apply a protograph-based extrinsic information transfer chart analysis to the MLC flash channel and design novel rate-adaptive protograph low-density parity-check (RAP-LDPC) codes by using a code extension approach. The proposed RAP-LDPC code has multiple code rates, which can be adapted dynamically to different P/E cycles. To mitigate the unbalanced raw BERs between different types of bits within a memory cell, we further propose an optimum mapping between the variable nodes of the protograph and different types of bits of the memory cell. Since the proposed RAP-LDPC codes are based on the same parity-check matrix with specific structure, a single protograph encoder/decoder is sufficient to handle all the code rates. Simulation results demonstrate that the proposed RAP-LDPC codes with optimum mapping outperform the irregular LDPC codes for all the code rates with a faster decoding convergence speed for the MLC flash channel.","1558-2558","","10.1109/LCOMM.2018.2814985","SUTD-ZJU(grant numbers:ZJURP1500102); Singapore Agency of Science and Technology (A*Star) PSF research grant; Educational Commission of Fujian Province; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8314735","Multi-level-cell (MLC) NAND flash memory;rate-adaptive low-density parity-check (LDPC) code;protograph code;extrinsic information transfer chart (EXIT) analysis","Parity check codes;Decoding;Mutual information;Bit error rate;Threshold voltage;Nonvolatile memory;Channel models","","39","","14","IEEE","12 Mar 2018","June 2018","","IEEE","IEEE Journals"
"New Design of High-Rate Generalized Root Protograph LDPC Codes for Nonergodic Block Interference","C. Kim; J. -S. No; G. Kim; H. -Y. Song; J. Ahn","Department of Electrical and Computer Engineering, Institute of New Media and Communications, Seoul National University, Seoul, South Korea; Department of Electrical and Computer Engineering, Institute of New Media and Communications, Seoul National University, Seoul, South Korea; School of Electrical and Electronic Engineering, Yonsei University, Seoul, South Korea; School of Electrical and Electronic Engineering, Yonsei University, Seoul, South Korea; Agency for Defense Development, Daejeon, South Korea",IEEE Communications Letters,"10 Feb 2019","2019","23","2","214","217","In this letter, we propose high-rate generalized root protograph (GRP) low-density parity-check (LDPC) codes for a nonergodic two-state binary symmetric channel with block interference with and without block fading. In these channels, the proposed GRP LDPC codes have asymptotic and finite-length performance improvement approaching to channel outage probability.","1558-2558","","10.1109/LCOMM.2018.2885944","Electronic Warfare Research Center at Gwangju Institute of Science and Technology (GIST); Defense Acquisition Program Administration; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8571264","Block fading;block interference;low-density parity-check (LDPC) codes;protograph LDPC codes;root protograph (RP) LDPC codes","Parity check codes;Hamming weight;Fading channels;Power system reliability;Probability;Interference;Channel models","","5","","11","IEEE","9 Dec 2018","Feb. 2019","","IEEE","IEEE Journals"
"Protograph Based Low-Density Parity-Check Codes Design With Mixed Integer Linear Programming","W. Sułek","Faculty of Automatic Control, Electronics and Computer Science, Silesian University of Technology, Gliwice, Poland",IEEE Access,"6 Jan 2019","2019","7","","1424","1438","An approach to design protograph-based low-density parity-check (LDPC) codes utilizing mixed integer linear programming (MILP) optimization is presented in this paper. The protograph (base graph) cyclic lifting for a class of quasi-cyclic LDPC codes is considered. In general, the short cycles elimination is the primary optimization goal, possibly weighted by a metric of cycles connectivity. A notion of closed walks in the base graph is shown to be a convenient way for representing sources of cycles in the lifted graph. We express the condition for non-existence of a cycle in the lifted graph corresponding to a closed walk in the base graph in the form of a set of linear inequalities. Such inequalities, collected for all closed walks shorter than a desired limit corresponding to girth, form a set of linear constraints. Meanwhile, the longer closed walks can be reflected in a linear objective function of the optimization. The proposed combination of constraints and objective function forms an input to a MILP solver. As a result, a globally optimized code graph can be obtained. The method can be utilized for binary as well as nonbinary LDPC codes. The numerical results show that the constructed codes can outperform similar codes deigned with reference heuristic search methods.","2169-3536","","10.1109/ACCESS.2018.2886527","Polish Ministry of Science and Higher Education funding for statutory activities (BK 2018); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8573763","Low density parity check codes;nonbinary codes;protograph;quasi-cyclic codes","Parity check codes;Optimization;Mixed integer linear programming;Linear programming;Search problems;Encoding;Measurement","","9","","51","OAPA","12 Dec 2018","2019","","IEEE","IEEE Journals"
"Spatially Coupled Generalized Low-Density Parity-Check Codes Over Class-A Impulsive Noise Channels","P. Wang; L. Yin; J. Lu","Beijing National Research Center for Information Science and Technology, Beijing, China; Beijing National Research Center for Information Science and Technology, Beijing, China; Beijing National Research Center for Information Science and Technology, Beijing, China",IEEE Access,"7 May 2019","2019","7","","55906","55915","In this paper, a class of spatially coupled generalized low-density parity-check (SC-GLDPC) codes with minimum coupling width is introduced to mitigate the Class-A impulsive noise. Codes with minimum coupling width are beneficial to simple code structure, short window decoding delay, and small rate-loss. The SC-GLDPC code is constructed by coupling the multiple identical generalized low-density parity-check (GLDPC) codes. Decoding thresholds over impulsive channels are derived by a recursive extrinsic information transfer function approach and are further estimated by the fast prediction approach. An edge spreading optimization method is proposed to design SC-GLDPC codes with minimum coupling width. The simulation results show that the optimized SC-GLDPC codes with minimum coupling width can show capacity-approaching property over impulsive channels. Benefitting from spatial coupling and generalized check nodes the SC-GLDPC codes show better bit error rate performance over impulsive channels, compared with GLDPC codes and spatially coupled low-density parity-check (SC-LDPC) codes.","2169-3536","","10.1109/ACCESS.2019.2913370","National Natural Science Foundation of China(grant numbers:91538203,61871257); New Strategic Industries Development Projects of Shenzhen City(grant numbers:JCYJ20170307145820484); Joint Research Foundation of the General Armaments Department, Ministry of Education(grant numbers:6141A02033322); Tsinghua University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8700190","Impulsive noise;spatial coupling;generalized low-density parity-check codes;minimum coupling width;iterative decoding","Parity check codes;Decoding;Couplings;Indexes;Probability density function","","4","","38","OAPA","26 Apr 2019","2019","","IEEE","IEEE Journals"
"Optimization of QC-LDPC Codes by Edge Exchange Method Based on ACE","X. Qin; C. Yang; Z. Zheng; Z. Wang","State Key Laboratory of Advanced Optical Communication Systems and Networks, Peking University, Beijing, China; Purple Mountain Laboratories, Nanjing, China; State Key Laboratory of Advanced Optical Communication Systems and Networks, Peking University, Beijing, China; State Key Laboratory of Advanced Optical Communication Systems and Networks, Peking University, Beijing, China",IEEE Photonics Technology Letters,"20 Aug 2019","2019","31","17","1401","1404","Long quasi-cyclic low-density parity check (QC-LDPC) codes have been chosen as one of the forward error correction (FEC) schemes in passive optical network (PON) systems benefiting from the excellent performance. About how to get the appropriate LDPC codes, some traditional methods which focus on obtaining large girth or flat approximated cycle extrinsic message degree (ACE) spectrums are proposed for the design of LDPC codes. These methods which may still make the existence of small stopping sets containing short cycles probably are not so useful for long QC-LDPC codes. Recently, the parallel vector message passing (PMP) algorithm oriented-to decreasing the number of short cycles is proved to be an effective method to optimize LDPC codes. Since ignoring short cycles with poor connectivity which can induce error floor, this method cannot guarantee its effectiveness for long QC-LDPC codes. In this letter, an edge exchange optimization method based on the global properties of ACE and girth called EEA method is proposed, which tries to reduce cycles with low ACE in the order of cycle length. The numerical results prove that our EEA method can bring the improvements of error floor up to two orders of magnitude to long QC-LDPC codes and obviously outperforms PMP algorithm.","1941-0174","","10.1109/LPT.2019.2927029","National Key R&D Program of China(grant numbers:2018YFB1801702); Joint Fund of the Ministry of Education(grant numbers:6141A02033347); National Natural Science Foundation of China(grant numbers:61605241); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8756119","Quasi-cyclic low-density parity check (QC-LDPC) codes;passive optical network (PON);approximated cycle extrinsic message degree (ACE)","Parity check codes;Passive optical networks;Adaptive optics;Optimization;Laboratories;Forward error correction","","5","","12","IEEE","5 Jul 2019","1 Sept.1, 2019","","IEEE","IEEE Journals"
"Design of Quantum LDPC Codes From Quadratic Residue Sets","Y. Xie; J. Yuan; Q. T. Sun","School of Electrical Engineering and Telecommunications, The University of New South Wales, Sydney, NSW, Australia; School of Electrical Engineering and Telecommunications, The University of New South Wales, Sydney, NSW, Australia; School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing, China",IEEE Transactions on Communications,"14 Sep 2018","2018","66","9","3721","3735","We design classes of quantum low-density paritycheck (LDPC) codes, called quasi-cyclic stabilizer (QCS) codes, from conventional QC-LDPC codes. The proposed QCS codes belong to the family of non-Calderbank-Shor-Steane stabilizer codes. The QC-LDPC codes are self-orthogonal with respect to the symplectic inner product (SIP) and are constructed from submatrices of nonorthogonal Latin squares via array dispersion. The Latin squares are constructed using quadratic (non)-residue sets of prime modulus p, where p = 4n ± 1. For p = 4n - 1, two constructions, namely, Type-I-A and Type-I-B QCS codes, are proposed based on matrix superposition and matrix concatenation, respectively. For p = 4n +1, Type-II QCS codes are proposed based on permutations of a base matrix. We show that the parity-check matrix for Type-I-B and Type-II QCS codes is self-orthogonal with respect to the SIP for all orders of circulant permutation matrix. This resulting in ensembles of QCS codes characterized by a single base matrix. We show that the minimum distance of Type-II QCS codes can be lower bounded by the minimum distance of the QC-LDPC codes. Simulation results show that the proposed QCS codes outperform some codes in the literature with a noteworthy low-error floor, below 10-7, over quantum depolarizing channels.","1558-0857","","10.1109/TCOMM.2018.2827945","Australian Research Council(grant numbers:DP160104566,LP160100708); National Natural Science Foundation of China(grant numbers:61771045); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8340056","Low-density parity-check (LDPC) codes;quasi-cyclic stabilizer (QCS) codes;quadratic (non-) residue sets;Latin squares;circulant permutation matrix (CPM)","Parity check codes;Error correction codes;Dispersion;Channel coding","","12","","39","IEEE","17 Apr 2018","Sept. 2018","","IEEE","IEEE Journals"
"On the Concatenations of Polar Codes and Non-Binary LDPC Codes","Q. Yu; Z. Shi; X. Li; J. Du; J. Zhang; K. M. Rabie","National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China; National Key Laboratory of Science and Technology on Communications, University of Electronic Science and Technology of China, Chengdu, China; School of Physics and Electronic Information Engineering, Henan Polytechnic University, Jiaozuo, China; School of Information and Communication Engineering, Communication University of China, Beijing, China; School of Electronics and Information Engineering, Beijing Jiaotong University, Beijing, China; School of Electrical Engineering, Manchester Metropolitan University, Manchester, U.K.",IEEE Access,"21 Nov 2018","2018","6","","65088","65097","An interleaved concatenation scheme of polar codes with non-binary low-density parity check (NBLDPC) codes is proposed in this paper to improve the error-correcting performance of polar codes with finite code length. The information blocks of inner polar codes are split into several information sub-blocks, and several segment successive cancellation list (S-SCL) decoders are carried out in parallel for all inner polar codes. Moreover, for a better error-correcting performance, an improved SCL decoder with a selective extension is proposed for the concatenated polar codes, which will be referred to selective extended segment SCL (SES-SCL) decoder. The SES-SCL decoder uses soft information of some unreliable information sub-blocks for the decoding of subsequent sub-blocks so as to mitigate the error propagation of premature hard decision of S-SCL decoder. Simulation results show that NBLDPC-polar codes can outperform Reed Solomon -polar codes. The NBLDPC-polar codes with the proposed SES-SCL algorithm can also be comparable with pure polar codes with cyclic redundancy check aided successive cancellation list (CA-SCL) decoding with list size L = 4 in the high SNR, but require lower decoding storage. Therefore, the NBLDPC-polar codes may strike a better balance between memory space and performance compared with the state-of-the-art schemes in the finite length regime.","2169-3536","","10.1109/ACCESS.2018.2877178","National Natural Science Foundation of China(grant numbers:61671128,61601414); Henan Scientific and Technological Research Project(grant numbers:182102210307); Fundamental Research Funds for the Central Universities(grant numbers:010403302/CUC18A007-2,3132018XNG1808); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8501923","Polar codes;code concatenation;non-binary low-density parity-check (NBLDPC) code;successive cancellation list (SCL) decoding","Parity check codes;Maximum likelihood decoding;Complexity theory;Simulation;Optimization;Reed-Solomon codes","","6","","29","OAPA","21 Oct 2018","2018","","IEEE","IEEE Journals"
"Variable-Length Coding With Shared Incremental Redundancy: Design Methods and Examples","H. Wang; S. V. S. Ranganathan; R. D. Wesel","SK Hynix Memory Solutions America Inc., San Jose, CA, USA; Institute for Data, Systems, and Society (IDSS), Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Electrical and Computer Engineering, University of California at Los Angeles, Los Angeles, CA, USA",IEEE Transactions on Communications,"16 Sep 2019","2019","67","9","5981","5995","Variable-length (VL) coding with feedback is a commonly used technique that can approach point-to-point Shannon channel capacity with a significantly shorter average codeword length than fixed-length coding without feedback. This paper uses the inter-frame coding of Zeineddine and Mansour, originally introduced to address varying channel-state conditions in broadcast wireless communication, to approach capacity on point-to-point channels using VL codes without feedback. The per-symbol complexity is comparable to decoding the VL code with feedback (plus the additional complexity of a small peeling decoder amortized over many VL codes) and presents the opportunity for encoders and decoders that utilize massive parallel processing, where each VL decoder can process simultaneously. This paper provides an analytical framework and a design process for the degree distribution of the inter-frame code that allows the feedback-free system to achieve 96% or more of the throughput of the original VL code with feedback. As examples of VL codes, we consider non-binary (NB) low-density parity-check (LDPC), binary LDPC, and convolutional VL codes. The NB-LDPC VL code with an 8-bit CRC and an average codeword length of 336 bits achieves 85% of capacity with four rounds of ACK/NACK feedback. The proposed scheme using shared incremental redundancy without feedback achieves 97% of that performance or 83% of the channel capacity.","1558-0857","","10.1109/TCOMM.2019.2919626","National Science Foundation(grant numbers:CCF-1618272); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8736397","Forward error correction;incremental redundancy;feedback;channel capacity;broadcast;point-to-point;low density parity check codes;non-binary low density parity check codes;convolutional codes;variable-length coding;hybrid ARQ","Decoding;Complexity theory;Redundancy;Parity check codes;Convolutional codes;Channel coding","","5","","33","IEEE","13 Jun 2019","Sept. 2019","","IEEE","IEEE Journals"
"Efficient Coding Architectures for Reed–Solomon and Low-Density Parity-Check Decoders for Magnetic and Other Data Storage Systems","A. Mondal; S. Thatimattala; V. K. Yalamaddi; S. S. Garani","Department of Electronic Systems Engineering, Indian Institute of Science, Bengaluru, India; Department of Electronic Systems Engineering, Indian Institute of Science, Bengaluru, India; Department of Electronic Systems Engineering, Indian Institute of Science, Bengaluru, India; Department of Electronic Systems Engineering, Indian Institute of Science, Bengaluru, India",IEEE Transactions on Magnetics,"22 Jan 2018","2018","54","2","1","15","High-performance error correction codes are used in high-density data storage devices to overcome noise and channel impairments. In this paper, we develop novel and efficient decoding architectures for Reed-Solomon (RS) and low-density parity-check (LDPC) codes that are used in almost all data storage devices. First, we present a high-speed low-latency hard-decision-based pipelined RS decoder architecture that computes the error locator polynomial in exactly 2t clock cycles without parallelism. The RS decoder is a two-stage pipelined engine operating at the least latency possible, thereby, significantly reducing the size of the delay buffer. The RS decoder is implemented using Cadence tools and Kintex-7 field programmable gate array (FPGA). The technology-scaled normalized throughput of the pipelined RS decoder is almost two times compared with the existing decoders. The overall processing latency is reduced by almost 80% compared with the existing designs. Second, we design a high-throughput LDPC decoder using layered and non-layered min-sum algorithm based on non-uniform quantization (NUQ) on an FPGA kit. Unlike the standard state-of-the-art uniform quantization used in virtually all decoder circuits, our NUQ technique: 1) achieves a slight performance improvement of ~0.1 dB in the signal-to-noise ratio using equal number of bits and 2) yields 20% area savings (using 1 bit less) for the block RAMs used for storing intermediate check node and variable node messages.","1941-0069","","10.1109/TMAG.2017.2778053","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8249761","Berlekamp–Massey (BM) algorithm;error correction codes (ECC);field programmable gate array (FPGA);high speed;Kintex-7 FPGA;layered min-sum;low-density parity-check (LDPC);low complexity;low latency;non-uniform quantization (NUQ);Reed–Solomon (RS) decoder","Decoding;Computer architecture;Throughput;Parity check codes;Delays;Field programmable gate arrays;Parallel processing","","16","","36","IEEE","8 Jan 2018","Feb. 2018","","IEEE","IEEE Journals"
"Tree-Permutation-Matrix Based LDPC Codes","S. Jiang; F. Mo; F. C. M. Lau; C. -W. Sham","Department of Electronic and Information Engineering, Hong Kong Polytechnic University, Hong Kong; Department of Electronic and Information Engineering, Hong Kong Polytechnic University, Hong Kong; Department of Electronic and Information Engineering, Hong Kong Polytechnic University, Hong Kong; Department of Computer Science, University of Auckland, Auckland, New Zealand",IEEE Transactions on Circuits and Systems II: Express Briefs,"31 Jul 2018","2018","65","8","1019","1023","Low-density parity-check (LDPC) codes are normally categorized into random structure or regular structure. In this brief, we introduce a new type of LDPC codes which is of semi-regular style. The parity-check matrices of the new LDPC code type are composed of sub-matrices termed tree-permutation matrices (TPMs). These TPMs are “semi-regular” and are constructed in a systematic way. Using the 2 × 2 identity matrix and anti-diagonal matrix as an example, we illustrate how 2M × 2M TPMs are formed. During the formation of the 2M × 2M TPMs, we further apply the hill-climbing algorithm to avoid short cycles. Finally, we construct a girth-8 TPM-LDPC code with a base matrix of size 4 × 24 and a girth-10 TPM-LDPC code with a base matrix of size 3 ×10. We implement the TPM-LDPC decoders on an FPGA and compare the simulation results and decoder complexity with other LDPC codes.","1558-3791","","10.1109/TCSII.2017.2785779","RGC of Hong Kong SAR(grant numbers:PolyU 521809); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8233210","FPGA implementation;low-density parity-check code;tree-permutation matrix","Parity check codes;Decoding;Complexity theory;Field programmable gate arrays;Simulation;Throughput","","2","","13","IEEE","21 Dec 2017","Aug. 2018","","IEEE","IEEE Journals"
