"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"LDPC codes based on serially concatenated multiple parity-check codes","M. Baldi; G. Cancellieri; A. Carassai; F. Chiaraluce","Dipartimento di Ingegneria Biomedica Elettronica e Telecomunicazioni, Università Politecnica delle Marche, Ancona, Italy; Dipartimento di Ingegneria Biomedica Elettronica e Telecomunicazioni, Università Politecnica delle Marche, Ancona, Italy; Centro Radioelettrico Sperimentale Guglielmo Marconi, Trieste, Italy; Dipartimento di Ingegneria Biomedica Elettronica e Telecomunicazioni, Università Politecnica delle Marche, Ancona, Italy",IEEE Communications Letters,"13 Feb 2009","2009","13","2","142","144","This letter proposes a new class of serially concatenated codes that can be viewed as low-density parity- check (LDPC) codes. They are derived from multiple serially concatenated single parity-check (M-SC-SPC) codes, but they use different components, that we call multiple parity-check (MPC) codes. In comparison with M-SC-SPC codes, the new scheme achieves better performance with similar complexity. The proposed codes can represent an alternative to the well-known family of repeat accumulate (RA) codes, being based on the same principles.","1558-2558","","10.1109/LCOMM.2009.081766","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4783785","Low-density parity-check codes, serial concatenation, single parity-check codes, multiple parity-check codes","Parity check codes;Concatenated codes;Decoding;Encoding;Error correction codes;Bit error rate;Error analysis;Product codes;Telecommunications;Circuits","","27","1","12","IEEE","13 Feb 2009","February 2009","","IEEE","IEEE Journals"
"Performance of Low-Density Parity Check Codes With Parity Encoded by (1, 7) Run-Length Limited Code for Perpendicular Magnetic Recording","J. Kim; J. Lee; J. Lee","Soongsil University, Seoul, South Korea; Soongsil University, Seoul, South Korea; Mavell Semiconductor, Santa Clara, CA, USA",IEEE Transactions on Magnetics,"18 Oct 2012","2012","48","11","4610","4613","Maximum transition run (MTR) codes have recently been applied for perpendicular magnetic recording because of their high code rate. At the same time, the (1, 7) run-length limited (RLL) code, which increases the minimum distance of data transition, has not been applied due to a code rate that is lower than MTR codes. Therefore, in order to receive the advantages of both codes when low-density parity check (LDPC) codes are applied, this paper proposes an LDPC coding scheme with parity encoded by (1, 7) RLL code. This will increase the performance of LDPC codes and minimize the loss of code rate with MTR-coded user data in the perpendicular magnetic recording channel. The Viterbi trellis is easily modified by different constraints of MTR and (1, 7) RLL codes. Simulation results show that MTR-coded user data with (1, 7) RLL-coded LDPC parity performs approximately 0.3 dB better than MTR-coded user data with parity. It also performs better regardless of various user bit densities.","1941-0069","","10.1109/TMAG.2012.2197736","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6332803","Low-density parity check (LDPC) codes;maximum transition run (MTR) codes;perpendicular magnetic channel;run-length limited (RLL) codes","Parity check codes;Bit error rate;Decoding;Perpendicular magnetic recording;Viterbi algorithm;Modulation","","6","","17","IEEE","18 Oct 2012","Nov. 2012","","IEEE","IEEE Journals"
"Eliminating small stopping sets in irregular low-density parity-check codes","X. Jiao; J. Mu; J. Song; L. Zhou","School of Computer Science and Technology, Xidian University, Xi'an, China; School of Computer Science and Technology, Xidian University, Xi'an, China; State Key Laboratory of Integrated Service Networks, Xidian University, Xi'an, China; School of Computer Science and Technology, Xidian University, Xi'an, China",IEEE Communications Letters,"23 Jun 2009","2009","13","6","435","437","We present a novel scheme to eliminate small stopping sets in irregular low-density parity-check (LDPC) codes. By adding several new check nodes and having their edges connected to small stopping sets in the original code, the improved code decreases the number of small stopping sets efficiently. Simulation results show that the proposed scheme decreases the frame error rate (FER) significantly in the error floor region, whereas having almost the same rate as the original code.","1558-2558","","10.1109/LCOMM.2009.090009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5090428","Error floor, low-density parity-check (LDPC) codes, stopping sets","Parity check codes;AWGN;Error analysis;Iterative decoding;Redundancy;Additive white noise;Annealing;Iterative algorithms;Linear code","","15","","16","IEEE","23 Jun 2009","June 2009","","IEEE","IEEE Journals"
"Capacity-Achieving Codes With Bounded Graphical Complexity and Maximum Likelihood Decoding","C. -H. Hsu; A. Anastasopoulos","Qualcomm, Inc., Santa Clara, CA, USA; Electrical Engineering and Computer Science Department, University of Michigan, Ann Arbor, MI, USA",IEEE Transactions on Information Theory,"11 Mar 2010","2010","56","3","992","1006"," In this paper, the existence of capacity-achieving codes for memoryless binary-input output-symmetric (MBIOS) channels under maximum-likelihood (ML) decoding with bounded graphical complexity is investigated. Graphical complexity of a code is defined as the number of edges in the graphical representation of the code per information bit and is proportional to the decoding complexity per information bit per iteration under iterative decoding. Irregular repeat-accumulate (IRA) codes are studied first. Utilizing the asymptotic average weight distribution (AAWD) of these codes and invoking Divsalar's bound on the binary-input additive white Gaussian noise (BIAWGN) channel, it is shown that simple nonsystematic IRA ensembles outperform systematic IRA and regular low-density parity-check (LDPC) ensembles with the same graphical complexity, and are at most 0.124 dB away from the Shannon limit. However, a conclusive result as to whether these nonsystematic IRA codes can really achieve capacity cannot be reached. Motivated by this inconclusive result, a new family of codes is proposed, called low-density parity-check and generator matrix (LDPC-GM) codes, which are serially concatenated codes with an outer LDPC code and an inner low-density generator matrix (LDGM) code. It is shown that these codes can achieve capacity on any MBIOS channel using ML decoding and also achieve capacity on any BEC using belief propagation (BP) decoding, both with bounded graphical complexity. Moreover, it is shown that, under certain conditions, these capacity-achieving codes have linearly increasing minimum distances and achieve the asymptotic Gilbert–Varshamov bound for all rates. ","1557-9654","","10.1109/TIT.2009.2039084","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5429143","Asymptotic growth rate;average weight distribution;capacity-achieving codes;density evolution;Gilbert–Varshamov bound;irregular repeat-accumulate codes;low-density generator matrix codes;low-density parity-check (LDPC) codes;maximum likelihood decoding","Maximum likelihood decoding;Parity check codes;Iterative decoding;Belief propagation;Additive white noise;Concatenated codes;Communication system control;Bipartite graph;Message passing;Iterative algorithms","","29","1","45","IEEE","11 Mar 2010","March 2010","","IEEE","IEEE Journals"
"Woven Graph Codes: Asymptotic Performances and Examples","I. E. Bocharova; R. Johannesson; B. D. Kudryashov; V. V. Zyablov","Department of Information Systems, Saint Petersburg University of Information Technologies, Mechanics and Optics, Saint Petersburg, Russia; Department of Information Technology, Lund University, Lund, Sweden; Department of Information Systems, Saint Petersburg University of Information Technologies, Mechanics and Optics, Saint Petersburg, Russia; Institute of Information Transmission Problems, Russian Academy of Science, Moscow, Russia",IEEE Transactions on Information Theory,"28 Dec 2009","2010","56","1","121","129"," Constructions of woven graph codes based on constituent block and convolutional codes are studied. It is shown that within the random ensembles of such codes based on $s$-partite, $s$-uniform hypergraphs, where  $s$ depends only on the code rate, there exist codes satisfying the Gilbert—Varshamov (GV) and the Costello lower bound on the minimum distance and the free distance, respectively. A connection between regular bipartite graphs and tailbiting (TB) codes is shown. Some examples of woven graph codes are presented. Among them, an example of a rate $R_{\rm wg}=1/3$ woven graph code with $d_{\rm free}=32$ based on Heawood's bipartite graph, containing $n=7$  constituent rate $R^{\rm c}=2/3$ convolutional codes with overall constraint lengths $\nu^{\rm c}=5$, is given. ","1557-9654","","10.1109/TIT.2009.2034787","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5361472","Convolutional codes;girth;graphs;graph codes;hypergraphs;low-density parity-check (LDPC) codes;tailbiting (TB) codes;woven codes","Parity check codes;Block codes;Iterative decoding;Convolutional codes;Concatenated codes;Bipartite graph;Turbo codes;Information technology;Associate members;Ovens","","7","2","20","IEEE","28 Dec 2009","Jan. 2010","","IEEE","IEEE Journals"
"Construction of low-density parity-check codes based on frequency-hopping sequences","Z. Guohua; W. Xinmei","State Key Laboratory of ISN, Xidian University, Xi'an, China; State Key Laboratory of ISN, Xidian University, Xi'an, China",Chinese Journal of Electronics,"27 Jan 2023","2009","18","1","141","144","Three classes of structured regular Low-density parity-check (LDPC) codes with girth at least 6 are constructed from frequency-hopping sequences. The parity-check matrices of these codes have uniform row and column weights, simple and explicit structure, as well as a large variety of candidate parameters. Simulation results show that the new codes perform very similar to the randomly constructed LDPC codes over Additive white Gaussian noise (AWGN) channels.","2075-5597","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10028701","Low-density parity-check (LDPC) codes;Girth;Iterative decoding;Frequency-hopping sequences","Parity check codes;Correlation;Geometry;AWGN channels;Wireless communication;Symbols;Spread spectrum communication","","3","","","","27 Jan 2023","Jan. 2009","","CIE","CIE Journals"
"Construction of quasi-cyclic LDPC codes based on a two-dimensional MDS code","C. Chen; B. Bai; X. Wang","State Key Laboratory of ISN, Xidian University, Xi'an, China; State Key Laboratory of ISN, Xidian University, Xi'an, China; State Key Laboratory of ISN, Xidian University, Xi'an, China",IEEE Communications Letters,"29 Apr 2010","2010","14","5","447","449","In this letter, we first propose a general framework for constructing quasi-cyclic low-density parity-check (QCLDPC) codes based on a two-dimensional (2-D) maximum distance separable (MDS) code. Two classes of QC-LDPC codes are defined, whose parity-check matrices are transposes of each other. We then use a 2-D generalized Reed-Solomon (GRS) code to give a concrete construction. The decoding parity-check matrices have a large number of redundant parity-check equations while their Tanner graphs have a girth of at least 6. The minimum distances of the codes are very respectable. Experimental studies show that the constructed QC-LDPC codes perform well with the sum-product algorithm (SPA).","1558-2558","","10.1109/LCOMM.2010.05.100008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5456061","Low-density parity-check (LDPC) code, quasicyclic (QC) code, finite field, maximum distance separable (MDS) code, generalized Reed-Solomon (GRS) code","Parity check codes;Galois fields;Reed-Solomon codes;Two dimensional displays;Concrete;Equations;Iterative decoding;Chaos;Quantum cascade lasers;Sum product algorithm","","1","","8","IEEE","29 Apr 2010","May 2010","","IEEE","IEEE Journals"
"Design of Length-Compatible Low-Density Parity-Check Codes","K. -J. Kim; J. -H. Chung; K. Yang","Department of Electrical Engineering, Pohang University of Science and Technology, Pohang, Gyeongbuk, South Korea; Department of Electrical Engineering, Pohang University of Science and Technology, Pohang, Gyeongbuk, South Korea; Department of Electrical Engineering, Pohang University of Science and Technology, Pohang, Gyeongbuk, South Korea",IEEE Communications Letters,"11 May 2012","2012","16","5","734","737","Length-compatible low-density parity-check (LC-LDPC) codes are a class of low-density parity-check (LDPC) codes which can support a wide range of lengths for a given rate. They may be obtained by applying shortening and puncturing schemes to good LDPC codes. However, this conventional approach does not always guarantee them to have a good performance because their degree distributions may be wildly varied. In this paper we propose a novel algorithm to generate a mother code for LC-LDPC codes of a given rate such that their degree distributions are almost the same as the degree distribution of the mother code. Numerical results show that LC-LDPC codes constructed by our approach perform much better than those by the conventional approach.","1558-2558","","10.1109/LCOMM.2012.030912.120231","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6168878","Low-density parity-check (LDPC) codes;progressive edge-growth (PEG) algorithm;length compatibility;degree distributions","Parity check codes;Nickel;Bit error rate;Decoding;Noise;Merging;Digital video broadcasting","","3","","19","IEEE","13 Mar 2012","May 2012","","IEEE","IEEE Journals"
"Low-density parity-check codes with 2-state trellis decoding","M. . -C. Chiu","Department of Communications Engineering, National Chung Cheng University, Chiayi, Taiwan",IEEE Transactions on Communications,"27 Jan 2009","2009","57","1","12","16","A class of low-density parity-check (LDPC) codes with a simple 2-state trellis structure is presented. For LDPC decoding, the conventional belief propagation (BP) algorithm consists of numerous sub-decoders of single-parity check codes and exchanges information between sub-decoders in an iterative manner. If the single-parity check codes can be constructed and grouped in a proper way, the decoder can be decomposed into few identical 2-state trellis decoders. Therefore, instead of numerous sub-decoders of single-parity check codes, an iterative decoding algorithm based on few sub-decoders over 2-state trellis is proposed. The proposed decoding algorithm improves the efficiency of message passing between sub-decoders and hence provides a fast convergent rate as compared to the standard BP algorithm. Simulation results show that the proposed scheme provides a better performance and a fast convergent rate as compared to those of standard BP algorithm. The result also shows that the proposed algorithm has a similar performance as that of asynchronous replica shuffled BP algorithm and has a slightly inferior performance than that of synchronous replica shuffled BP algorithm. However, complexity analysis shows that our proposed algorithm has complexity that is lower than that of the replica shuffled BP algorithm.","1558-0857","","10.1109/TCOMM.2009.0901.050650","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4768562","Low-density parity-check (LDPC) codes, iterative decoding, trellis decoding","Parity check codes;Iterative decoding;Iterative algorithms;Message passing;Belief propagation;Convergence;Scheduling algorithm;Algorithm design and analysis;Block codes;Communications Society","","2","","20","IEEE","27 Jan 2009","January 2009","","IEEE","IEEE Journals"
"High-Rate Nonbinary Regular Quasi-Cyclic LDPC Codes for Optical Communications","M. Arabaci; I. B. Djordjevic; R. Saunders; R. M. Marcoccia","Department of Electrical and Computer Engineering, University of Arizona Tucson, Tucson, AZ, USA; Department of Electrical and Computer Engineering, University of Arizona Tucson, Tucson, AZ, USA; Opnext, Inc., Los Gatos, CA, USA; Opnext, Inc., Los Gatos, CA, USA",Journal of Lightwave Technology,"9 Oct 2009","2009","27","23","5261","5267","The parity-check matrix of a nonbinary (NB) low-density parity-check (LDPC) code over Galois field GF(q) is constructed by assigning nonzero elements from GF(q) to the 1s in corresponding binary LDPC code. In this paper, we state and prove a theorem that establishes a necessary and sufficient condition that an NB matrix over GF(q), constructed by assigning nonzero elements from GF(q) to the 1s in the parity-check matrix of a binary quasi-cyclic (QC) LDPC code, must satisfy in order for its null-space to define a nonbinary QC-LDPC (NB-QC-LDPC) code. We also provide a general scheme for constructing NB-QC-LDPC codes along with some other code construction schemes targeting different goals, e.g., a scheme that can be used to construct codes for which the fast-Fourier-transform-based decoding algorithm does not contain any intermediary permutation blocks between bit node processing and check node processing steps. Via Monte Carlo simulations, we demonstrate that NB-QC-LDPC codes can achieve a net effective coding gain of 10.8 dB at an output bit error rate of 10-12. Due to their structural properties that can be exploited during encoding/decoding and impressive error rate performance, NB-QC-LDPC codes are strong candidates for application in optical communications.","1558-2213","","10.1109/JLT.2009.2029062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5191110","Low-density parity-check (LDPC) codes;optical communications;quasi-cyclic (QC) codes","Parity check codes;Optical fiber communication;Niobium;Decoding;Galois fields;Sufficient conditions;Gain;Bit error rate;Encoding;Error analysis","","35","","16","IEEE","4 Aug 2009","Dec.1, 2009","","IEEE","IEEE Journals"
