ID,Type,Title,Authors,Abstract,Categories,Published,DOI,PDF URL,Status
ieee:10266358,journal,Joint Design of Source-Channel Codes With Linear Source Encoding Complexity and Good Channel Thresholds Based on Double-Protograph LDPC Codes,"Jia Zhan, Francis C. M. Lau",We propose the use of a lower or upper triangular sub-base matrix to replace the identity matrix in the source-check-channel-variable linking protomatrix of a double-protograph low-density parity-check joint-source-channel code (DP-LDPC JSCC). The elements along the diagonal of the proposed lower or upper triangular sub-base matrix are assigned as “1” and the other non-zero elements can take any n...,,Nov. 2023,10.1109/LCOMM.2023.3320105,https://ieeexplore.ieee.org/document/10266358,new
ieee:10265139,journal,ALCod: Adaptive LDPC Coding for 3-D NAND Flash Memory Using Inter-Layer RBER Variation,"Meng Zhang, Xiaoyi Zhang, Fei Wu, Kai Tao, Feng Zhu, Shu Li, Yahui Zhao, Changsheng Xie","Three-dimensional (3D) NAND flash memory has been frequently utilized in consumer electronics as a popular storage device. However, data reliability has become an important problem to be solved. Low-density parity-check (LDPC) codes with superior error correction capability are commonly used in 3D NAND flash memory to ensure data reliability. Unfortunately, high raw bit error rate (RBER) induced b...",,Nov. 2023,10.1109/TCE.2023.3319638,https://ieeexplore.ieee.org/document/10265139,new
ieee:10188911,journal,"Joint Estimation and Compensation of CFO, IQ Imbalance and Channel Parameters for Zero Padded OTSM Systems","Sapta Girish Neelam, P. R. Sahu","The Orthogonal Time Sequency Multiplexing (OTSM) waveform demonstrates superior performance compared to the Orthogonal Frequency Division Multiplexing (OFDM) waveform under linear time-varying (LTV) channels and multiple Doppler conditions. However, the direct conversion OTSM transceiver system is constrained by hardware impairments like carrier frequency offset (CFO) and IQ imbalance. In this Let...",,Nov. 2023,10.1109/LWC.2023.3297133,https://ieeexplore.ieee.org/document/10188911,new
ieee:10130306,journal,A Study on Accelerating SP Decoding by Neural Network in SMR System,"Madoka Nishikawa, Yasuaki Nakamura, Yasushi Kanai, Yoshihiro Okamoto","We have previously studied low-density parity-check (LDPC) coding and iterative decoding in the shingled magnetic recording (SMR) system as a signal processing method to realize ultrahigh-density hard disk drives (HDD). In addition, we have proposed the application of the neural network (NN) to improve decoding performance and realize the automation of iterative decoding. In this study, we apply a...",,Nov. 2023,10.1109/TMAG.2023.3278377,https://ieeexplore.ieee.org/document/10130306,new
ieee:10098900,journal,Interleaved LDPC Decoding Scheme Improves 3-D TLC NAND Flash Memory System Performance,"Xiaolei Yu, Jing He, Bo Zhang, Xianliang Wang, Qianhui Li, Qi Wang, Zongliang Huo, Tianchun Ye","Although NAND flash memory does a lot of work in effectively using error correcting code (ECC) to reduce uncorrectable bit error rate (UBER). However, if the frame error rate (FER) is not reduced, the lower UBER cannot effectively reduce the read latency of the flash memory system. This phenomenon is especially evident at the end of the flash memory lifetime, where conventional methods significant...",,Nov. 2023,10.1109/TCAD.2023.3266363,https://ieeexplore.ieee.org/document/10098900,new
ieee:10214356,journal,Joint Source Channel Anytime Coding Based on Spatially Coupled Repeat-Accumulate Codes,"Li Deng, Xiaoxi Yu, Yixin Wang, Md. Noor-A-Rahim, Yong Liang Guan, Zhiping Shi, Zhongpei Zhang","In our early work, we proposed a class of joint source channel anytime coding (JSCAC) scheme based on spatially coupled repeat-accumulate (SC-RA) codes, in addition to an improved partial joint expanding window decoding (PJEWD) algorithm. In this paper, we extend our preliminary results and make a comprehensive theoretical analysis for this system. First, we propose an improved density evolution (...",,Nov. 2023,10.1109/TCOMM.2023.3303955,https://ieeexplore.ieee.org/document/10214356,new
ieee:10185658,journal,FASURA: A Scheme for Quasi-Static Fading Unsourced Random Access Channels,"Michail Gkagkos, Krishna R. Narayanan, Jean-Francois Chamberland, Costas N. Georghiades",Unsourced random access emerged as a novel wireless paradigm enabling massive device connectivity on the uplink. We consider quasi-static Rayleigh fading wherein the access point has multiple receive antennas and every mobile device a single transmit antenna. The objective is to construct a coding scheme that minimizes the energy-per-bit subject to a maximum probability of error given a fixed mess...,,Nov. 2023,10.1109/TCOMM.2023.3296593,https://ieeexplore.ieee.org/document/10185658,new
ieee:10323296,journal,Statistical Tools and Methodologies for Ultrareliable Low-Latency Communication—A Tutorial,"Onel L. A. López, Nurul H. Mahmood, Mohammad Shehab, Hirley Alves, Osmel Martínez Rosabal, Leatile Marata, Matti Latva-Aho","Ultrareliable low-latency communication (URLLC) constitutes a key service class of the fifth generation (5G) and beyond cellular networks. Notably, designing and supporting URLLC pose a herculean task due to the fundamental need to identify and accurately characterize the underlying statistical models in which the system operates, e.g., interference statistics, channel conditions, and the behavior...",,Nov. 2023,10.1109/JPROC.2023.3328920,https://ieeexplore.ieee.org/document/10323296,new
ieee:10068417,journal,RIS-Aided Multiuser MIMO-OFDM With Linear Precoding and Iterative Detection: Analysis and Optimization,"Mingyang Yue, Lei Liu, Xiaojun Yuan","In this paper, we consider a reconfigurable intelligent surface (RIS) aided uplink multiuser multi-input multi-output (MIMO) orthogonal frequency division multiplexing (OFDM) system, where the receiver is assumed to conduct low-complexity iterative detection. We aim to minimize the total transmit power by jointly designing the precoder of the transmitter and the passive beamforming of the RIS. Thi...",,Nov. 2023,10.1109/TWC.2023.3253699,https://ieeexplore.ieee.org/document/10068417,new
ieee:10113786,journal,Reaping Both Latency and Reliability Benefits With Elaborate Sanitization Design for 3D TLC NAND Flash,"Wei-Chen Wang, Chien-Chung Ho, Yung-Chun Li, Liang-Chi Chen, Yu-Ming Chang","With the rising security concern on modern storage systems, the concept of data sanitization has been widely investigated recently. Among the existing works targeting data sanitization, an overwriting-based approach, namely one-shot sanitization, is one of the most efficient sanitization approaches. Nonetheless, we find that the one-shot sanitization approach would fail to achieve precise data san...",,Nov. 2023,10.1109/TC.2023.3272280,https://ieeexplore.ieee.org/document/10113786,new
