"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Design of irregular LDPC codes for BIAWGN channels with SNR mismatch","H. Saeedi; A. H. Banihashemi","Broadband Communications and Wireless Systems (BCWS) Centre, Department of Systems and Computer Engineering, Carleton University, Ottawa, ONT, Canada; Broadband Communications and Wireless Systems (BCWS) Centre, Department of Systems and Computer Engineering, Carleton University, Ottawa, ONT, Canada",IEEE Transactions on Communications,"27 Jan 2009","2009","57","1","6","11","Belief propagation (BP) algorithm for decoding low-density parity-check (LDPC) codes over a binary input additive white Gaussian noise (BIAWGN) channel requires the knowledge of the signal-to-noise ratio (SNR) at the receiver to achieve its ultimate performance. An erroneous estimation or the absence of a perfect knowledge of the SNR at the decoder is referred to as ""SNR mismatch"". SNR mismatch can significantly degrade the performance of LDPC codes decoded by the BP algorithm. In this paper, using extrinsic information transfer (EXIT) charts, we design irregular LDPC codes that perform better (have a lower SNR threshold) in the presence of mismatch compared to the conventionally designed irregular LDPC codes that are optimized for zero mismatch. Considering that min-sum (MS) algorithm is the limit of BP with infinite SNR over-estimation, the EXIT functions generated in this work can also be used for the efficient analysis and design of LDPC codes under the MS algorithm.","1558-0857","","10.1109/TCOMM.2009.0901.060118","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4768561","Irregular LDPC codes, signal-to-noise ratio (SNR) mismatch, channel estimation error, LDPC code design, EXIT charts, belief propagation (BP) algorithm, min-sum algorithm","Parity check codes;Signal to noise ratio;Decoding;Algorithm design and analysis;Estimation error;Robustness;Additive white noise;Belief propagation;Degradation;Design optimization","","19","","18","IEEE","27 Jan 2009","January 2009","","IEEE","IEEE Journals"
"Iterative Approximate Linear Programming Decoding of LDPC Codes With Linear Complexity","D. Burshtein","School of Electrical Engineering, Tel-Aviv University, Tel-Aviv, Israel",IEEE Transactions on Information Theory,"20 Oct 2009","2009","55","11","4835","4859"," The problem of low complexity linear programming (LP) decoding of low-density parity-check (LDPC) codes is considered. An iterative algorithm, similar to min-sum and belief propagation, for efficient approximate solution of this problem was proposed by Vontobel and Koetter. In this paper, the convergence rate and computational complexity of this algorithm are studied using a scheduling scheme that we propose. In particular, we are interested in obtaining a feasible vector in the LP decoding problem that is close to optimal in the following sense. The distance, normalized by the block length, between the minimum and the objective function value of this approximate solution can be made arbitrarily small. It is shown that such a feasible vector can be obtained with a computational complexity which scales linearly with the block length. Combined with previous results that have shown that the LP decoder can correct some fixed fraction of errors we conclude that this error correction can be achieved with linear computational complexity. This is achieved by first applying the iterative LP decoder that decodes the correct transmitted codeword up to an arbitrarily small fraction of erroneous bits, and then correcting the remaining errors using some standard method. These conclusions are also extended to generalized LDPC codes. ","1557-9654","","10.1109/TIT.2009.2030477","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5290280","Linear programming decoding;iterative decoding;low-density parity-check (LDPC) codes","Linear approximation;Linear programming;Iterative decoding;Parity check codes;Computational complexity;Iterative algorithms;Error correction;Belief propagation;Scheduling algorithm;Processor scheduling","","47","","40","IEEE","20 Oct 2009","Nov. 2009","","IEEE","IEEE Journals"
"High-Rate Nonbinary Regular Quasi-Cyclic LDPC Codes for Optical Communications","M. Arabaci; I. B. Djordjevic; R. Saunders; R. M. Marcoccia","Department of Electrical and Computer Engineering, University of Arizona Tucson, Tucson, AZ, USA; Department of Electrical and Computer Engineering, University of Arizona Tucson, Tucson, AZ, USA; Opnext, Inc., Los Gatos, CA, USA; Opnext, Inc., Los Gatos, CA, USA",Journal of Lightwave Technology,"9 Oct 2009","2009","27","23","5261","5267","The parity-check matrix of a nonbinary (NB) low-density parity-check (LDPC) code over Galois field GF(q) is constructed by assigning nonzero elements from GF(q) to the 1s in corresponding binary LDPC code. In this paper, we state and prove a theorem that establishes a necessary and sufficient condition that an NB matrix over GF(q), constructed by assigning nonzero elements from GF(q) to the 1s in the parity-check matrix of a binary quasi-cyclic (QC) LDPC code, must satisfy in order for its null-space to define a nonbinary QC-LDPC (NB-QC-LDPC) code. We also provide a general scheme for constructing NB-QC-LDPC codes along with some other code construction schemes targeting different goals, e.g., a scheme that can be used to construct codes for which the fast-Fourier-transform-based decoding algorithm does not contain any intermediary permutation blocks between bit node processing and check node processing steps. Via Monte Carlo simulations, we demonstrate that NB-QC-LDPC codes can achieve a net effective coding gain of 10.8 dB at an output bit error rate of 10-12. Due to their structural properties that can be exploited during encoding/decoding and impressive error rate performance, NB-QC-LDPC codes are strong candidates for application in optical communications.","1558-2213","","10.1109/JLT.2009.2029062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5191110","Low-density parity-check (LDPC) codes;optical communications;quasi-cyclic (QC) codes","Parity check codes;Optical fiber communication;Niobium;Decoding;Galois fields;Sufficient conditions;Gain;Bit error rate;Encoding;Error analysis","","35","","16","IEEE","4 Aug 2009","Dec.1, 2009","","IEEE","IEEE Journals"
"Pseudocodeword Performance Analysis for LDPC Convolutional Codes","R. Smarandache; A. E. Pusane; P. O. Vontobel; D. J. Costello","Department of Mathematics and Statistics, San Diego State University, San Diego, CA, USA; Department of Electrical Engineering, University of Notre Dame, Notre Dame, IN, USA; Hewlett Packard Laboratories, Palo Alto, CA, USA; Department of Electrical Engineering, University of Notre Dame, Notre Dame, IN, USA",IEEE Transactions on Information Theory,"19 May 2009","2009","55","6","2577","2598"," Message-passing iterative decoders for low-density parity-check (LDPC) block codes are known to be subject to decoding failures due to so-called pseudocodewords. These failures can cause the large signal-to-noise ratio (SNR) performance of message-passing iterative decoding to be worse than that predicted by the maximum-likelihood (ML) decoding union bound. ","1557-9654","","10.1109/TIT.2009.2018347","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957655","Convolutional codes;linear programming decoding;low-density parity-check (LDPC) codes;message-passing iterative decoding;pseudocodewords;pseudoweights;quasi-cyclic codes","Performance analysis;Parity check codes;Convolutional codes;Iterative decoding;Maximum likelihood decoding;Block codes;Hamming weight;Mathematics;Signal to noise ratio;Convolution","","18","","30","IEEE","19 May 2009","June 2009","","IEEE","IEEE Journals"
"Comments on successive relaxation for decoding of LDPC codes","H. Xiao; A. H. Banihashemi","Department of Systems and Computer Engineering, Carleton University, Ottawa, ONT, Canada; Department of Systems and Computer Engineering, Carleton University, Ottawa, ONT, Canada",IEEE Transactions on Communications,"16 Oct 2009","2009","57","10","2846","2848","The application of successive relaxation (SR) to the fixed-point problem associated with the iterative decoding of low-density parity-check (LDPC) codes was proposed by Hemati et al.. The simulation results presented by Hemati et al. for the SR version of belief propagation (BP) in the likelihood ratio (LR) domain and that of min-sum (MS) in the log-likelihood ratio (LLR) domain are based on the assumption of all-zero codeword transmission. This assumption however results in erroneous error rates when SR is applied in the LR domain. Here, we correct the simulation results reported by Hemati et al. for SR-BP in the LR domain. Furthermore, we investigate the performance of SR-BP and SR-MS in the LLR and LR domains, respectively. The results for a binary input additive white Gaussian noise (BIAWGN) channel show that for both BP and MS, the application of SR in the two domains of LR and LLR results in different error correcting performance. In particular, for the tested codes, it is shown that among the four algorithms, SR-MS-LLR has the best performance. It outperforms standard MS and BP by up to about 0.6 dB and 0.3 dB, respectively, offering an attractive solution in terms of performance/complexity tradeoff.","1558-0857","","10.1109/TCOMM.2009.10.080005","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5288477","Successive relaxation;low-density parity-check (LDPC) codes;belief propagation (BP) algorithm;min-sum (MS) algorithm;iterative decoding;message-passing algorithms;successive substitution","Parity check codes;Strontium;Iterative decoding;Iterative algorithms;Belief propagation;Additive white noise;Testing;Error analysis;Error correction;Communications Society","","1","","5","IEEE","16 Oct 2009","October 2009","","IEEE","IEEE Journals"
"On asymptotic ensemble weight enumerators of LDPC-like codes","C. -L. Wang; M. P. C. Fossorier","Department of Electrical and Computer Engineering, University of California, Davis, CA, USA; CNRS UMR 8051, ETIS Laboratory, ENSEA, UCP, Cergy-Pontoise, France",IEEE Journal on Selected Areas in Communications,"28 Jul 2009","2009","27","6","899","907","For LDPC-like codes such as LDPC, GLDPC, and DGLDPC codes, it is well known that the error floor can be caused by the codewords of small weights or stopping sets of small sizes. In this paper, we investigate the computation of asymptotic weight enumerators such that it becomes a convenient tool to determine a good distribution of code ensembles. In addition, by analyzing the first order approximation, we derive a condition to obtain a negative asymptotic growth rate of the codewords of small linear-sized weights, which is an important constraint for distribution optimization. Also the weight enumerators of turbo and repeat-accumulate codes are investigated. Furthermore, we extend our results to nonbinary DGLDPC codes. Generalization to N-layer and convolutional code based LDPC-like codes are also developed.","1558-0008","","10.1109/JSAC.2009.090808","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5174519","Low-density parity-check (LDPC) codes, Generalized LDPC codes, Ensemble weight enumerator, Nonbinary LDPC codes, Degree distribution, Convex optimization, Dual variables. ","Parity check codes;Convolutional codes;Turbo codes;Binary codes;Distributed computing;Constraint optimization;Decoding;Galois fields;Bit error rate;H infinity control","","5","","25","IEEE","28 Jul 2009","August 2009","","IEEE","IEEE Journals"
"Layered LDPC Decoding Over $GF(q)$ for Magnetic Recording Channel","A. Risso","Data Storage Division, STMicroelectronics, Inc., San Diego, CA, USA",IEEE Transactions on Magnetics,"22 Sep 2009","2009","45","10","3683","3686","This paper proposes a layered decoding algorithm for the low-density parity-check (LDPC) codes over GF(q). The layered decoding can be applied to parity-check matrices that are structured in layers, such as quasi-cyclic (QC) parity-check matrices. When simulated over a magnetic recording channel, the layered decoder outperforms the conventional decoder in the number of inner iterations and in the block error rate.","1941-0069","","10.1109/TMAG.2009.2024897","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5257371","Belief propagation (BP);layered decoding;LDPC codes over  $GF(q)$;low-density parity check (LDPC)","Parity check codes;Iterative decoding;Medical services;Magnetic recording;Intersymbol interference;Detectors;Multidimensional systems;Convolution;Convergence;Memory","","13","2","8","IEEE","22 Sep 2009","Oct. 2009","","IEEE","IEEE Journals"
"Multi-Gb/s LDPC Code Design and Implementation","J. Sha; Z. Wang; M. Gao; L. Li","Institute of VLSI design, KLAPEM, Nanjing University, Nanjing, China; School of Electrical Engineering and Computer Science, Oregon State University, Corvallis, OR, USA; Institute of VLSI design, KLAPEM, Nanjing University, Nanjing, China; Institute of VLSI design, KLAPEM, Nanjing University, Nanjing, China",IEEE Transactions on Very Large Scale Integration (VLSI) Systems,"13 Jan 2009","2009","17","2","262","268","Low-density parity-check (LDPC) code, a very promising near-optimal error correction code (ECC), is being widely considered in next generation industry standards. The VLSI implementation of high-speed LDPC decoder remains a big challenge. This paper presents the construction of a new class of implementation-oriented LDPC codes, namely shift-LDPC codes. With girth optimization, this kind of codes can perform as well as computer generated random codes. More importantly, the decoder can be efficiently implemented to obtain very high decoding speeds. In addition, more than 50% of message memory can be generally saved over conventional partially parallel decoder architectures. We demonstrate the benefits of the proposed techniques with an application-specific integrated circuit (ASIC) design (in 0.18-mum CMOS) for a 8192-bit regular LDPC code, which can achieve 5 Gb/s throughput at 15 iterations.","1557-9999","","10.1109/TVLSI.2008.2002487","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4689312","Error correction codes (ECC);low-density parity-check (LDPC) codes;Min-Sum algorithm;parallel processing;VLSI","Parity check codes;Error correction codes;Application specific integrated circuits;Construction industry;Code standards;Very large scale integration;Iterative decoding;Computer architecture;CMOS memory circuits;Throughput","","35","2","13","IEEE","25 Nov 2008","Feb. 2009","","IEEE","IEEE Journals"
"High Performance Non-Binary Quasi-Cyclic LDPC Codes on Euclidean Geometries LDPC Codes on Euclidean Geometries","B. Zhou; J. Kang; Y. Y. Tai; S. Lin; Z. Ding","Qualcomm, Inc., San Diego, CA, USA; Department of Electrical and Computer Engineering, University of California,슠Davis, Davis, CA, USA; Boeing Aerospace Company, El Segundo, CA, USA; Department of Electrical and Computer Engineering, University of California Davis, Davis, CA, USA; Department of Electrical and Computer Engineering, University of California,슠Davis, Davis, CA, USA",IEEE Transactions on Communications,"19 May 2009","2009","57","5","1298","1311","This paper presents algebraic methods for constructing high performance and efficiently encodable non-binary quasi-cyclic LDPC codes based on flats of finite Euclidean geometries and array masking. Codes constructed based on these methods perform very well over the AWGN channel. With iterative decoding using a fast Fourier transform based sum-product algorithm, they achieve significantly large coding gains over Reed-Solomon codes of the same lengths and rates decoded with either algebraic hard-decision Berlekamp-Massey algorithm or algebraic soft-decision Kotter-Vardy algorithm. Due to their quasi-cyclic structure, these non-binary LDPC codes on Euclidean geometries can be encoded using simple shift-registers with linear complexity. Structured non-binary LDPC codes have a great potential to replace Reed-Solomon codes for some applications in either communication or storage systems for combating mixed types of noise and interferences.","1558-0857","","10.1109/TCOMM.2009.05.070240","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4939224","Non-binary, quasi-cyclic, LDPC codes, Euclidean geometries, flats, dispersion, array masking","Parity check codes;Geometry;Iterative decoding;Reed-Solomon codes;Iterative algorithms;AWGN channels;Fast Fourier transforms;Sum product algorithm;Additive white noise;Gaussian noise","","37","","32","IEEE","19 May 2009","May 2009","","IEEE","IEEE Journals"
"High-Throughput QC-LDPC Decoders","N. Jiang; K. Peng; J. Song; C. Pan; Z. Yang","Tsinghua National Laboratory of Information Science and Technology, Department of Electronic Engineering, Tsinghua University, Beijing, China; Tsinghua National Laboratory of Information Science and Technology, Department of Electronic Engineering, Tsinghua University, Beijing, China; Tsinghua National Laboratory of Information Science and Technology, Department of Electronic Engineering, Tsinghua University, Beijing, China; Tsinghua National Laboratory of Information Science and Technology, Department of Electronic Engineering, Tsinghua University, Beijing, China; Tsinghua National Laboratory of Information Science and Technology, Department of Electronic Engineering, Tsinghua University, Beijing, China",IEEE Transactions on Broadcasting,"26 May 2009","2009","55","2","251","259","High-throughput design approaches for quasi-cyclic (QC) low-density parity-check (LDPC) decoders are presented in this paper. Three novel schemes for the horizontal process in min-sum algorithm and its revisions are derived to reduce design and implementation complexity. The schemes can be directly applied for variant QC codes and easily pipelined to increase the operating frequency of the decoder. Some improvements of the semi-parallel architecture are proposed to enhance throughput performance and hardware efficiency. Employing the proposed approaches, QC-LDPC decoders for Chinese Digital Television Terrestrial Broadcasting (DTTB) standard are implemented using field programmable gate array (FPGA). As shown in the results, the proposed approaches can substantially improve the throughput performance, as well as the throughput-and-hardware tradeoff, of decoders with semi-parallel architecture.","1557-9611","","10.1109/TBC.2008.2012359","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4806112","LDPC;LDPC decoder;min-sum algorithm;pipeline;QC-LDPC;soft-decision decoder;throughput","Decoding;Parity check codes;Throughput;Hardware;Algorithm design and analysis;Frequency;Field programmable gate arrays;Computer architecture;Approximation algorithms;Digital TV","","27","","32","IEEE","27 Mar 2009","June 2009","","IEEE","IEEE Journals"
