"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Girth Analysis of Tanner (5,11) Quasi-Cyclic LDPC Codes","H. Xu; H. Zhu; M. Xu; B. Zhang; S. Zhu","School of Network Engineering, Zhoukou Normal University, Zhoukou, China; School of Network Engineering, Zhoukou Normal University, Zhoukou, China; School of Network Engineering, Zhoukou Normal University, Zhoukou, China; School of Network Engineering, Zhoukou Normal University, Zhoukou, China; School of Computer Science and Technology, Zhoukou Normal University, Zhoukou, China",2018 14th International Conference on Computational Intelligence and Security (CIS),"6 Dec 2018","2018","","","210","214","Motivated by the works on the girth of Tanner (3,5), (3,7), (3,11), and (5,7) quasi-cyclic (QC) LDPC codes, we in this paper study the girth of Tanner (5,11) QC-LDPC codes. We first analyze the cycles of Tanner (5,11) QC-LDPC codes, and obtain the conditions for the existence of cycles of length less than 12 in Tanner (5,11) QC-LDPC codes of length 11p where p is a prime number and p =1 (mod 55). Notice that the condition is represented by the polynomial equations in a 55th root of unity of the prime field Fp. By checking the existence of solutions for these equations over Fp, the girths of Tanner (5,11) QC-LDPC codes are obtained.","","978-1-7281-0169-9","10.1109/CIS2018.2018.00053","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8564291","LDPC code;quasi-cyclic;girth;prime field","Parity check codes;Null space;Computational intelligence;Security;Computer science;Hardware;Convergence","","3","","12","IEEE","6 Dec 2018","16-19 Nov. 2018","16-19 Nov. 2018","IEEE","IEEE Conferences"
"A Multi-Gbps Fully Pipelined Layered Decoder for IEEE 802.11n/ac/ax LDPC Codes","S. Usman; M. M. Mansour; A. Chehab","Department of Electrical and Computer Engineering, American University of Beirut, Beirut, Lebanon; Department of Electrical and Computer Engineering, American University of Beirut, Beirut, Lebanon; Department of Electrical and Computer Engineering, American University of Beirut, Beirut, Lebanon",2017 IEEE Computer Society Annual Symposium on VLSI (ISVLSI),"24 Jul 2017","2017","","","194","199","This paper presents a fully pipelined layered decoder architecture for IEEE 802.11 n/ac/ax LDPC codes, free of idle cycles. Several decoder architectures for such codes have emerged in the literature featuring throughputs in the multi- Gbps range. The proposed architecture surpasses the highest reported throughput for IEEE 802.11 n/ac/ax LDPC codes. This is achieved 1) algorithmically, by implementing the layered LDPC decoding schedule, and 2) architecturally, by optimizing register-based memories for IEEE 802.11n/ac LDPC codes and implementing an idle-cycle-free pipelined single-codeword datapath decoder. Register-based memories provide full bandwidth access to read and write all messages of a layer in one clock cycle. Single-codeword processing in the datapath significantly reduces memory overhead compared to other architectures that process multiple codewords to boost throughput at the expense of a larger footprint. The proposed architecture is synthesized in 40 nm CMOS process for IEEE 802.11 n/ac, rate 1/2 LDPC codes. The decoder occupies an area of 0.38 mm2, runs at a frequency of 780 MHz, and achieves a throughput of 4.2 Gbps.","2159-3477","978-1-5090-6762-6","10.1109/ISVLSI.2017.42","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7987518","LDPC Codes;turbo-decoding of LDPC codes;layered decoding architectures;IEEE 802.11n/ac/ax LDPC codes","Decoding;Parity check codes;Pipelines;Throughput;Computer architecture;Convergence;Switched mode power supplies","","4","","25","IEEE","24 Jul 2017","3-5 July 2017","3-5 July 2017","IEEE","IEEE Conferences"
"Rate-Compatible Protograph LDPC Codes for Spin-Torque Transfer Magnetic Random Access Memory (STT-MRAM)","X. Zhong; K. Cai; P. Chen; Z. Mei","Singapore University of Technology and Design (SUTD), Singapore; Singapore University of Technology and Design (SUTD), Singapore; Singapore University of Technology and Design (SUTD), Singapore; Singapore University of Technology and Design (SUTD), Singapore",2018 Asia-Pacific Magnetic Recording Conference (APMRC),"6 Jan 2019","2018","","","1","2","This paper proposes novel rate-compatible protograph LDPC (RCP-LDPC) codes to correct memory cell errors and mitigate the raw bit error rate (BER) diversity for spin-torque transfer magnetic random access memory (STT-MRAM). Since the STT-MRAM channel is asymmetric, we first apply an independent and identically distributed (i.i.d.) channel adapter to force the channel to be symmetric. We then propose to use the protograph extrinsic information transfer (PEXIT) algorithm, the asymptotic weight distribution (AWE) analysis, as well as the actual error rate performance as the combined guideline for designing protograph LDPC codes with short codeword lengths for STT-MRAM. By further applying a code extension approach, we construct novel RCP-LDPC codes that can work with a single encoder/decoder. Simulation results show that our proposed RCP-LDPC codes outperform the well-known rate-compatible AR4JA protograph codes.","","978-1-5386-8378-1","10.1109/APMRC.2018.8601078","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8601078","Spin-torque transfer magnetiC random access memory (STT-MRAM);protograph LDPC codes;rate-compatible codes;protograph extrinsic information transfer (PEXIT) algorithm","Parity check codes;Magnetic recording;Random access memory;Bit error rate;Decoding;Simulation","","4","","6","IEEE","6 Jan 2019","15-17 Nov. 2018","15-17 Nov. 2018","IEEE","IEEE Conferences"
"Rate-compatible and high-throughput architecture designs for encoding LDPC codes","N. Talati; Z. Wang; S. Kvatinsky","Andrew & Erna Viterbi Faculty of Electrical Engineering, Technion-Israel Institute of Technology; Center for Pervasive Communications and Computing, University of California, Irvine; Andrew & Erna Viterbi Faculty of Electrical Engineering, Technion-Israel Institute of Technology",2017 IEEE International Symposium on Circuits and Systems (ISCAS),"28 Sep 2017","2017","","","1","4","Low-density parity-check (LDPC) codes are known for superior performance over a wide range of codes for communication and memory systems. In many practical scenarios, adaptive ECC system is preferred that can adapt to various codes with varying channel conditions since the behavior of errors changes with time and space. This paper presents two architectural designs for efficient encoding of LDPC codes to support different code rates and lengths, which can be used for several applications. The proposed designs allow switching among different codes without any hardware modification. The first proposed design achieves extremely high throughput by removing the memory from the encoder, while still being able to adapt to a few predefined codes. The other architecture can adapt to any arbitrary code by using the memory for configuration, and yet, it achieves up to 12.9× throughput and 17.5× area improvement as compared to fully-reconfigurable encoders proposed in literature.","2379-447X","978-1-4673-6853-7","10.1109/ISCAS.2017.8050836","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8050836","ECC;LDPC;NAND flash;encoder;IRA-LDPC;QC-LDPC","Computer architecture;Encoding;Parity check codes;Phase change materials;Random access memory;Logic gates;Error correction codes","","3","","16","IEEE","28 Sep 2017","28-31 May 2017","28-31 May 2017","IEEE","IEEE Conferences"
"Random-permutation-matrix-based cyclically-coupled LDPC codes","F. C. M. Lau; F. Mo; W. M. Tarn; C. -W. Sham","Hong Kong Polytechnic University, Shenzhen Research Institute, Shenzhen, China; Department of Electronic and Information Engineering, Hong Kong Polytechnic University, Hong Kong; Hong Kong Polytechnic University, Kowloon, HK; Department of Computer Science, University of Auckland, New Zealand",2017 19th International Conference on Advanced Communication Technology (ICACT),"30 Mar 2017","2017","","","497","500","Cyclically-coupled quasi-cyclic low-density parity-check (CC-QC-LDPC) codes are a new class of QC-LDPC codes which can achieve excellent error performance and relatively low hardware requirement. In this paper, we modify the CC-QC-LDPC code construction by using random permutation matrices instead of circulant permutation matrices, forming the “random-permutation-matrix-based CC-LDPC (RP-CC-LDPC) code”. The objective is to achieve a better error performance under the same code length. We simulate the bit error rate using FPGA simulations. We also compare the BER results and decoder complexity of the above codes with those of regular and irregular QC-LDPC codes under the same code length and code rate.","","978-89-968650-9-4","10.23919/ICACT.2017.7890139","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7890139","Cyclically-coupled quasi-cyclic low-density parity-check;FPGA simulations;QC-LDPC;random-permutation-matrix-based CC-LDPC;RC-CC-QCLDPC","Parity check codes;Decoding;Throughput;Complexity theory;Bit error rate;Field programmable gate arrays;Hardware","","2","","27","","30 Mar 2017","19-22 Feb. 2017","19-22 Feb. 2017","IEEE","IEEE Conferences"
"High-order circular QAM constellation with high LDPC coding rate for phase noise channels","B. Zheng; L. Deng; M. Sawahashi; N. Kamiya","Tokyo Toshi Daigaku, Setagaya-ku, Tokyo, JP; Tokyo Toshi Daigaku, Setagaya-ku, Tokyo, JP; Tokyo Toshi Daigaku, Setagaya-ku, Tokyo, JP; Nihon Denki Kabushiki Kaisha, Minato-ku, Tokyo, JP",2017 20th International Symposium on Wireless Personal Multimedia Communications (WPMC),"26 Feb 2018","2017","","","196","201","This paper proposes a design for a high-order circular quadrature amplitude modulation (QAM) constellation using partial low-density parity-check (LDPC) coding associated with parallel double Gray mapping aiming at the application to a microwave radio backhaul to deal with time-varying phase noise channels. In the proposed circular QAM constellation design, we first design the best constellation in which the same number of signal points is mapped to all concentric rings. Then, we decrease the number of signal points in the inner rings and remap the signal points to the newly added rings outside the original rings while maintaining high affinity to the double Gray mapping feature. Computer simulation results show that partial LDPC coding with double Gray mapping decreases the required received signal-to-noise power ratio (SNR) at the bit error rate (BER) of 10−6 by approximately 0.2 dB compared to full LDPC coding for a high LDPC coding rate such as 0.9. We also show that the proposed circular 1024QAM decreases the required received SNR at the average BER of 10−6 by approximately 0.5 dB compared to that for rectangular 1024QAM.","1882-5621","978-1-5386-2768-6","10.1109/WPMC.2017.8301807","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8301807","QAM;circular QAM constellation;partial LDPC coding;double Gray mapping;phase noise;Euclidean distance","Parity check codes;Quadrature amplitude modulation;Phase noise;Bit error rate;Channel coding;Euclidean distance","","11","","","IEEE","26 Feb 2018","17-20 Dec. 2017","17-20 Dec. 2017","IEEE","IEEE Conferences"
"On the Design of DC-Free K-Constrained LDPC Codes","C. D. Nguyen; K. Cai; B. Wang; Y. Hong","Singapore University a/Technology and Design (SUTD), Singapore; Singapore University a/Technology and Design (SUTD), Singapore; Singapore University a/Technology and Design (SUTD), Singapore; Singapore University a/Technology and Design (SUTD), Singapore",2018 Asia-Pacific Magnetic Recording Conference (APMRC),"6 Jan 2019","2018","","","1","2","A novel design of de-free k-constraint low-density parity-check (LDPC) code is proposed in this study. The input user data is first converted into a k-constraint code using a nibble replacement method. After that, a guided scrambling (GS) technique and a (4,6) balance code are deployed together to construct de-free channel coded sequences. The designed de-free k constrained code is further combined with the LDPC code such that the modulation constraints are satisfied in both the systematic and parity parts. Simulation results show that the proposed design not only provides an improved bit-error-rate (BER) performance, but also achieves significant dc suppression.","","978-1-5386-8378-1","10.1109/APMRC.2018.8601099","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8601099","Low-density parity-check (LDPC) code;k-constrained code;DC-free;balance codes","Parity check codes;Encoding;Modulation;Error correction codes;Decoding;Magnetic recording;Systematics","","3","","4","IEEE","6 Jan 2019","15-17 Nov. 2018","15-17 Nov. 2018","IEEE","IEEE Conferences"
"LDPC-coded OFDM-system with BPSK modulation: Performance comparison with uncoded OFDM system","A. Ramzan; M. O. B. Saeed","National University of Sciences and Technology, Islamabad, Pakistan; National University of Sciences and Technology, Islamabad, Pakistan",2018 3rd International Conference on Control and Robotics Engineering (ICCRE),"11 Jun 2018","2018","","","213","217","This paper proposes an automated algorithm to correct loss of sub-carriers in Orthogonal Frequency Division Multiplexing (OFDM) system using Low-Density Parity-Check (LDPC) codes. OFDM transmits data on high bit-rate but high-peak-to-average ratio PAPR, subcarriers-loss due to deep fades in multipath causes 2-dimensional errors i.e., in time and frequency-domain, and inter-symbol-interference (ISI) etc. occurs in multipath OFDM system. In order to reduce such OFDM errors, error correcting codes have been used by researchers like Turbo-code, LDPC-code, ReedSolomon-code, Alamouti-code etc. LDPC-coded OFDM system is employed in the paper to correct 2D error and make improvement in OFDM BER curve. LDPC was first introduced by Gallager during his graduation in 1962. The main purpose for LDPC selection amongst all error correcting codes is its performance which is near Shannon limit. Information bits are encoded using LDPC and modulated using binary phase-shift-keying (BPSK). Then, OFDM system transmit subcarriers on channel and is demodulated using BPSK and decoded using LDPC at receiver to recover original information bits. Results show that LDPC-coded-OFDM performed better than un-coded-OFDM in terms of BER vs Eb/No (energy-per-bit to spectral-noise ratio) in decibels.","","978-1-5386-6663-0","10.1109/ICCRE.2018.8376467","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8376467","LDPC;OFDM;BPSK;AWGN;sum-product algorithm log-domain;parity-check matrix;BER;multipath-channel","Parity check codes;OFDM;Binary phase shift keying;Bit error rate;AWGN channels;Encoding","","1","","10","IEEE","11 Jun 2018","20-23 April 2018","20-23 April 2018","IEEE","IEEE Conferences"
"A Greedy Search Based Method with Optimized Lower Bound for QC-LDPC Codes","A. Bajpai; A. Kalsi; S. Nakpeerayuth; P. Kovintavewat; L. Wuttisittikulkij","Department of Electronics and Communication Engineering, Sreenidhi Institute of Science and Technology, Hyderabad, India; Department of Electrical Engineering, Indian Institute of Technology, Ropar, India; Department of Electrical Engineering, Chulalongkorn University, Pathumwan, Bangkok, Thailand; Data Storage Technology Research Center, Nakhon Pathom Rajabhat University, Thailand; Department of Electronics and Communication Engineering, Sreenidhi Institute of Science and Technology, Hyderabad, India",2017 IEEE 13th International Symposium on Autonomous Decentralized System (ISADS),"8 Jun 2017","2017","","","165","168","Autonomous decentralized system is need of the dynamically varying society. Various autonomous decentralized systems architecture proposed and deployed, use of IEEE 802.11n/ac (Wi-Fi) and IEEE 802.16e (Wi-max) standards for surveillance purposes in different geographical region. These standards use LDPC codes as a channel code having better error correcting performance. This article deals with a construction of less computational complexity method for constructing exponent matrix (3, K) having girth 8, 10, and 12 of quasi-cyclic low-density parity-check (QC-LDPC) codes. In this method, we first generate a base matrix and then the same matrix is further used for expanding till desired size of the exponent matrix. The construction of code deals with the generation of base matrix by a simple algorithm for girth 8, 10, and 12. Our method is flexible for any block-column length K. Finally, a new method is given with less computational complexity with optimized CPM size.","","978-1-5090-4042-1","10.1109/ISADS.2017.26","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7940234","LDPC codes;Channel coding;Circulant permutation matrix (CPM);Girth;Quasi-Cyclic (QC) LDPC codes","Parity check codes;Matrices;Memory management;Indexes;Algorithm design and analysis;Computational complexity;Channel coding","","1","","15","IEEE","8 Jun 2017","22-24 March 2017","22-24 March 2017","IEEE","IEEE Conferences"
"Special session: Low power LDPC deocder using adaptive forced convergence algorithm","J. Bae; B. J. Choi; M. H. Sunwoo","Department of Electrical and Computer Engineering, Ajou University, Suwon, Korea; Opticis, Seongnam, korea; Opticis, Seongnam, korea",2017 IEEE 60th International Midwest Symposium on Circuits and Systems (MWSCAS),"2 Oct 2017","2017","","","309","312","LDPC codes have been applied in recent communication standards, such as WiFi, WiGig, and 10GBased-T Ethernet as a forward error correction code. However, LDPC codes require a large number of computational complexity for high performances. To solve this problem, various studies have been continuously performed for reducing computational complexity. In this paper, we propose an adaptive forced convergence algorithm to deactivate the variable nodes and check nodes for reducing the computational complexity using only one adaptive threshold value.","1558-3899","978-1-5090-6389-5","10.1109/MWSCAS.2017.8052922","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8052922","LDPC codes;LDPC decoder;Min-Sum algorithm;adaptive forced convergence;forced convergence","Computational complexity;Parity check codes;Convergence;Heuristic algorithms;Decoding;Reliability;Manganese","","1","","14","IEEE","2 Oct 2017","6-9 Aug. 2017","6-9 Aug. 2017","IEEE","IEEE Conferences"
