"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Optimized decoding schedule for irregular LDPC codes","X. Chen; H. Yu; Y. Xu","Institute of Wireless Communication Technology, Shanghai Jiaotong University, Shanghai, China; Department of Electronic Engineering, Shanghai Jiaotong University, Shanghai, China; Department of Electronic Engineering, Shanghai Jiaotong University, Shanghai, China",IET International Communication Conference on Wireless Mobile and Computing (CCWMC 2009),"26 Jul 2010","2009","","","261","264","Recently, the concept of layered decoding schedule for Low-Density Parity-Check codes has been introduced. But the advantage of layered decoding schedule for irregular LDPC codes is not as obvious as regular LDPC codes. The major drawback of the layered irregular LDPC codes versus the layered regular LDPC codes is its comparative low convergence decoding speed. Simulation results show that different bit node degrees of irregular LDPC codes significantly contribute to the decoding performance. The decoding performance of bit nodes with different degrees is of great difference. Bit nodes with small degrees always converge slower than larger ones. In this paper, we propose an optimized decoding schedule for irregular LDPC codes to accelerate the decoding convergence rate. Meanwhile, for the irregular LDPC decoder, the faster decoding speed means a higher throughput and almost the same error performance.","","978-1-84919-138-8","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5522026","low-density parity-check (LDPC) codes;layered decoding schedule;irregular;regular","","","","","","","26 Jul 2010","7-9 Dec. 2009","7-9 Dec. 2009","IET","IET Conferences"
"A real-time programmable LDPC decoder chip for arbitrary QC-LDPC parity check matrices","X. -Y. Shih; C. -Z. Zhan; A. -Y. Wu","Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan; Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan; Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan",2009 IEEE Asian Solid-State Circuits Conference,"22 Dec 2009","2009","","","369","372","For the applications of next-generation channel-adaptive communication systems, a real-time programmable LDPC decoder architecture is proposed with three design techniques: divided-group comparison (DGC), adaptive wordlength assignment (AWA), and efficient early termination scheme (EETS). By utilizing programmable principle, the hardware architecture can support arbitrary Quasi-Cyclic LDPC parity check matrices, including various locations of 1's, information bits, codeword lengths, and code rates. The prototyping LDPC decoder chip using 0.13um CMOS technology, which supports up to 23 code rates with a maximum block size of 1536 bits, only occupies 4.94 mm2 die area, operates at 125 MHz, and dissipates 58 mW power.","","978-1-4244-4433-5","10.1109/ASSCC.2009.5357173","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5357173","Programmability;QC-LDPC;Low-power","Parity check codes;Decoding;Hardware;CMOS technology;Real time systems;Very large scale integration;Application specific processors;Prototypes;Application specific integrated circuits;Codecs","","5","2","13","IEEE","22 Dec 2009","16-18 Nov. 2009","16-18 Nov. 2009","IEEE","IEEE Conferences"
"A novel algorithm for removing cycles in quasi-cyclic LDPC codes","K. Liu; Z. Fei; J. Kuang; X. Li","School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China; School of Information and Electronics, Beijing Institute of Technology, Beijing, China","2009 IEEE 20th International Symposium on Personal, Indoor and Mobile Radio Communications","15 Apr 2010","2009","","","1054","1058","In this paper, an algorithm for removing cycles in quasi-cyclic(QC) LDPC codes is presented. This algorithm can ensure that the code after cycle removal process preserves the quasi-cyclic structure and significantly improves the flexibility in parameter selection (such as the length of the code) of algebraic constructions of QC-LDPC codes. Besides, it has far lower computational complexity than the existing cycle removal algorithm. Experimental results show that this algorithm is very effective in improving the performance of the QC-LDPC codes and can construct code which has better performance than the corresponding binary LDPC code based on IEEE 802.16e standard.","2166-9589","978-1-4244-5123-4","10.1109/PIMRC.2009.5450003","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5450003","Quasi-Cyclic LDPC codes;cycles;large girth;combination","Parity check codes;Computational complexity;Code standards;Channel coding;Computer errors;Floors;Computational modeling","","5","","15","IEEE","15 Apr 2010","13-16 Sept. 2009","13-16 Sept. 2009","IEEE","IEEE Conferences"
"Development of a high throughput LDPC codec with 1Gb/s and OFDM transmission system utilizing MBD","T. Maehata","Sumitomo Electric Industries Limited, Japan",2009 ICCAS-SICE,"13 Nov 2009","2009","","","1875","1876","Low-density parity-check (LDPC) codes, which are among the most powerful error correcting codes, can achieve performance close to the Shannon limit. It is difficult to evaluate the performance of LDPC codes by software simulation only, because it takes much time and labor. To solve this problem, we have developed the design environment for designing and evaluating LDPC codes on hardware.","","978-4-907764-34-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5332794","Model-Based Development;MBD;HILS;LDPC;Codec;FPGA;HDL Code Generation","Throughput;Parity check codes;Codecs;OFDM;Error correction codes;Field programmable gate arrays;Magnetic recording;Algorithm design and analysis;Hardware design languages;HDTV","","","","","","13 Nov 2009","18-21 Aug. 2009","18-21 Aug. 2009","IEEE","IEEE Conferences"
"A Fast Double Layered Decoding Algorithm for Quasi-Cyclic LDPC Codes","Z. Chen; J. Yuan","School of Electrical & Electronic Engineering, North China Electric Power University, Baoding, Hebei, P.R.China; School of Electrical & Electronic Engineering, North China Electric Power University, Baoding, Hebei, P.R.China","2009 Pacific-Asia Conference on Circuits, Communications and Systems","4 Sep 2009","2009","","","548","551","Most quasi-cyclic LDPC codes decoders of IEEE 802.11n and IEEE 802.16e standards adopt Layered decoding algorithm recently. A fast double layered decoding algorithm for quasi-cyclic LDPC codes in which two row groupings of check nodes are processed synchronously in order to speed the decoding processing is proposed. Compared to BP algorithm and normal Layered decoding algorithm, the proposed algorithm provides a faster decoding speed and more favorable tradeoffs among complexity, decoding speed and error correcting performance. Simulation results show validity and efficiency of the proposed decoding algorithm.","","978-0-7695-3614-9","10.1109/PACCS.2009.143","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5232407","iterative message-passing decoding;Quasi-Cyclic LDPC codes;layered decoding;IEEE 802.11n;IEEE 802.16e","Parity check codes;Iterative decoding;Code standards;Costs;Power engineering and energy;Error correction;Integrated circuit interconnections;Encoding;Wireless LAN;Metropolitan area networks","","","","13","IEEE","4 Sep 2009","16-17 May 2009","16-17 May 2009","IEEE","IEEE Conferences"
"A shuffled message-passing decoding method for memory-based LDPC decoders","Y. -L. Ueng; C. -J. Yang; C. -J. Chen","Department of Electrical Engineering, National Tsing Hua University, Hsinchu, Taiwan; Department of Electrical Engineering, National Tsing Hua University, Hsinchu, Taiwan; Department of Electrical Engineering, National Tsing Hua University, Hsinchu, Taiwan",2009 IEEE International Symposium on Circuits and Systems,"26 Jun 2009","2009","","","892","895","The convergence speed of shuffled message passing decoding (MPD) is faster than that of standard two phase message passing (TPMP) decoding. Due to complex memory access and requirement of large storage space, the shuffled MPD is not suitable for hardware implementation especially for high-rate LDPC codes. In this paper, we propose a modified shuffled MPD which can achieve a similar convergence speed but with reduced complexity in memory access and storage space as compared to the conventional shuffled MPD. We implement a rate-5/6 LDPC decoder based on the proposed algorithm.","2158-1525","978-1-4244-3827-3","10.1109/ISCAS.2009.5117900","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5117900","Shuffled;iterative decoding;message-passing decoding;low-density parity-check (LDPC) codes;LDPC decoder","Parity check codes;Iterative decoding;Message passing;WiMAX;Convergence;Scheduling;Code standards;Phase change materials;Hardware;Bit error rate","","12","3","12","IEEE","26 Jun 2009","24-27 May 2009","24-27 May 2009","IEEE","IEEE Conferences"
"Study on the decoding algorithm for LDPC based on DMB-TH","G. -C. Wan; Y. -F. Luo; Xun Liu; D. -C. Dong","School of Transportation Engineering, University of Tongji, Shanghai, China; School of Transportation Engineering, University of Tongji, Shanghai, China; School of Transportation Engineering, University of Tongji, Shanghai, China; School of Transportation Engineering, University of Tongji, Shanghai, China",2009 IEEE International Conference on Industrial Technology,"19 May 2009","2009","","","1","6","Terrestrial digital multimedia TV/handle broadcasting (DMB-TH) is a newly upcoming framing structure, channel coding and modulation for digital television terrestrial broadcasting system standard of China, which is recently drafted and is ready to be verified in order to deploy mobile multimedia broadcasting services for the public. The adoption of strong channel coding techniques appears to be of key importance for mobile operators and broadcasters. Low-density parity-check (LDPC) codes have been widely considered as error-correcting codes for next generation communication systems. A good LDPC decoder design requires both implementation friendly LDPC codes and efficient decoder architectures. The quality of LDPC code is crucial in determining the coding gain and implementation complexity of LDPC hardware decoders. This paper presents a turbo-decoding message-passing algorithm (TDMP) based LDPC code search algorithm with hardware considerations. The main advantages of the proposed algorithm over the DMB-TH standard decoding algorithm are 1) improvement in coding gain by an order of magnitude at high signal-to-noise ratio (SNR), 2) reduced decoder complexity. The performance of the proposed TDMP architecture is shown by the comparison of simulation results.","","978-1-4244-3506-7","10.1109/ICIT.2009.4939498","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4939498","Terrestrial digital multimedia TV/Handle broadcasting (DMB-TH);low-density parity-check (LDPC) codes;turbo decoding algorithms;integration decoder architectures","Decoding;Parity check codes;Multimedia communication;TV broadcasting;Digital multimedia broadcasting;Multimedia systems;Channel coding;Hardware;Digital modulation;Modulation coding","","","3","10","IEEE","19 May 2009","10-13 Feb. 2009","10-13 Feb. 2009","IEEE","IEEE Conferences"
"A general decoding framework for high-rate LDPC codes","S. M. E. Hosseiniy; W. L. Goh; K. S. Chan","School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; Data Storage Institute, Agency for Science, Technology and Research, Singapore",Proceedings of the 2009 12th International Symposium on Integrated Circuits,"2 Feb 2010","2009","","","695","698","This paper presents a hardware solution to the design of general low-density parity-check (LDPC) decoders, which simplifies the delivery network required by the message passing algorithm. While many designs of LDPC decoders for specific classes of codes exist in the literature, the design of a general LDPC decoder capable of supporting random LDPC codes is still challenging. The method proposed in this paper tries to pack different check node (CN) and variable node (VN) messages in the Tanner graph representation of the LDPC code, and is therefore called message packing. This method takes advantage of the fact that for high-rate LDPC's the CN's degree is much larger than the VN's, and two distinct methods for delivering the messages to the CNs and VNs are proposed. Using the proposed interconnection network (IN) results in lower complexity decoding of LDPC codes when compared to other designs.","2325-0631","978-9-8108-2468-6","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5403795","low-density parity-check (LDPC);decoder;interconnection networks;VLSI architectures","Decoding;Parity check codes;Hardware;Paper technology;Message passing;Multiprocessor interconnection networks;Intelligent networks;Sparse matrices;Throughput;Iterative algorithms","","","","10","","2 Feb 2010","14-16 Dec. 2009","14-16 Dec. 2009","IEEE","IEEE Conferences"
"Quasi-Cyclic Low-Density Parity-Check (QC-LDPC) codes for deep space and high data rate applications","N. Andreadou; F. -N. Pavlidou; S. Papaharalabos; P. T. Mathiopoulos","Department of Electrical & Computer Engineering, Aristotle University of Thessaloniki, Thessaloniki, Greece; Department of Electrical & Computer Engineering, Aristotle University of Thessaloniki, Thessaloniki, Greece; Institute of Space Applications and Remote Sensing, National Observatory of Athens, Athens, Greece; Institute of Space Applications and Remote Sensing, National Observatory of Athens, Athens, Greece",2009 International Workshop on Satellite and Space Communications,"13 Oct 2009","2009","","","225","229","In this paper we investigate and compare the performance of a selected class of Low-Density Parity-Check (LDPC) codes, i.e. Quasi-Cyclic (QC) LDPC codes, against the currently used turbo codes for deep space and high data rate applications. This is useful in future updates of the channel code option used for such applications by the Consultative Committee for Space Data Systems (CCSDS). A wide range of different code rates is examined and the obtained Bit Error Rate (BER) performance versus the Bit Energy to Noise Spectral Density ratio (Eb/N0) is reported. Both low and high code rates are being studied, and specifically the 1/2, 1/3, 1/4 and 1/5 as well as the 2/3, 3/4 and 4/5 code rates are taken under consideration. The role of the iteration rounds in the decoding procedure of LDPC codes is also examined showing that QC-LDPC codes outperform the currently used CCSDS turbo codes. Another advantage of QC-LDPC codes is their simple encoding procedure, which reduces the encoding complexity. Since deep space applications are considered, the signals are transmitted over the Additive White Gaussian Noise (AWGN) channel, with the specific block size of 7136 bits.","","978-1-4244-4384-0","10.1109/IWSSC.2009.5286377","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5286377","Quasi-Cyclic Low-Density Parity-Check (QC-LDPC) Codes;Turbo Codes;Deep Space Communications","Parity check codes;Turbo codes;Bit error rate;AWGN;Application software;Data systems;Additive white noise;Quantum cascade lasers;Decoding;Data engineering","","15","4","15","IEEE","13 Oct 2009","9-11 Sept. 2009","9-11 Sept. 2009","IEEE","IEEE Conferences"
"A study on quick simulation for estimation of low FER of LDPC codes","T. Sakai; K. Shibata","Department of Computer Sciences, Kitami Institute of Technology, Kitami, Japan; Department of Computer Sciences, Kitami Institute of Technology, Kitami, Japan",2009 IEEE 9th Malaysia International Conference on Communications (MICC),"15 Mar 2010","2009","","","468","473","This study shows a new design method of a simulation probability density function (PDF) for a fast frame error rate (FER) evaluation of low-density parity-check (LDPC) codes. It is difficult to evaluate a very low FER of LDPC codes by Monte Carlo simulation methods since it has excellent performance under iterative decoding. Cole et al. proposed a three-step estimation method of the low FER of LDPC codes of moderate block length. By applying the importance sampling method, which is one of the fast simulation methods, the simulation time of the error performance of LDPC codes can be reduced. Another simulation PDF, which can treat more dominant trapping sets (TS) than Cole et al.'s method, is proposed. The selection of the dominant TS as proportional to its probability reduces the number of simulation runs without deteriorating the accuracy of the estimator. Unbiased estimator is given as well as that that of the Cole et al.'s method. Some numerical examples are shown to demonstrate the effectiveness of the proposed method. The simulation time for an LDPC code of length 504 is reduced to 1/10 when we evaluate FER of around 10-14.","","978-1-4244-5533-1","10.1109/MICC.2009.5431553","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5431553","LDPC codes;importance sampling;fast simulation;trapping set;simulation probability density function","Parity check codes;Error probability;Monte Carlo methods;Error analysis;Probability density function;AWGN;Design methodology;Frequency estimation;Iterative decoding;Signal to noise ratio","","3","","10","IEEE","15 Mar 2010","15-17 Dec. 2009","15-17 Dec. 2009","IEEE","IEEE Conferences"
