"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Design of structured irregular LDPC codes from structured regular LDPC codes","V. Kulkarni; K. J. Sankar","Department of ECE, Vasavi College of Engineering, Hyderabad; Department of ECE, Vasavi College of Engineering, Hyderabad","Proceedings of the 2015 Third International Conference on Computer, Communication, Control and Information Technology (C3IT)","16 Mar 2015","2015","","","1","4","Irregular Low-Density Parity-Check (LDPC) codes exhibit a performance extremely close to the Shannon capacity formula. In this paper, we presented a method of developing structured irregular LDPC codes from structured regular LDPC codes. The design is based on the expansion of the column-weight two LDPC codes. We used our proposed technique of developing a column-weight two structured regular LDPC codes based on Gray code representations and adapted the expansion method proposed in literature to convert regular codes into irregular ones, and it is noticed that there is an improvement in obtained code rates using the proposed technique. It is also found that encoding process is simpler and requires less memory.","","978-1-4799-4445-3","10.1109/C3IT.2015.7060128","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7060128","LDPC code;Regular and Irregular LDPC codes;Column-weight two LDPC codes;parity-check matrix;code rate","Parity check codes;Encoding;Matrix converters;Reflective binary codes;Memory management;Equations;Standards","","8","","15","IEEE","16 Mar 2015","7-8 Feb. 2015","7-8 Feb. 2015","IEEE","IEEE Conferences"
"Reconstruct LDPC codes in an error-free environment","Xin Bao; Yuanling Huang; WenYa Gan; Ling You","National Key Laboratory of Science and Technology on Blind Signal Processing, Chengdu, China; National Key Laboratory of Science and Technology on Blind Signal Processing, Chengdu, China; National Key Laboratory of Science and Technology on Blind Signal Processing, Chengdu, China; National Key Laboratory of Science and Technology on Blind Signal Processing, Chengdu, China",2015 4th International Conference on Computer Science and Network Technology (ICCSNT),"16 Jun 2016","2015","01","","1169","1173","This paper presents two algorithms to recover LDPC codes in an error-free environment. Both algorithms reconstruct the sparse parity-check matrices of LDPC codes based on elementary row transformation, and are equivalent to recognize LDPC codes. The first one is appropriate to the LDPC codes whose parity-check matrices have the double-diagonal structure; the second one is a general algorithm that ensures the second-best solution for every type of LDPC codes. Simulation results show that, these algorithms work well with most of LDPC standards and protocols, including 802.16e, 802.11n, DVB-S2 GJB7296 and GB20600.","","978-1-4673-8173-4","10.1109/ICCSNT.2015.7490941","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7490941","LDPC codes recognition;sparse parity-check matrixes;reconstruct LDPC Codes;error-free environment","Sparse matrices;Parity check codes;Signal processing algorithms;Block codes;Algorithm design and analysis;Hamming weight;Standards","","1","","18","IEEE","16 Jun 2016","19-20 Dec. 2015","19-20 Dec. 2015","IEEE","IEEE Conferences"
"Non-binary LDPC coded OFDM in impulsive power line channels","G. A. Al-Rubaye; C. C. Tsimenidis; M. Johnston","School of Electrical and Electronic Engineering, Newcastle University, UK; School of Electrical and Electronic Engineering, Newcastle University, UK; School of Electrical and Electronic Engineering, Newcastle University, UK",2015 23rd European Signal Processing Conference (EUSIPCO),"28 Dec 2015","2015","","","1431","1435","In this paper, we propose Irregular Non-Binary Low Density Parity Check (IR-NB-LDPC) codes with Signed Log Fast Fourier Transform (SL-FFT) decoding algorithm to overcome the harsh environment of power-line communication (PLC) channels. Their performance is compared with Irregular Binary LDPC (IR-B-LDPC) codes using the Sum Product algorithm (SPA). The sparse parity check matrix H of both codes are constructed using progressive edge growth (PEG) algorithm with a novel initialization of the apriori log likelihood ratios (LLR) of each decoder to mitigate the highly impulsive noise in PLC channels. Numerical performance results obtained via simulations show that the proposed system at bit error rate of 10-4 achieves a coding gain of more than 21 dB compared to uncoded system and more than 6 dB compared to IR-B-LDPC codes for the same block length in bits and rates, however, this is accomplished with higher decoding complexity.","2076-1465","978-0-9928-6263-3","10.1109/EUSIPCO.2015.7362620","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7362620","Non-binary LDPC;binary-LDPC;log likelihood ratios;power-line communication channels;OFDM","Parity check codes;Decoding;Signal processing algorithms;Bit error rate;Complexity theory;Yttrium;Europe","","3","","14","","28 Dec 2015","31 Aug.-4 Sept. 2015","31 Aug.-4 Sept. 2015","IEEE","IEEE Conferences"
"Analysis of MIMO OFDM Based WiMAX System with LDPC","M. Cheema; S. A. Kulkarni","Dept. of Electronics and Telecommunication Engineering, S.P.I.T, Mumbai; Dept. of Electronics and Telecommunication Engineering, S.P.I.T, Mumbai",2015 Fifth International Conference on Advances in Computing and Communications (ICACC),"17 Mar 2016","2015","","","223","226","Driven by multimedia based applications, the future wireless systems require high data rate capable technologies. WiMAX has attracted immense interest globally for next generation wireless communication. The requirement of a spectrally efficient modulation technique and power efficient forward error correction scheme are key factors for these technologies. Wireless link quality is determined by transmission rate, range and reliability. Multiple Input Multiple Output (MIMO), along with Orthogonal Frequency Divsion Multiplexing(OFDM) techniques improve these parameters and are also habituated in WiMAX. It uses smart antenna techniques which include spatial transmit diversity and spatial multiplexing (SM). Spatial transmit diversity is achieved by applying Alamouti's Space Time coding. To achieve high capacity with minimum error rate Low-Density Parity-Check (LDPC) codes have recently drawn much attention and have superior interest because their error correction performance in wide applications. These codes are called Tanner graph which have short cycles that degrade the performance of LDPC decoders. The Quasi Cyclic (QC) LDPC as channel coding method is incorporated in the paper. STBC is used as a MIMO technique providing a strong diversity gain. Analysis of the performance of MIMO OFDM physical layer in WiMAX with the use of LDPC under different digital modulation techniques is presented in this paper.","","978-1-4673-6994-7","10.1109/ICACC.2015.64","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7433810","LDPC;OFDM;QC LDPC;STBC;WiMAX","MIMO;Parity check codes;WiMAX;OFDM;Modulation;Bit error rate;Decoding","","2","","13","IEEE","17 Mar 2016","2-4 Sept. 2015","2-4 Sept. 2015","IEEE","IEEE Conferences"
"Joint design of QC-LDPC codes for cascade-based multisource coded cooperation","S. Zhang; R. Song; F. Yang","College of Telecommunications and Information Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Telecommunications and Information Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Electronic and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China",2015 International Conference on Wireless Communications & Signal Processing (WCSP),"3 Dec 2015","2015","","","1","4","Quasi-cyclic low-density-parity-check (QC-LDPC) codes are jointly designed for cascade-based multisource coded cooperation system. Firstly, QC-LDPC codes based on the base matrix and exponent matrix are introduced, and then two types of girth-4 cycles in QC-LDPC codes employed by the sources and relay are explicated. Secondly, we propose joint design method of QC-LDPC codes employed by the sources and relay, by which all girth-4 cycles including both Type-I and Type-II are canceled. Numerical simulations show that the jointly designed QC-LDPC coded cooperation well combines cooperation gain and channel coding gain, and outperforms the coded noncooperation under the same conditions. Furthermore, the bit error rate (BER) performance of the coded cooperation employing jointly designed QC-LDPC codes is better than those of random LDPC codes and separately designed QC-LDPC codes over AWGN channels.","","978-1-4673-7687-7","10.1109/WCSP.2015.7340967","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7340967","Coded cooperation;QC-LDPC codes;girth-4 cycles;joint iterative decoding","Bit error rate;Relays;Iterative decoding;Antenna arrays;Encoding;Design methodology","","2","","11","IEEE","3 Dec 2015","15-17 Oct. 2015","15-17 Oct. 2015","IEEE","IEEE Conferences"
"Reconstruct LDPC codes in a noisy environment","Xin Bao; Yuanling Huang; Guiliang Wang","National Key Laboratory of Science and Technology on Blind Signal Processing, Chengdu, China; National Key Laboratory of Science and Technology on Blind Signal Processing, Chengdu, China; National Key Laboratory of Science and Technology on Blind Signal Processing, Chengdu, China",2015 IEEE International Conference on Progress in Informatics and Computing (PIC),"13 Jun 2016","2015","","","458","462","Focus on the problem of reconstructing LDPC codes in a noisy environment, an algorithm based on Column Elimination Operation, Parity-Check Vector Judgment Criterion and Gradual Row Transformation is proposed, which is used to blind recognize LDPC codes. This algorithm first gets enough dual vectors of the receive codes, then selects real parity-check vectors of the dual-space of LDPC codes, and then, detectives and deletes the error code words. The above steps are iteratively carried out until the original problem is reduced to an easier problem, i.e., blind recognition LDPC codes in an error-free context, and finally obtain the sparse parity-check matrix by using Gradual Row Transformation. The simulation and experiment results show that, this algorithm fits most of LDPC standards, including 802.16e, 802.11n, DVB-S2, GJB7296, GB20600, etc., and it is an effective solution for LDPC codes blind recognition in a noisy environment.","","978-1-4673-9088-0","10.1109/PIC.2015.7489889","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7489889","channel coding;LDPC codes;blind recognition;error bit","Complexity theory;Cryptography;IEEE 1394 Standard;Presses;Microwave communication;Microwave FET integrated circuits","","3","","18","IEEE","13 Jun 2016","18-20 Dec. 2015","18-20 Dec. 2015","IEEE","IEEE Conferences"
"Invertible subset LDPC codes for PAPR reduction in OFDM-WLAN systems","S. Shu; D. Qu; X. Pei","School of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan, China; School of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan, China; School of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan, China",2015 IEEE 5th International Conference on Electronics Information and Emergency Communication,"1 Oct 2015","2015","","","51","54","A new type of low density parity-check (LDPC) codes, called as invertible subset LDPC (IS-LDPC) codes, was proposed to reduce the peak-to-average power ratio (PAPR) for orthogonal frequency-division multiplexing (OFDM) systems with low complexity recently. In this paper, we apply IS-LDPC codes to OFDM-wireless local area networks (OFDM-WLAN) systems and design parameters of IS-LDPC codes to satisfy requirements of the IEEE 802.11 OFDM-WLAN system. Moreover, we propose interleaved subset mapping scheme to guarantee the frequency diversity gain. The simulation results show that the IS-LDPC codes for the IEEE 802.11 OFDM-WLAN system exhibit good error-correcting performance and significantly reduce the PAPR. With all mentioned advantages, the PAPR reduction scheme based on IS-LDPC codes could serve as an attractive PAPR reduction solution for the IEEE 802.11 OFDM-WLAN systems.","","978-1-4799-7284-5","10.1109/ICEIEC.2015.7284485","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7284485","orthogonal frequency-division multiplexing (OFDM);wireless local area networks (WLAN);peak-to-average power ratio (PAPR);invertible subset low density parity-check codes (IS-LDPC);IEEE 802.11","Peak to average power ratio;Parity check codes;IEEE 802.11 Standard;Wireless LAN;Phase shift keying","","2","","4","IEEE","1 Oct 2015","14-16 May 2015","14-16 May 2015","IEEE","IEEE Conferences"
"A shared hard decisions storing in partially parallel FPGA-based QC-LDPC decoder","Tianjiao Xie; Ruijia Yuan; Jianhua Zhang","China Academy of Space Technology (Xi‘an), China; China Academy of Space Technology (Xi‘an), China; China Academy of Space Technology (Xi‘an), China",2015 IEEE International Conference on Communication Problem-Solving (ICCP),"19 Apr 2016","2015","","","594","596","A strategy of hard decisions sharing intrinsic and extrinsic memory banks for partially parallel Quasi-Cyclic (QC) LDPC decoder is proposed in this paper. The proposed method not need extra memory banks to store hard decisions, could reduce the total number of memory by 33% compared with the decoder in reference [6] which is significantly fewer memory banks than the other published FPGA implementations decoders in reference [4-8], while maintaining the same hardware requirements at the same throughput level.","","978-1-4673-6544-4","10.1109/ICCPS.2015.7454239","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7454239","QC-LDPC;LDPC decoder;memory banks;FPGA","Decoding;Random access memory;Parity check codes;Memory management;Field programmable gate arrays;Clocks;Throughput","","1","","8","IEEE","19 Apr 2016","16-18 Oct. 2015","16-18 Oct. 2015","IEEE","IEEE Conferences"
"An algorithmic error-resilient scheme for robust LDPC decoding","H. -T. Li; D. -Y. Lee; K. -C. Chen; A. -Y. A. Wu","Graduate Institute Electronics Engineering, National Taiwan University, Taipei, Taiwan (R.O.C.); Graduate Institute Electronics Engineering, National Taiwan University, Taipei, Taiwan (R.O.C.); National Taiwan University, Taipei, TW; Graduate Institute Electronics Engineering, National Taiwan University, Taipei, Taiwan (R.O.C.)","VLSI Design, Automation and Test(VLSI-DAT)","1 Jun 2015","2015","","","1","4","To fit into multiple communication standards, flexible Low-Density Parity-Check (LDPC) decoding is desirable to be implemented in a chip multiprocessor (CMP) system. However, reliability issues, such as soft errors and timing errors, are severer in future advanced CMP systems when CMOS technology scale. Therefore, enhancing error resilience for a CMP system becomes an important design issue. In this paper, we propose a design methodology to achieve a robust LDPC decoding based on algorithmic error-resilient method. We firstly analyze the performance degradation caused by the soft errors which occur in the computing units (check node units and bit node units), and then explore the inherent error-tolerant characteristic of LDPC decoding algorithm. In our proposed method, we exploit some characteristic distribution or behavior in the operations of the LDPC decoding algorithm to validate the computing results. The experimental results show that the proposed algorithmic error resilience can approach the error-free decoder while facing high injected soft-error rate of 10−3 in computing units, but with only 6.07% computational overhead. To the best of our knowledge, this is the first discussion about the LDPC decoding algorithm in terms of soft errors in computing units.","","978-1-4799-6275-4","10.1109/VLSI-DAT.2015.7114527","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7114527","Error resilience;LDPC;Algorithm-level design","Decoding;Algorithm design and analysis;Iterative decoding;Error analysis;Robustness","","2","","12","IEEE","1 Jun 2015","27-29 April 2015","27-29 April 2015","IEEE","IEEE Conferences"
"Performance simulation of using non-binary LDPC codes to against rain fade in Ka-band","F. -x. Zhang; S. -w. Xu","Beijing Institute of Tracking and Telecommunication Technology, China; Beijing Institute of Tracking and Telecommunication Technology, China",2015 IEEE International Conference on Information and Automation,"1 Oct 2015","2015","","","2926","2929","Rain fade can lead to the deterioration of Ka-band Satellite communication performance, one of the efficient ways against rain fade is using channel coding with better performance. Non-binary LDPC codes, as an advanced error correcting code, having strong ability to correct errors, can be used to against rain fade. The paper presents an analysis on influence of rainfalls in Ka-band Satellite communication and establishes the channel model of rain fade. Simulation on system performance based on non-binary codes and rain fade is also conducted, which is brought into comparison to binary LDPC codes and uncoded situations. Result shows, LDPC codes can obtain over 20dB gains over uncoded situation, and non-binary LDPC codes have 1dB performance advantage over binary LDPC codes.","","978-1-4673-9104-7","10.1109/ICInfA.2015.7279788","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7279788","Ka-band Satellite communication;rain fade;Non-binary LDPC codes;coding gains","Parity check codes;Rain fading;Rain;Satellite communication;Attenuation;Bit error rate","","2","","9","IEEE","1 Oct 2015","8-10 Aug. 2015","8-10 Aug. 2015","IEEE","IEEE Conferences"
