"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Distance Bounds for an Ensemble of LDPC Convolutional Codes","A. Sridharan; D. Truhachev; M. Lentmaier; D. J. Costello; K. S. Zigangirov","Department of Electrical Engineering, University of Notre Dame, Notre Dame, IN, USA; University of Alberta, Edmonton, AB, Canada; German AeroSpace Center (DLR), Institute of Communications and Navigation, Wessling, Germany; Department of Electrical Engineering, University of Notre Dame, Notre Dame, IN, USA; Department of Electrical Engineering, University of Notre Dame, Notre Dame, IN, USA",IEEE Transactions on Information Theory,"17 Dec 2007","2007","53","12","4537","4555","An ensemble of $(J,K)$ -regular low-density parity- check (LDPC) convolutional codes is introduced and existence-type lower bounds on the minimum distance $d _ {\rm L}$ of code segments of finite length $L$  and on the free distance  $d _{\rm free}$ are derived. For sufficiently large constraint lengths $\nu$ , the distances are shown to grow linearly with $\nu$ and the ratio $d_ {\rm L}/\nu$ approaches the ratio $d _{ {\rm free}}/\nu$  for large $L$ . Moreover, the ratio of free distance to constraint length is several times larger than the ratio of minimum distance to block length for Gallager's ensemble of (J,K)-regular LDPC block codes.","1557-9654","","10.1109/TIT.2007.909113","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4385784","Free distance lower bounds;low-density parity-check (LDPC) codes;LDPC convolutional codes;minimum-distance lower bounds","Parity check codes;Convolutional codes;Block codes;Iterative decoding;Information theory;Sparse matrices;Computational complexity","","41","8","19","IEEE","17 Dec 2007","Dec. 2007","","IEEE","IEEE Journals"
"Tree-Based Construction of LDPC Codes Having Good Pseudocodeword Weights","C. A. Kelley; D. Sridhara; J. Rosenthal","Department of Mathematics,Institut für Mathematik, Universität Zürich, Zurich, Switzerland; Institut für Mathematik, Universität Zürich, Zurich, Switzerland; Institut für Mathematik, Universität Zürich, Zurich, Switzerland",IEEE Transactions on Information Theory,"26 Mar 2007","2007","53","4","1460","1478"," We present a tree-based construction of low-density parity-check (LDPC) codes that have minimum pseudocodeword weight equal to or almost equal to the minimum distance, and perform well with iterative decoding. The construction involves enumerating a $d$ -regular tree for a fixed number of layers and employing a connection algorithm based on permutations or mutually orthogonal Latin squares to close the tree. Methods are presented for degrees $d=p^s$ and $d = p^s+1$, for $p$ a prime. One class corresponds to the well-known finite-geometry and finite generalized quadrangle LDPC codes; the other codes presented are new. We also present some bounds on pseudocodeword weight for $p$ -ary LDPC codes. Treating these codes as $p$-ary LDPC codes rather than binary LDPC codes improves their rates, minimum distances, and pseudocodeword weights, thereby giving a new importance to the finite-geometry LDPC codes where $p > 2$. ","1557-9654","","10.1109/TIT.2007.892774","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4137889","Iterative decoding;low-density parity-check (LDPC) codes;min-sum iterative decoding;$p$-ary pseudoweight;pseudocodewords","Parity check codes;Iterative decoding;Maximum likelihood decoding;Mathematics;Iterative algorithms;Information theory;Australia;Hamming distance;Floors;Design methodology","","11","","26","IEEE","26 Mar 2007","April 2007","","IEEE","IEEE Journals"
"Block-LDPC: a practical LDPC coding system design approach","Hao Zhong; Tong Zhang","Department of Electrical, Computer and Systems Engineering, Rensselaer Polytechnic Institute, Troy, NY, USA; Department of Electrical, Computer and Systems Engineering, Rensselaer Polytechnic Institute, Troy, NY, USA",IEEE Transactions on Circuits and Systems I: Regular Papers,"11 Apr 2005","2005","52","4","766","775","This paper presents a joint low-density parity-check (LDPC) code-encoder-decoder design approach, called Block-LDPC, for practical LDPC coding system implementations. The key idea is to construct LDPC codes subject to certain hardware-oriented constraints that ensure the effective encoder and decoder hardware implementations. We develop a set of hardware-oriented constraints, subject to which a semi-random approach is used to construct Block-LDPC codes with good error-correcting performance. Correspondingly, we develop an efficient encoding strategy and a pipelined partially parallel Block-LDPC encoder architecture, and a partially parallel Block-LDPC decoder architecture. We present the estimation of Block-LDPC coding system implementation key metrics including the throughput and hardware complexity for both encoder and decoder. The good error-correcting performance of Block-LDPC codes has been demonstrated through computer simulations. With the effective encoder/decoder design and good error-correcting performance, Block-LDPC provides a promising vehicle for real-life LDPC coding system implementations.","1558-0806","","10.1109/TCSI.2005.844113","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1417070","Decoder;encoder;low-density parity check (LDPC);very large-scale integration (VLSI) architecture","Parity check codes;Hardware;Iterative decoding;Bipartite graph;Computer architecture;Throughput;Message passing;Computer errors;Digital video broadcasting;Routing","","141","172","23","IEEE","11 Apr 2005","April 2005","","IEEE","IEEE Journals"
"On Achievable Rates and Complexity of LDPC Codes Over Parallel Channels: Bounds and Applications","I. Sason; G. Wiechman","Department of Electrical Engineering, Technion-Israel Institute of Technology, Haifa, Israel; Department of Electrical Engineering, Technion-Israel Institute of Technology, Haifa, Israel",IEEE Transactions on Information Theory,"22 Jan 2007","2007","53","2","580","598"," A variety of communication scenarios can be modeled by a set of parallel channels. Upper bounds on the achievable rates under maximum-likelihood (ML) decoding, and lower bounds on the decoding complexity per iteration of ensembles of low-density parity-check (LDPC) codes are presented. The communication of these codes is assumed to take place over statistically independent parallel channels where the component channels are memoryless, binary-input, and output-symmetric. The bounds are applied to ensembles of punctured LDPC codes where the puncturing patterns are either random or possess some structure. Our discussion is concluded by a diagram showing interconnections between the new theorems and some previously reported results. ","1557-9654","","10.1109/TIT.2006.889462","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4069158","Complexity;low-density parity-check (LDPC) codes;iterative decoding;maximum-likelihood (ML) decoding;parallel channels;punctured codes","Parity check codes;Maximum likelihood decoding;Iterative decoding;Upper bound;AWGN;Error correction codes;Performance analysis;Gas insulated transmission lines;Signal analysis;Block codes","","15","","17","IEEE","22 Jan 2007","Feb. 2007","","IEEE","IEEE Journals"
"Upper Bounds on the Rate of LDPC Codes for a Class of Finite-State Markov Channels","P. Grover; A. K. Chaturvedi","Department of Electrical Engineering and Computer Science, University of California Berkeley, Berkeley, CA, USA; Department of Electrical Engineering, Indian Institute of Technology, Kanpur, India",IEEE Transactions on Information Theory,"22 Jan 2007","2007","53","2","794","804"," In this correspondence, we consider the class of finite-state Markov channels (FSMCs) in which the channel behaves as a binary symmetric channel (BSC) in each state. Upper bounds on the rate of LDPC codes for reliable communication over this class of FSMCs are found. A simple upper bound for all noninverting FSMCs is first derived. Subsequently, tighter bounds are derived for the special case of Gilbert–Elliott (GE) channels. Tighter bounds are also derived over the class of FSMCs considered. The latter bounds hold almost-surely for any sequence of randomly constructed LDPC codes of given degree distributions. Since the bounds are derived for optimal maximum-likelihood decoding, they also hold for belief propagation decoding. Using the derivations of the bounds on the rate, some lower bounds on the density of parity check matrices for given performance over FSMCs are derived. ","1557-9654","","10.1109/TIT.2006.887511","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4069140","Belief-propagation decoding;density;error probability;finite state Markov channels (FSMCs);Gilbert–Elliott (GE) channels;low-density parity-check (LDPC) codes","Upper bound;Parity check codes;Maximum likelihood decoding;Error probability;H infinity control;Performance analysis;Intersymbol interference;Belief propagation;Symmetric matrices;Entropy","","5","","14","IEEE","22 Jan 2007","Feb. 2007","","IEEE","IEEE Journals"
"LDPC block and convolutional codes based on circulant matrices","R. M. Tanner; D. Sridhara; A. Sridharan; T. E. Fuja; D. J. Costello","University of Illinois, Chicago, Chicago, IL, USA; Department of Mathematics, Indian Institute of Science, Bangalore, India; Department of Electrical Engineering, University of Notre Dame, Notre Dame, IN, USA; Department of Electrical Engineering, University of Notre Dame, Notre Dame, IN, USA; Department of Electrical Engineering, University of Notre Dame, Notre Dame, IN, USA",IEEE Transactions on Information Theory,"30 Nov 2004","2004","50","12","2966","2984","A class of algebraically structured quasi-cyclic (QC) low-density parity-check (LDPC) codes and their convolutional counterparts is presented. The QC codes are described by sparse parity-check matrices comprised of blocks of circulant matrices. The sparse parity-check representation allows for practical graph-based iterative message-passing decoding. Based on the algebraic structure, bounds on the girth and minimum distance of the codes are found, and several possible encoding techniques are described. The performance of the QC LDPC block codes compares favorably with that of randomly constructed LDPC codes for short to moderate block lengths. The performance of the LDPC convolutional codes is superior to that of the QC codes on which they are based; this performance is the limiting performance obtained by increasing the circulant size of the base QC code. Finally, a continuous decoding procedure for the LDPC convolutional codes is described.","1557-9654","","10.1109/TIT.2004.838370","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1362891","Circulant matrices;iterative decoding;low-density parity-check (LDPC) block codes;LDPC convolutional codes;LDPC codes;message-passing;quasi-cyclic (QC) codes","Parity check codes;Convolutional codes;Sparse matrices;Iterative decoding;Block codes;AWGN;Signal to noise ratio;Very large scale integration;Convolution;Bit error rate","","457","104","32","IEEE","30 Nov 2004","Dec. 2004","","IEEE","IEEE Journals"
"Serial concatenation of LDPC codes and differential modulations","M. Franceschini; G. Ferrari; R. Raheli; A. Curtoni","Dipartimento di Ingegneria dellInformazione, University of Parma, Parma, Italy; Dipartimento di Ingegneria dellInformazione, University of Parma, Parma, Italy; Dipartimento di Ingegneria dellInformazione, University of Parma, Parma, Italy; Selta S.p.A., Cadeo, Italy",IEEE Journal on Selected Areas in Communications,"6 Sep 2005","2005","23","9","1758","1768","In this paper, we consider serially concatenated schemes with outer novel and efficient low-density parity-check (LDPC) codes and inner modulations effective against channel impairments. With a pragmatic approach, we show how to design LDPC codes tailored for simple and robust modulation formats, such as differentially encoded (DE) modulations. The LDPC codes are optimized through the use of a recently proposed analysis technique based on extrinsic information transfer (EXIT) charts. In particular, we optimize, through a ""clever"" random walk in the parametric space, the degree distributions of the outer LDPC codes, obtaining significant insights on the impact of such distributions on the performance of the proposed concatenated schemes. The optimization is carried out for transmission over both the additive white Gaussian noise channel and a noncoherent channel. The performance predicted by the EXIT chart-based optimization is confirmed by results obtained via computer simulations, considering phase-shift keying and quadrature amplitude modulation at the transmitter side, and iterative demodulation/decoding at the receiver side. The significance of the proposed optimized design of LDPC-coded schemes with DE modulations is validated by the fact that standard nonoptimized LDPC codes perform poorly when used together with inner DE modulations.","1558-0008","","10.1109/JSAC.2005.853797","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1504909","Differential modulations;extrinsic information transfer (EXIT) charts;iterative decoding;low-density parity-check (LDPC) codes;LDPC code design;LDPC-coded modulations;serial concatenations","Parity check codes;Modulation coding;Concatenated codes;Robustness;Information analysis;Additive white noise;Computer simulation;Phase shift keying;Quadrature amplitude modulation;Transmitters","","43","7","34","IEEE","6 Sep 2005","Sept. 2005","","IEEE","IEEE Journals"
"Analog Iterative LDPC Decoder Based on Margin Propagation","C. Kong; S. Chakrabartty","Department of Electrical and Computer Engineering, University of Illinois, Urbana, IL, USA; Department of Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA",IEEE Transactions on Circuits and Systems II: Express Briefs,"17 Dec 2007","2007","54","12","1140","1144","A margin propagation (MP) algorithm that can be used for implementing analog decoders for low-density parity check (LDPC) codes is presented. Unlike conventional sum-product analog decoders that rely on translinear operation of transistors, MP decoders use addition, subtraction and threshold operations, and therefore can be mapped onto different analog circuit topologies (current-mode, charge-mode, or nonelectronic circuits). This brief describes salient properties of the MP decoding algorithm and compares its performance to the sum-product and the min-sum (MS) decoding algorithms. Simulation results demonstrate that MP based LDPC decoders achieve nearly an identical bit error rate performance as their sum-product counterparts and achieve superior performance as compared to the MS decoding algorithm. Results presented in this brief also demonstrate that, when messages in LDPC decoding are corrupted by additive noise, the MP decoding algorithm delivers superior performance compared to its sum-product and MS counterparts.","1558-3791","","10.1109/TCSII.2007.906190","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4358645","Analog decoding;error-control coding;low-density parity check (LDPC);margin propagation;reverse water filling;Analog decoding;error-control coding;low-density parity check (LDPC);margin propagation;reverse water filling","Parity check codes;Iterative decoding;MOSFETs;Bit error rate;Iterative algorithms;Analog circuits;Circuit simulation;Hardware;Approximation algorithms;Analog computers","","9","","21","IEEE","17 Dec 2007","Dec. 2007","","IEEE","IEEE Journals"
"Structured LDPC codes for high-density recording: large girth and low error floor","J. Lu; J. M. F. Moura","Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, USA; Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, USA",IEEE Transactions on Magnetics,"23 Jan 2006","2006","42","2","208","213","High-rate low-density parity-check (LDPC) codes are the focus of intense research in magnetic recording because, when decoded by the iterative sum-product algorithm, they show decoding performance close to the Shannon capacity. However, cycles, especially short cycles, are harmful to LDPC codes. The paper describes the partition-and-shift LDPC (PS-LDPC) codes, a new class of regular, structured LDPC codes that can be designed with large girth and arbitrary large minimum distance. Large girth leads to more efficient iterative decoding and codes with better error-floor properties than random LDPC codes. PS-LDPC codes can be designed for any desired column weight and with flexible code rates. The paper details the girth and distance properties of the codes and their systematic construction and presents analytical and simulation performance results that show that, in the high signal-to-noise ratio region, PS-LDPC codes outperform random codes, alleviating the error floor phenomenon.","1941-0069","","10.1109/TMAG.2005.861748","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1580676","Girth;LDPC code","Parity check codes;Iterative decoding;Floors;Magnetic recording;Computer errors;Sum product algorithm;Performance analysis;Signal analysis;Analytical models;Signal to noise ratio","","46","1","11","IEEE","23 Jan 2006","Feb. 2006","","IEEE","IEEE Journals"
"Partition-and-shift LDPC codes","Jin Lu; J. M. F. Moura","Sun Microsystems, Inc., Lafayette, CO, USA; Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, USA",IEEE Transactions on Magnetics,"17 Oct 2005","2005","41","10","2977","2979","This paper describes a new type of regular structured low-density parity-check (LDPC) code: the partition-and-shift LDPC (PS-LDPC) code. PS-LDPC codes can be easily designed to have large girth. The code construction is simple to explain: we divide the bit and check nodes in the Tanner graph into subsets and connect nodes in these subsets according to a set of parameters called shifts. We derive a general theorem on the shifts to prevent cycles that are harmful to LDPC decoding. This theorem provides a methodology to design PS-LDPC codes with arbitrary column weight j and large girth g. Simulation results over EPR4 channels demonstrate the good bit-error rate performance of PS-LDPC codes.","1941-0069","","10.1109/TMAG.2005.854446","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1519179","Error floor;girth;low-density parity-check (LDPC)","Parity check codes;USA Councils;Magnetic recording;Sun;Design methodology;Bit error rate;Floors;Iterative decoding;Sum product algorithm;Bipartite graph","","14","","10","IEEE","17 Oct 2005","Oct. 2005","","IEEE","IEEE Journals"
