"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Counting Short Cycles of Quasi Cyclic Protograph LDPC Codes","M. Karimi; A. H. Banihashemi","Department of Systems and Computer Engineering, Carleton University, Ottawa, ONT, Canada; Department of Systems and Computer Engineering, Carleton University, Ottawa, ONT, Canada",IEEE Communications Letters,"9 Mar 2012","2012","16","3","400","403","An efficient method for counting short cycles in the Tanner graphs of quasi cyclic (QC) protograph low-density parity-check (LDPC) codes is presented. The method is based on the relationship between the number of short cycles in the graph and the eigenvalues of the directed edge matrix of the graph. We demonstrate that for a QC protograph LDPC code, the complexity of computing such eigenvalues can be reduced significantly by representing the directed edge matrix as a block circulant matrix. Numerical results are presented to show the lower complexity of the proposed method compared to the existing algorithms for counting short cycles. These results also reveal that QC LDPC codes on average have a superior short cycle and girth distribution compared to similar randomly constructed codes.","1558-2558","","10.1109/LCOMM.2012.020212.112311","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6150653","Low-density parity-check (LDPC) codes;quasi cyclic (QC) LDPC codes;protograph LDPC codes;girth;short cycles;short cycle distribution;girth distribution;counting short cycles","Parity check codes;Eigenvalues and eigenfunctions;Complexity theory;IEEE 802.11 Standards;Labeling;Symmetric matrices;Bipartite graph","","30","","20","IEEE","10 Feb 2012","March 2012","","IEEE","IEEE Journals"
"Turbo Equalization Effect for Nonbinary LDPC Code in BPM R/W Channel","Y. Nakamura; Y. Bandai; Y. Okamoto; H. Osawa; H. Aoi; H. Muraoka","Graduate School of Science and Engineering, Ehime University, Matsuyama, Japan; Graduate School of Science and Engineering, Ehime University, Matsuyama, Japan; Graduate School of Science and Engineering, Ehime University, Matsuyama, Japan; Graduate School of Science and Engineering, Ehime University, Matsuyama, Japan; The Research Institute of Electrical Communication, University of Tohoku, Sendai, Japan; The Research Institute of Electrical Communication, University of Tohoku, Sendai, Japan",IEEE Transactions on Magnetics,"18 Oct 2012","2012","48","11","4602","4605","It is expected for the nonbinary low-density parity-check (LDPC) coding and iterative decoding system to introduce the turbo equalization in order to enhance the error correction ability in the bit-patterned medium (BPM) R/W channel. In this paper, we investigate the effect of the turbo equalization on the bit-error rate (BER) performance of nonbinary LDPC coding and iterative decoding system over Galois filed GF(28) in BPM R/W channel with write-error at an areal recording density of 2 Tbit/inch2 considering the coding rate loss. The performance of turbo equalization using the nonbinary LDPC coding and iterative decoding system is evaluated by computer simulation, and it is compared to that without turbo equalization. The results show that the nonbinary LDPC and iterative decoding system with the turbo equalization has the larger write-margin compared to that without turbo equalization.","1941-0069","","10.1109/TMAG.2012.2194989","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6332861","Bit-patterned media (BPM);nonbinary low-density parity-check (LDPC) code;turbo equalization","Encoding;Decoding;Iterative decoding;Magnetic recording;Bit error rate;Magnetic heads","","6","","13","IEEE","18 Oct 2012","Nov. 2012","","IEEE","IEEE Journals"
"Nonbinary LDPC Code Decoder Architecture With Efficient Check Node Processing","K. He; J. Sha; Z. Wang","Institute of VLSI Design, School of Electronic Science and Engineering, Nanjing University, Nanjing, China; Institute of VLSI Design, School of Electronic Science and Engineering, Nanjing University, Nanjing, China; Broadcom Corporation, Irvine, CA, USA",IEEE Transactions on Circuits and Systems II: Express Briefs,"12 Jun 2012","2012","59","6","381","385","Nonbinary low-density parity-check (NB-LDPC) codes are an extension of binary LDPC codes with significantly better performance. Although various kinds of low-complexity iterative decoding algorithms have been proposed, the VLSI implementation of NB-LDPC decoders still remains a big challenge due to its high complexity and long latency. In this brief, a highly efficient check node processing scheme, which the processing delay greatly reduced, is proposed for Min-max decoding algorithm. Thereafter, an efficient check node unit (CNU) can be designed. Compared with previous works, the latency of the CNU could be reduced to less than 52%. In addition, a decoder for a (620, 310) NB-LDPC code is designed to demonstrate the efficiency of the presented techniques.","1558-3791","","10.1109/TCSII.2012.2195058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6204079","Low-density parity-check (LDPC) codes;min–max decoding;nonbinary;VLSI design","Decoding;Computer architecture;Vectors;Iterative decoding;Complexity theory;Algorithm design and analysis","","9","","13","IEEE","23 May 2012","June 2012","","IEEE","IEEE Journals"
"Cyclic and Quasi-Cyclic LDPC Codes on Constrained Parity-Check Matrices and Their Trapping Sets","Q. Huang; Q. Diao; S. Lin; K. Abdel-Ghaffar","School of Electronic and Information Engineering, Beihang University, Beijing, China; Department of Electrical and Computer Engineering, University of California, Davis, CA, USA; Department of Electrical and Computer Engineering, University of California, Davis, CA, USA; Department of Electrical and Computer Engineering, University of California, Davis, CA, USA",IEEE Transactions on Information Theory,"18 Apr 2012","2012","58","5","2648","2671","This paper is concerned with construction and structural analysis of both cyclic and quasi-cyclic codes, particularly low-density parity-check (LDPC) codes. It consists of three parts. The first part shows that a cyclic code given by a parity-check matrix in circulant form can be decomposed into descendant cyclic and quasi-cyclic codes of various lengths and rates. Some fundamental structural properties of these descendant codes are developed, including the characterization of the roots of the generator polynomial of a cyclic descendant code. The second part of the paper shows that cyclic and quasi-cyclic descendant LDPC codes can be derived from cyclic finite-geometry LDPC codes using the results developed in the first part of the paper. This enlarges the repertoire of cyclic LDPC codes. The third part of the paper analyzes the trapping set structure of regular LDPC codes whose parity-check matrices satisfy a certain constraint on their rows and columns. Several classes of finite-geometry and finite-field cyclic and quasi-cyclic LDPC codes with large minimum distances are shown to have no harmful trapping sets of size smaller than their minimum distances. Consequently, their error-floor performances are dominated by their minimum distances.","1557-9654","","10.1109/TIT.2011.2179842","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6135499","Circulant decomposition;cyclic code;finite-geometry (FG) code;low-density parity-check (LDPC) code;orthogonal parity-check sums;quasi-cyclic (QC) code;row–column (RC)-constrained LDPC code;trapping set","Parity check codes;Arrays;Generators;Polynomials;Null space;Matrix decomposition;Decoding","","92","","84","IEEE","23 Jan 2012","May 2012","","IEEE","IEEE Journals"
"Interleaved Product LDPC Codes","M. Baldi; G. Cancellieri; F. Chiaraluce","Dipartimento di Ingegneria dellInformazione, Università Politecnica delle Marche, Ancona, Italy; Dipartimento di Ingegneria dellInformazione, Università Politecnica delle Marche, Ancona, Italy; Dipartimento di Ingegneria dellInformazione, Università Politecnica delle Marche, Ancona, Italy",IEEE Transactions on Communications,"12 Apr 2012","2012","60","4","895","901","Product LDPC codes take advantage of LDPC decoding algorithms and the high minimum distance of product codes. We propose to add suitable interleavers to improve the waterfall performance of LDPC decoding. Interleaving also reduces the number of low weight codewords, that gives a further advantage in the error floor region.","1558-0857","","10.1109/TCOMM.2012.030712.100173","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6168203","Product codes;LDPC codes;Interleavers","Product codes;Encoding;Algorithm design and analysis;Iterative decoding;Decoding;Arrays","","18","","20","IEEE","12 Mar 2012","April 2012","","IEEE","IEEE Journals"
"Construction of Binary LDPC Convolutional Codes Based on Finite Fields","L. Mu; X. Liu; C. Liang","Department of Electronic and Communications Engineering, Sun Yat-sen University, Guangzhou, China; Department of Electronic and Communications Engineering, Sun Yat-sen University, Guangzhou, China; Department of Electronic and Communications Engineering, Sun Yat-sen University, Guangzhou, China",IEEE Communications Letters,"11 Jun 2012","2012","16","6","897","900","Using a finite field approach, a novel algebraic construction of low-density parity-check (LDPC) convolutional codes with fast encoding property is proposed. According to the matrices of quasi-cyclic (QC) codes constructed based on the multiplicative groups of finite fields and the algebraic property that a binary circulant matrix is isomorphic to a finite ring, we first generate a polynomial-form parity-check matrix of an LDPC convolutional code under a given rate over a given finite field. Then some related modifications are made upon the original polynomial-form matrix to obtain the new one with fast encoding property. Simulation results show that the proposed LDPC convolutional codes have good performance with the iterative belief propagation decoding algorithm.","1558-2558","","10.1109/LCOMM.2012.040912.112352","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6185512","Finite fields;low-density parity-check (LDPC) convolutional codes;fast encoding;belief propagation","Parity check codes;Convolutional codes;Block codes;Polynomials;Simulation;Bit error rate","","6","","6","IEEE","17 Apr 2012","June 2012","","IEEE","IEEE Journals"
"EXIT-Aided Bit Mapping Design for LDPC Coded Modulation with APSK Constellations","T. Cheng; K. Peng; J. Song; K. Yan","Tsinghua National Laboratory for Information Science and Technology (TNList), Department of Electronic Engineering, Tsinghua University, Beijing, China; Tsinghua National Laboratory for Information Science and Technology (TNList), Department of Electronic Engineering, Tsinghua University, Beijing, China; Tsinghua National Laboratory for Information Science and Technology (TNList), Department of Electronic Engineering, Tsinghua University, Beijing, China; Tsinghua National Laboratory for Information Science and Technology (TNList), Department of Electronic Engineering, Tsinghua University, Beijing, China",IEEE Communications Letters,"11 Jun 2012","2012","16","6","777","780","In this paper, the bit mapping technique is applied to the low-density parity-check (LDPC) coded modulation system with Gray-APSK constellations for the first time. A multi-grid searching algorithm (MGSA) based on extrinsic information transfer (EXIT) chart analysis is first proposed to optimize the bit mapping distribution, after which a low-complexity bit mapper consisting of a structural bit interleaver and a demultiplexer (DEMUX) is devised. Compared to the LDPC coded QAM system specified in DVB-T2, the proposed APSK system with the optimized DEMUX can achieve up to 0.83dB gain under additive white Gaussian noise (AWGN) channel.","1558-2558","","10.1109/LCOMM.2012.041112.112436","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6188493","Bit mapping;LDPC;Gray-APSK;EXIT","Parity check codes;Bit error rate;Digital video broadcasting;Signal to noise ratio;Decoding;Quadrature amplitude modulation","","33","","12","IEEE","20 Apr 2012","June 2012","","IEEE","IEEE Journals"
"LDPC-Based Lossless Compression of Nonstationary Binary Sources Using Sliding-Window Belief Propagation","Y. Fang","College of Information Engineering, Northwest Agriculture and Forestry University, Yangling, Shaanxi, China",IEEE Transactions on Communications,"29 Nov 2012","2012","60","11","3161","3166","Low-density parity-check (LDPC) codes have been used to implement lossless distributed or conventional source coding. However, block-wise LDPC codes are difficult to adapt to varying source statistics as traditional symbol-wise entropy coding techniques. In this paper, we propose the sliding-window belief propagation (SWBP) algorithm which is able to simultaneously recover the source and refine the estimate of varying source statistics. The SWBP is easy to implement and performs well in simulations.","1558-0857","","10.1109/TCOMM.2012.080212.110108A","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6266765","Lossless source coding;LDPC;belief propagation;correlation estimation;Slepian-Wolf coding","Decoding;Standards;Belief propagation;Entropy;Complexity theory;Parity check codes;Probability","","17","","17","IEEE","13 Aug 2012","November 2012","","IEEE","IEEE Journals"
"Joint Shortening and Puncturing Optimization for Structured LDPC Codes","Y. Wei; Y. Yang; M. Jiang; W. Chen; L. Wei","Department of Electronic Engineering, Shanghai Jiaotong University, Shanghai, China; Department of Electronic Engineering, Shanghai Jiaotong University, Shanghai, China; National Mobile Communications Research Laboratory, South East University, Nanjing, China; Department of Electronic Engineering, Shanghai Jiaotong University, Shanghai, China; Department of Electronic Engineering, Shanghai Jiaotong University, Shanghai, China",IEEE Communications Letters,"12 Dec 2012","2012","16","12","2060","2063","The demand for flexible broadband wireless services makes the pruning technique, including both shortening and puncturing, an indispensable component of error correcting codes. The analysis of the pruning process for structured low-density parity-check (LDPC) codes can be considerably simplified with their equivalent representations through base-matrices or protographs. In this letter, we evaluate the thresholds of the pruned base-matrices by using protograph based on extrinsic information transfer (PEXIT). We also provide an efficient method to optimize the pruning patterns, which can significantly improve the thresholds of both the full-length patterns and the sub-patterns. Numerical results show that the structured LDPC codes pruned by the improved patterns outperform those with the existing patterns.","1558-2558","","10.1109/LCOMM.2012.101712.122145","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6336859","LDPC codes;shortening;puncturing;protograph;PEXIT","Parity check codes;IEEE 802.11n Standard;Optimized production technology;IEEE 802.16 Standards;Simulation","","11","1","21","IEEE","22 Oct 2012","December 2012","","IEEE","IEEE Journals"
"A PEG Construction of Finite-Length LDPC Codes with Low Error Floor","S. Khazraie; R. Asvadi; A. H. Banihashemi","Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran; Department of Electrical and Computer Engineering, K. N. Toosi University of Technology, Tehran, Iran; Broadband Communications and Wireless Systems (BCWS) Center, Department of Systems and Computer Engineering, Carleton University, Ottawa, ONT, Canada",IEEE Communications Letters,"15 Aug 2012","2012","16","8","1288","1291","The progressive-edge-growth (PEG) algorithm of Hu et al. is modified to improve the error floor performance of the constructed low-density parity-check (LDPC) codes. To improve the error floor, the original PEG algorithm is equipped with an efficient algorithm to find the dominant elementary trapping sets (ETS's) that are added to the Tanner graph of the under-construction code by the addition of each variable node and its adjacent edges. The aim is to select the edges, among the candidates available at each step of the original PEG algorithm, that prevent the creation of dominant ETS's. The proposed method is applicable to both regular and irregular variable node degree distributions. Simulation results are presented to demonstrate the superior ETS distribution and error floor performance of the constructed codes compared to similar codes constructed by the original and other modifications of the PEG algorithm.","1558-2558","","10.1109/LCOMM.2012.060112.120844","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6211373","Low density parity-check (LDPC) codes;trapping sets;elementary trapping sets;error floor;progressive edge growth (PEG) algorithm;code construction","Parity check codes;Charge carrier processes;Bit error rate;Accuracy;Simulation;Algorithm design and analysis;Search problems","","35","","11","IEEE","4 Jun 2012","August 2012","","IEEE","IEEE Journals"
