"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Implementation for JSCC Scheme Based on QC-LDPC Codes","L. Ma; C. W. Sham; J. Zhan; F. C. M. Lau","School of Computer Science, The University of Auckland, Auckland, New Zealand; School of Computer Science, The University of Auckland, Auckland, New Zealand; Department of Electronic and Information Engineering, The Hong Kong Polytechnic University, Hong Kong; Department of Electronic and Information Engineering, The Hong Kong Polytechnic University, Hong Kong",2022 IEEE 11th Global Conference on Consumer Electronics (GCCE),"18 Jan 2023","2022","","","292","295","In this paper, we explored the feasibility of implementing a JSCC system using LDPC codes in an FPGA. QC-LDPC codes were employed instead of normal LDPC codes. Also, 6-bit quantization has been applied in the proposed system. The performance test and the synthesized logic usage confirmed the implementation.","2378-8143","978-1-6654-9232-4","10.1109/GCCE56475.2022.10014340","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10014340","JSCC;joint source-channel coding;QC-LDPC;FPGA","Quantization (signal);Parity check codes;Field programmable gate arrays;Consumer electronics","","","","30","IEEE","18 Jan 2023","18-21 Oct. 2022","18-21 Oct. 2022","IEEE","IEEE Conferences"
"Implicit Globally-Coupled LDPC Codes Using Free-Ride Coding","X. Ma; Q. Wang; M. Xie; S. Cai","School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Guangzhou, China; School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China; School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China",2022 IEEE Wireless Communications and Networking Conference (WCNC),"16 May 2022","2022","","","1117","1122","In this paper, we present a new construction of the globally-coupled LDPC (GC-LDPC) codes, referred to as implicit GC-LDPC codes, where the additional global parity-check bits are transmitted using the free-ride coding. The presented GC-LDPC codes have the same rates as the component LDPC codes, avoiding the rate reduction caused by the global parity checks for the conventional GC-LDPC codes. Moreover, the encoders of the component LDPC codes are reusable in the presented GC-LDPC codes, a distinguished feature as compared with the conventional GC-LDPC codes. The simulation results show that the proposed implicit GC-LDPC codes can improve the performance of the component LDPC codes, yielding extra coding gain of up to 0.7 dB (with (3,6)-regular LDPC codes as the component codes) and 0.5 dB (with IEEE 802.16e LDPC codes as the component codes).","1558-2612","978-1-6654-4266-4","10.1109/WCNC51071.2022.9771931","Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9771931","Free-ride codes;globally-coupled LDPC (GC-LDPC) codes;LDPC codes","Simulation;Conferences;Parity check codes;Encoding;IEEE 802.16 Standard;Decoding;Complexity theory","","6","","16","IEEE","16 May 2022","10-13 April 2022","10-13 April 2022","IEEE","IEEE Conferences"
"Performance Evaluation of Bit-Flipping Based Algorithms for LDPC Convolutional Codes","O. Laouar; I. Amamra; N. Derouiche","Dept. Electrical Engineering, Lab.RES ICT Team, 20th August 1955 University of Skikda, Algeria; Dept. Electrical Engineering, Lab.RES ICT Team, 20th August 1955 University of Skikda, Algeria; Dept. Electrical Engineering, Lab.RES ICT Team, 20th August 1955 University of Skikda, Algeria","2022 19th International Multi-Conference on Systems, Signals & Devices (SSD)","28 Nov 2022","2022","","","15","20","It has previously been shown that ensembles of terminated LDPC convolutional codes (LDPC-CC) have an error performance comparable to that of their counterparts LDPC codes. Also they are capable of achieving capacity approaching performance with iterative message-passing decoding on the AWGN channel. In terms of complexity, throughput and latency of iterative decoding algorithms, various interesting tradeoffs have been compared between the two different types of codes. In this paper, we review Bit-Flipping (BF) decoding algorithm and its variants. We adapt BF, WBF (Weighted Bit-Flipping), MWBF (Improved Weighted Bit-Flipping) and IRRWBF (Implementation-Efficient Reliability Ratio-based WBF) decoding variants, in order to evaluate the bit error rate (BER) performance of LDPC-CCs. Extensive computer simulations and comparisons are provided to demonstrate the efficiency of LDPC-CCs and the differences between the considered variants of BF decoding algorithm.","2474-0446","978-1-6654-7108-4","10.1109/SSD54932.2022.9955830","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9955830","low-density parity-check (LDPC) codes;LDPC convolutional codes (LDPC-CCs);bit-flipping (BF);WBF;IWBF;IRRWBF;Signal-to-Noise Ratio (SNR)","Convolutional codes;Performance evaluation;Bit error rate;Throughput;Complexity theory;Error correction codes;Reliability","","3","","12","IEEE","28 Nov 2022","6-10 May 2022","6-10 May 2022","IEEE","IEEE Conferences"
"Construction Methods and Performance Evaluation of Regular LDPC Convolutional Codes","O. Laouar; N. Derouiche; I. Amamra","Laboratoire de Recherche en Electronique de Skikda (LRES), Université 20 Aout 1955, Skikda, Algeria; Laboratoire de Recherche en Electronique de Skikda (LRES), Université 20 Aout 1955, Skikda, Algeria; Laboratoire de Recherche en Electronique de Skikda (LRES), Université 20 Aout 1955, Skikda, Algeria",2021 International Conference on Information Systems and Advanced Technologies (ICISAT),"20 Jan 2022","2021","","","1","7","In this paper, we present three construction methods of systematic regular LDPC-CCs based on randomly or algebraically structured sparse matrices. We provide an overview of LDPC-CCs and compares between Gallager’s, Mackay-Neal and Quasi-Cyclic (QC) construction methods, which are a good choice for many wireless applications due to their errors correction efficiency and low decoding complexity. At a rate-1/2, for the same size of the parity matrix to obtain the same encoding and decoding complexity, and using the Bit Flipping (BF) decoding algorithm over Additive White Gaussian Noise (AWGN) channel, we simulated the BER performance of a (3,6) regular LDPC convolutional codes, where the results showed that Gallager’s construction method (random) outperforms Mackay-Neal and QC ones.","","978-1-6654-7824-3","10.1109/ICISAT54145.2021.9678497","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9678497","LDPC block codes (LDPC-BCs);LDPC convolutional codes (LDPC-CCs);Gallager;Mackay-Neal;Quasicyclic (QC)","Convolutional codes;Wireless communication;Performance evaluation;Systematics;Simulation;Parity check codes;Decoding","","","","12","IEEE","20 Jan 2022","27-28 Dec. 2021","27-28 Dec. 2021","IEEE","IEEE Conferences"
"Performance Balanced General Decoder Design for QC-LDPC Codes Using Vivado HLS","B. Wang; J. Kang; Y. Zhu","School of Computer Science and Technology, University of Chinese Academy of Sciences, Beijing, China; School of Computer Science and Technology, University of Chinese Academy of Sciences, Beijing, China; National Science Space Center, Chinese Academy of Sciences, Beijing, China",2021 IEEE 11th International Conference on Electronics Information and Emergency Communication (ICEIEC)2021 IEEE 11th International Conference on Electronics Information and Emergency Communication (ICEIEC),"30 Jun 2021","2021","","","26","30","Field-programmable gate array are frequently used to implement high-speed Low-density Parity-check (LDPC) decoders. The conventional practice is to develop a register transfer level (RTL) description of a digital circuit, which requires considerable simulation and verification, resulting in a long development cycle. High-level synthesis (HLS) tools significantly accelerate the hardware design process by using software programming languages such as C/C++. Well optimized code can be synthesized by the HLS tools into efficient hardware circuits. In this paper, we designed a Xilinx FPGA-based LDPC decoder using Vivado HLS. The decoder takes advantage of the cyclic shift of the submatrix in the parity check matrix of the quasi-cyclic LDPC (QC-LDPC) codes and uses a wide-pipeline architecture to process one row/column of all non-zero submatrices per clock cycle, with decoding throughput of hundreds of Mbps. By using different arrays to store data on multiple diagonals in a submatrix can easily avoid the performance bottleneck caused by access conflicts. In addition, the decoder has strong generality and flexibility, which has a high practical value.","2377-844X","978-1-6654-0385-6","10.1109/ICEIEC51955.2021.9463813","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463813","QC-LDPC;LDPC decoder;high-level synthesis;FPGA","Phase change materials;Conferences;Computer architecture;Tools;Throughput;Parity check codes;Hardware","","3","","14","IEEE","30 Jun 2021","18-20 June 2021","18-20 June 2021","IEEE","IEEE Conferences"
"Partial Product-LDPC Codes Without Rate Loss","Q. Wang; S. Cai; F. Meng; L. Chen; X. Ma","School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China; School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China; School of Systems Science and Engineering, Sun Yat-sen University, Guangzhou, China; School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China; School of Computer Science and Engineering, Sun Yat-sen University, Guangzhou, China",2022 IEEE/CIC International Conference on Communications in China (ICCC),"22 Sep 2022","2022","","","208","213","In this paper, we present a new construction of product codes, where all rows of the information array are encoded using the low-density parity-check (LDPC) codes while only partial columns of the information array are encoded using the algebraic codes. Also distinguished from the conventional product codes, the actual code rates of the presented partial product codes are the same as those of the row component LDPC codes, without any rate loss. This is achieved by using the free-ride coding to transmit the additional column checks along with the LDPC codewords. For decoding, an iterative decoding algorithm, which is scheduled as free-ride decoding, row decoding and column decoding, is proposed. At the column decoding stage, the messages associated with those successfully decoded columns are hardened and exploited to improve the free-ride decoding and the row decoding. By assuming a binary symmetric channel model after row decoding, we present an approximated bound on the word error rate (WER) of the doubly-protected (by both the row code and the column code) information bits. To predict the performance of the proposed codes, a genie aided (GA) lower bound derived from the original LDPC coded system with partial known bits is presented. These bounds and the simulation results reveal that the presented product-LDPC codes can have a significant performance improvement over the row component LDPC codes (about one dB at the WER of 10–5). They also reveal that the presented product-LDPC codes can have a flexible trade off between the error-floor and the waterfall performances, by using different row codes and column codes.","2377-8644","978-1-6654-8480-0","10.1109/ICCC55456.2022.9880620","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880620","Free-ride codes;LDPC codes;product codes","Codes;Product codes;Simulation;Propagation losses;Encoding;Decoding;Performance analysis","","3","","13","IEEE","22 Sep 2022","11-13 Aug. 2022","11-13 Aug. 2022","IEEE","IEEE Conferences"
"Design of 4-cycles Free Short-length LDPC Codes Based on the Kirkman Triple Systems","D. Guo; Y. Feng; C. Li","School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, China",2022 IEEE/CIC International Conference on Communications in China (ICCC Workshops),"4 Oct 2022","2022","","","298","303","Short-length codes may play a crucial role in delay-sensitive scenarios. Low-density parity-check (LDPC) codes, as a class of Shannon limit approaching codes, perform well with long code length. However, the design of short-length LDPC codes with good performance is still challenging. This paper investigates the construction of short-length LDPC codes based on the combinatorial design theory. Specifically, Kirkman triple systems (KTS), as a type of balanced incomplete block design (BIBD) techniques, are used to construct the parity-check matrices of LDPC codes, which are guaranteed to be 4-cycles free. Some other properties of such designed LDPC codes are also investigated. For instance, a lower bound on the girth, the code rate and minimum code distance. The simulation results show that the designed short-length LDPC codes based on KTS outperform that of randomly constructed ones.","2474-9133","978-1-6654-5977-8","10.1109/ICCCWorkshops55477.2022.9896662","National Science Foundation of China (NSFC)(grant numbers:61901534); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9896662","LDPC codes;Kirkman triple systems;balanced incomplete block design","Simulation;Conferences;Parity check codes","","","","19","IEEE","4 Oct 2022","11-13 Aug. 2022","11-13 Aug. 2022","IEEE","IEEE Conferences"
"LDPC-Coded Spectrally Efficient FDM System with Iterative Decoder","M. Guo; L. Quan","Technology Group Corporation, The 54th Research Institute of China Electronics, Shijiazhuang, China; Technology Group Corporation, The 54th Research Institute of China Electronics, Shijiazhuang, China",2021 IEEE 6th International Conference on Computer and Communication Systems (ICCCS),"21 Jun 2021","2021","","","594","598","In this paper, low-density parity-check (LDPC) codes are applied in spectrally efficient frequency-division multiplexing (SEFDM) with iterative decoder to eliminate the influence from inter-carrier interference (ICI). SEFDM has higher spectral efficiency than orthogonal frequency-division multiplexing (OFDM) by compressing the subcarrier spacing. This self-induced ICI is eliminated by LDPC codes and iterative decoder. The SEFDM scheme analyzed in this paper is not limited by subcarrier number and modulation order because the ICI cancellation scheme has relatively low computational complexity. With LDPC codes, the iterative-SEFDM scheme supports QPSK, 16QAM, 64QAM and 256QAM modulation formats. To the best of our knowledge, the SEFDM scheme with high-order 256QAM modulation is first demonstrated. With bandwidth compression and effective ICI cancellation, LDPC-coded iterative-SEFDM can achieve better bit error rate performance than its counterpart LDPC-coded OFDM at the same spectral efficiency.","","978-1-6654-1256-8","10.1109/ICCCS52626.2021.9449195","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9449195","low-density parity check (LDPC);spectrally efficient frequency-division multiplexing (SEFDM);iterative decoder;inter-carrier interference (ICI);high-order modulation","Phase shift keying;Spectral efficiency;OFDM;Bit error rate;Modulation;Interference;Bandwidth","","5","","27","IEEE","21 Jun 2021","23-26 April 2021","23-26 April 2021","IEEE","IEEE Conferences"
"A New Transmission Scheme for Additional Bits with Rotated LDPC Coded Signals","J. Sun; H. Liu; X. Ma",NA; NA; NA,2021 IEEE Wireless Communications and Networking Conference (WCNC),"5 May 2021","2021","","","1","5","In this work, a new coding scheme is proposed for transmitting additional bits along with low-density parity-check (LDPC) coded data at no expense of bandwidth or transmission power. At the transmitter, the LDPC coded bits are first flipped in a random-like way specified by the additional bits and then mapped into a sequence of two-dimensional signals. The modulated sequence is then partitioned into several groups, each of which is rotated by an angle that is also specified by the additional bits, resulting in a sequence of transmitted signals. At the receiver, the additional bits are detected by a serial list decoding algorithm with an early stopping criterion. Then, by removing the effect of the additional bits, the LDPC coded data can be decoded as usual. Simulation results show that, for a rate-1/2 LDPC code of length 8064, up to twenty-four additional bits can be reliably transmitted along with LDPC coded QPSK signaling.","1558-2612","978-1-7281-9505-6","10.1109/WCNC49053.2021.9417597","Science and Technology Planning Project of Guangdong Province; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9417597","Additional bits;LDPC codes;list decoding;rotated signal constellations","Phase shift keying;Constellation diagram;Transmitters;Simulation;System performance;Receivers;Parity check codes","","3","","7","IEEE","5 May 2021","29 March-1 April 2021","29 March-1 April 2021","IEEE","IEEE Conferences"
"Performance Evaluation of Burst Error Correction by LDPC Coding and Iterative Decoding System in Magnetic Tape Drive Using a BaFe Magnetic Tape","Y. Nakamura; T. Akamatsu; M. Nishikawa; Y. Okamoto","Graduate School of Science and Engineering, Ehime University, Matsuyama, Japan; Graduate School of Science and Engineering, Ehime University, Matsuyama, Japan; Graduate School of Science and Engineering, Ehime University, Matsuyama, Japan; Graduate School of Science and Engineering, Ehime University, Matsuyama, Japan",2022 IEEE 33rd Magnetic Recording Conference (TMRC),"25 Oct 2022","2022","","","1","2","The tolerance for burst error of the interleaved low-density parity-check (LDPC) code is evaluated with the cross-interleaved Reed-Solomon code (CIRC) in the magnetic tape drive using a BaFe magnetic tape. We evaluate the interleaved LDPC coding and iterative decoding system with burst error detector (LDPC-BD) system by required signal-to-noise ratio (SNR) to achieve “No errors” for the burst-like deterioration such as media defects to the CIRC with erasure error correction (CIRC-EC) system by computer simulation. The results clarify that the LDPC-BD system tolerates the longer burst error than the CIRC-EC system. In addition, they also clarified that the LDPC-BD system achieves “No errors” with the 3.0-4.5 dB lower SNR than the CIRC-EC system.","","978-1-6654-8906-5","10.1109/TMRC56419.2022.9918619","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9918619","Magnetic tape drive;Burst error correction;LDPC code;Iterative decoding","Reed-Solomon codes;Performance evaluation;Computer simulation;Detectors;Media;Encoding;Iterative decoding","","2","","9","IEEE","25 Oct 2022","29-31 Aug. 2022","29-31 Aug. 2022","IEEE","IEEE Conferences"
