"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Parallel decoding of LDPC convolutional codes using OpenMP and GPU","C. H. Chan; F. C. M. Lau","Department of Electronic and Information Engineering, Hong Kong Polytechnic University, Hong Kong, China; Department of Electronic and Information Engineering, Hong Kong Polytechnic University, Hong Kong, China",2012 IEEE Symposium on Computers and Communications (ISCC),"26 Jul 2012","2012","","","000225","000227","Recently, there have been different applications, namely 10GBase-T Ethernet, video broadcasting and satellite communication, utilizing low-density parity-check (LDPC) codes as the forward-error-correction codes. The main reason is that the error performance of LDPC codes can be very close to the Shannon limit. LDPC codes can be further categorized into LDPC block codes (LDPC-BCs) and LDPC convolutional codes (LDPC-CCs). It has also been discovered that LDPC-CCs usually outperform LDPC-BCs. Simulation of LDPC-BCs and LDPC-CCs can take a lot of time because the decoding algorithms are relatively complex. Fortunately, the decoding steps can be performed in parallel. In this paper, we create three different platforms for simulating the error performance of LDPC-CCs. The first two platforms are run on a Central Processing Unit (CPU) while the third one involves the use of a Graphics Processing Unit (GPU). We show that using GPU can improve the simulation speed substantially.","1530-1346","978-1-4673-2713-8","10.1109/ISCC.2012.6249298","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6249298","CPU;error performance;GPU;LDPC code;LDPC convolutional code","Graphics processing unit;Decoding;Bit error rate;Iterative decoding;Convolutional codes","","5","","8","IEEE","26 Jul 2012","1-4 July 2012","1-4 July 2012","IEEE","IEEE Conferences"
"Thresholds of precoded (3,6) LDPC codes under iterative and maximum-likelihood decodings","Huijuan Zheng; Sheng Tong","Xi'an Institute of Post and Telecommunications, China; State Key Lab. of ISN, Xidian Unviersity, China",Symposium on ICT and Energy Efficiency and Workshop on Information Theory and Security (CIICT 2012),"4 May 2013","2012","","","185","188","The technique of precoding is recently applied to low-density parity-check (LDPC) codes by Divsalar et al, resulting in precoded LDPC codes. It is shown that precoding can improve not only the iterative decoding thresholds of regular LDPC codes but also their maximum-likelihood (ML) decoding thresholds. In this paper, we consider thresholds of precoded (3,6) LDPC codes under both iterative and ML decodings. For iterative decoding, the tool of EXIT charts is employed. With the EXIT chart, thresholds of precoded (3,6) LDPC codes with different precoding ratios are obtained. It is shown that the iterative decoding threshold is reduced with the increase of the precoding ratio until the precoding ratio reaches at 0.25. When the precoding ratio is greater than 0.25, the increase of precoding ratio may impair the iterative decoding threshold. Thus, the optimal precoding ratio under iterative decoding is revealed to be 0.25, i.e., half of the information bits are to be precoded. For ML decoding analysis, we first drive the asymptotic ensemble distance spectrum of precoded (3,6) LDPC codes. Using the derived asymptotic ensemble distance spectrum along with Divsalar's simple bound, we calculate the thresholds of precoded (3,6) LDPC codes with different precoding ratios under ML decoding. It is shown that the increase of precoding ratio always leads to an improved ML decoding threshold and thus the optimal ML decoding threshold is achieved at a precoding ratio of 0.5, i.e., all information bits are to be precoded.","","978-1-84919-547-8","10.1049/cp.2012.1888","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6513860","Low-density parity-check (LDPC) codes;threshold;EXIT chart;precoder;distance spectrum","","","","","","","4 May 2013","4-5 July 2012","4-5 July 2012","IET","IET Conferences"
"Generalised Quasi-Cyclic LDPC codes based on Progressive Edge Growth Techniques for block fading channels","A. G. D. Uchôa; C. Healy; R. C. de Lamare; R. D. Souza","University of York, Heslington, York, UK; University of York, Heslington, York, UK; University of York, Heslington, York, UK; CPGEI, UTFPR, Curitiba, Parana, Brazil",2012 International Symposium on Wireless Communication Systems (ISWCS),"25 Oct 2012","2012","","","974","978","Generalised Quasi-Cyclic Root-Check LDPC codes based on Progressive Edge Growth (PEG) techniques for block-fading channels are proposed. The proposed Root-Check LDPC codes are suitable for channels under F= 3, 4 independent fadings per codeword which is a scenario that has not been previously considered. A generalised Quasi-Cyclic Root-Check structure is devised for F= 3, 4 independent fadings. The proposed PEG-based algorithm for generalised Quasi-Cyclic Root-Check LDPC codes takes into account the specific structure, and designs a parity-check matrix with a reduced number of cycles. The performance of the new codes is investigated in terms of the Frame Error Rate (FER). Numerical results show that the codes constructed by the proposed algorithm perform about 0.5dB from the theoretical limit.","2154-0225","978-1-4673-0762-8","10.1109/ISWCS.2012.6328513","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6328513","LDPC;Root-Check;PEG;Outage Probability","Parity check codes;Fading;Algorithm design and analysis;Signal to noise ratio;Phase change materials;Systematics;Vectors","","6","","13","IEEE","25 Oct 2012","28-31 Aug. 2012","28-31 Aug. 2012","IEEE","IEEE Conferences"
"High-capacity colour image watermarking using multi-dimensional Fourier transforms and semi-random LDPC codes","L. Ghouti; A. M. Andalusi","Department of Information and Computer Science, King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia; Department of Electrical Engineering, King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia",IET Conference on Image Processing (IPR 2012),"30 Aug 2012","2012","","","1","5","In this paper, we propose a colour image watermarking scheme based on the Spatio-Chromatic Fourier Transform (SCFT) with spread-spectrum signaling enhanced by error correction using semi-random low density parity check (SRLDPC) codes. The SCFT transform enables efficient use of the embedding properties of the complex Fourier representations without incurring additional computational complexity. The watermark detection is based on a statistical maximum likelihood approach using a Weibull distribution known to be well-suited for modelling the SCFT coefficients. The proposed embedding scheme is image-adaptive, and provides control over the watermark embedding strength according to the local properties of the SCFT representation of the host image. The efficiency and data hiding capacity of the proposed watermark embedding scheme are found to be greatly enhanced by the use of SR-LDPC codes. Simulation results and comparisons with colour-component Discrete Fourier Transform (DFT)-based schemes demonstrate the increased robustness of the proposed LDPC-coded, colour image watermarking algorithm against standard attacks including additive white Gaussian noise and JPEG compression.","","978-1-84919-632-1","10.1049/cp.2012.0456","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6290651","Colour Image Watermarking;Spatio-Chromatic Fourier Transform;High-Capacity Embedding;Information-Theoretic;Semi-Random LDPC Codes","","","1","","","","30 Aug 2012","3-4 July 2012","3-4 July 2012","IET","IET Conferences"
"Stochastic decoding for LDPC convolutional codes","X. -R. Lee; C. -L. Chen; H. -C. Chang; C. -Y. Lee","Department of Electronics Engineering and Institute of Electronics, National Chiao Tung University, Hsinchu, Taiwan; Department of Electronics Engineering and Institute of Electronics, National Chiao Tung University, Hsinchu, Taiwan; Department of Electronics Engineering and Institute of Electronics, National Chiao Tung University, Hsinchu, Taiwan; Department of Electronics Engineering and Institute of Electronics, National Chiao Tung University, Hsinchu, Taiwan",2012 IEEE International Symposium on Circuits and Systems (ISCAS),"20 Aug 2012","2012","","","2621","2624","Among LDPC codes, LDPC convolutional codes (LDPC-CCs) seem to be more suitable for variable length applications. However, a LDPC-CC decoder is difficult to implement for its long latency and large storage usage. The stochastic computation makes the decoding of LDPC-CCs more efficient, but the boundary effect of sliding window causes poor performance. In this paper, a stochastic LDPC-CC decoder with virtual edge compensation as well as decoder architecture is presented. The simulation results based on (491, 3, 6) time-varying LDPC-CC show that under the same signal-to-noise ratio, our proposed decoder could achieve better performance, 60% less decoding latency and 40% storage reduction compared to log-BP decoder with 10 processors.","2158-1525","978-1-4673-0219-7","10.1109/ISCAS.2012.6271843","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6271843","stochastic decoding;LDPC convolutional codes","Decoding;Parity check codes;Program processors;Algorithm design and analysis;Convolutional codes;Registers;Logic gates","","3","","11","IEEE","20 Aug 2012","20-23 May 2012","20-23 May 2012","IEEE","IEEE Conferences"
"Joint iterative decoding and MMSE-SIC VBLAST detection of LDPC coded MIMO systems","J. Bao; X. Xu; B. Jiang","Hangzhou Dianzi University, Hangzhou, Zhejiang, CN; Hangzhou Dianzi University, Hangzhou, Zhejiang, CN; School of Telecommunication Engineering, Hangzhou Dianzi University, Hangzhou, Zhejiang, China",2012 International Conference on Wireless Communications and Signal Processing (WCSP),"20 Jun 2013","2012","","","1","5","A joint iterative low-density parity-check (LDPC) decoding and minimum mean square error with successive interference cancel (MMSE-SIC) vertical-Bell laboratories layered space-time (VBLAST) detection of LDPC coded multiple input multiple output (MIMO) system is proposed in an additive white Gaussian noise (AWGN) channel. It combines the LDPC decoding with VBLAST detection into a unified iterative framework by integrity and united method. It adopts the joint iterative message processing through the VBALST detector and the variable and check nodes of LDPC decoder. So it reduces the unnecessary information loss, which usually happens in separated coding and detection MIMO systems. Simulation results show that the proposed joint LDPC coded binary phase shift keying (BPSK) MIMO schemes outperforms the contrast scheme of simple concatenation about 0.3∼0.5 dB at a bit-error-ratio (BER) of 10−5 in an AWGN channel. In addition, it only requires some rational coding and detection complexity, because it employs the sparse check matrices for encoding and applies joint processing for detection too. Therefore, the proposed joint LDPC decoding and MMSE-SIC VBLAST detection of an LDPC coded MIMO system can be efficiently applied in modern wireless digital communications for high performance.","","978-1-4673-5831-6","10.1109/WCSP.2012.6542919","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6542919","MIMO;LDPC codes;VBLAST;Iterative detection;Joint decoding and detection","Iterative decoding;Codes;MIMO;Measurement;Maximum likelihood decoding;Detection algorithms;Transmitting antennas;Complexity theory;Receiving antennas;Binary phase shift keying","","","","15","IEEE","20 Jun 2013","25-27 Oct. 2012","25-27 Oct. 2012","IEEE","IEEE Conferences"
"Sparse Binary Matrices of LDPC Codes for Compressed Sensing","W. Lu; K. Kpalma; J. Ronsin","INSA, IETR, UMR 6164, Université Européenne de Bretagne, Rennes, France; INSA, IETR, UMR 6164, Université Européenne de Bretagne, Rennes, France; INSA, IETR, UMR 6164, Université Européenne de Bretagne, Rennes, France",2012 Data Compression Conference,"26 Apr 2012","2012","","","405","405","We present the sparse binary matrix defined by low-density parity-check (LDPC) codes as measurement matrix in compressed sensing. This kind of matrix owns much stronger orthogonality than current other main measurement matrices. In practice, for a matrix given size, the optimal column degree for high orthogonality can also be determined by progressive edge-growth (PEG) algorithm.","2375-0359","978-1-4673-0715-4","10.1109/DCC.2012.60","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6189286","compressed sensing;sparse binary matrices;LDPC codes","Parity check codes;Sparse matrices;Compressed sensing;Signal processing algorithms;Correlation;Current measurement;Loss measurement","","45","","3","IEEE","26 Apr 2012","10-12 April 2012","10-12 April 2012","IEEE","IEEE Conferences"
"Iterative reduced-complexity detection for LDPC coded 2-D recording channels","Z. Qin; K. Cai; K. S. Chan","Data Storage Institute, Singapore; Data Storage Institute, Singapore; Data Storage Institute, Singapore",2012 Digest APMRC,"10 Jan 2013","2012","","","1","2","In this paper, we consider iterative graph-based detection for low-density parity-check (LDPC) coded two-dimensional (2-d) intersymbol interference (ISI) channels and propose a novel approach to reduce the complexity of the check node operation in the channel Tanner Graph by restricting the computation to a small subset of binary vectors. Simulation results show that the proposed receiver approaches closely the performance of the full-complexity receiver with a much lower complexity.","","978-9-8107-2056-8","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6407560","Iterative decoding;LDPC codes;message-passing;two-dimensional channels","Interference;Complexity theory;Simulation","","","","4","","10 Jan 2013","31 Oct.-2 Nov. 2012","31 Oct.-2 Nov. 2012","IEEE","IEEE Conferences"
"Efficient simulation of QC LDPC decoding on GPU platform by CUDA","B. Jiang; J. Bao; X. Xu","School of Telecommunication Engineering, Hangzhou Dianzi University, Hangzhou, Zhejiang, China; Zhejiang Provincial Key Laboratory of Information Network Technology, Zhejiang University, Hangzhou, Zhejiang, China; Zhejiang Provincial Key Laboratory of Information Network Technology, Zhejiang University, Hangzhou, Zhejiang, China",2012 International Conference on Wireless Communications and Signal Processing (WCSP),"20 Jun 2013","2012","","","1","5","An efficient parallel simulation scheme of quasi-cyclic (QC) low-density parity-check (LDPC) decoding is proposed to improve the simulation efficiency greatly. It employs multi-threads with the multi-processors of a graphic processing unit (GPU) to perform the simulation of LDPC decoding in parallel. Other than full hardware based LDPC decoding, it obtains good features of low cost, easy programming complexity by using the compute unified device architecture (CUDA) techniques. The CUDA also provides parallel computing by the GPU with efficient multi-thread computation and very high memory bandwidth. Based on the proposed scheme, all bit nodes or check nodes can be updated in an LDPC decoding iteration simultaneously. Therefore, it provides an efficient and fast approach of QC LDPC decoding.","","978-1-4673-5831-6","10.1109/WCSP.2012.6542885","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6542885","LDPC codes;QC;parallel computation;GPU;CUDA","Graphics processing units;Message systems;Decoding;Iterative decoding;Kernel;Memory management;Hardware;Field programmable gate arrays;Costs;Arrays","","3","1","9","IEEE","20 Jun 2013","25-27 Oct. 2012","25-27 Oct. 2012","IEEE","IEEE Conferences"
"A novel FPGA implementation of mirror-paradigm RS-based QC-LDPC decoder for NVM channels","M. H. L. Lim; W. L. Goh; Z. Qin","School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; Data Storage Institute, Agency for Science, Technology and Research, Singapore",2012 International Symposium on Intelligent Signal Processing and Communications Systems,"7 Mar 2013","2012","","","760","765","The scrutiny of the class of Reed-Solomon (RS) based quasi-cyclic (QC) low-density parity-check (LDPC) codes has inspired the authors to propose a memory efficient mirror-paradigm (MP) RS-based QC-LDPC code by exploiting the geometrical properties from the RS-based QC-LDPC nomenclature. Without any loss in performance, the proposed MPRS-based QC-LDPC code delivers discernible memory savings that address the concerns of hefty H-matrices associated to lengthy codewords for non-volatile memory (NVM) applications. Besides, the MPRS-based QC-LDPC codes are not confined to any particular hardware implementation and are compatible with various decoder architectures to complement other optimization schemes.","","978-1-4673-5082-2","10.1109/ISPACS.2012.6473593","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6473593","Reed-Solomon(RS);low-density parity-check(LDPC) codes;mirror-paradigm(MP);non-volatile memory(NVM)","Generators;Decoding;Parity check codes;Nonvolatile memory;Memory management;Vectors;Polynomials","","2","","9","IEEE","7 Mar 2013","4-7 Nov. 2012","4-7 Nov. 2012","IEEE","IEEE Conferences"
