"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Implementation of Decoders for LDPC Block Codes and LDPC Convolutional Codes Based on GPUs","Y. Zhao; F. C. M. Lau","Department of Electronic and Information Engineering, Hong Kong Polytechnic University, Kowloon, Hong Kong; Department of Electronic and Information Engineering, Hong Kong Polytechnic University, Kowloon, Hong Kong",IEEE Transactions on Parallel and Distributed Systems,"4 Feb 2014","2014","25","3","663","672","In this paper, efficient LDPC block-code decoders/simulators which run on graphics processing units (GPUs) are proposed. We also implement the decoder for the LDPC convolutional code (LDPCCC). The LDPCCC is derived from a predesigned quasi-cyclic LDPC block code with good error performance. Compared to the decoder based on the randomly constructed LDPCCC code, the complexity of the proposed LDPCCC decoder is reduced due to the periodicity of the derived LDPCCC and the properties of the quasi-cyclic structure. In our proposed decoder architecture, $(\Gamma)$ ($(\Gamma)$ is a multiple of a warp) codewords are decoded together, and hence, the messages of $(\Gamma)$ codewords are also processed together. Since all the $(\Gamma)$ codewords share the same Tanner graph, messages of the $(\Gamma)$ distinct codewords corresponding to the same edge can be grouped into one package and stored linearly. By optimizing the data structures of the messages used in the decoding process, both the read and write processes can be performed in a highly parallel manner by the GPUs. In addition, a thread hierarchy minimizing the divergence of the threads is deployed, and it can maximize the efficiency of the parallel execution. With the use of a large number of cores in the GPU to perform the simple computations simultaneously, our GPU-based LDPC decoder can obtain hundreds of times speedup compared with a serial CPU-based simulator and over 40 times speedup compared with an eight-thread CPU-based simulator.","1558-2183","","10.1109/TPDS.2013.52","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6470607","LDPC;LDPC convolutional code;CUDA;graphics processing unit (GPU);OpenMP;parallel computing;LDPC decoder;LDPCCC decoder","Decoding;Message systems;Convolutional codes;Graphics processing units;Block codes;Iterative decoding","","23","","34","IEEE","25 Feb 2013","March 2014","","IEEE","IEEE Journals"
"Raptor-Like Rate Compatible LDPC Codes and Their Puncturing Performance for the Cloud Transmission System","S. I. Park; Y. Wu; H. M. Kim; N. Hur; J. Kim","Broadcasting System Research Department, Electronics and Telecommunications Research Institute, Daejeon, Korea; Communications Research Centre Canada, Ottawa, ON, Canada; Broadcasting System Research Department, Electronics and Telecommunications Research Institute, Daejeon, Korea; Broadcasting System Research Department, Electronics and Telecommunications Research Institute, Daejeon, Korea; Department of Electronics and Communications Engineering, Korea Maritime University, Busan, Korea",IEEE Transactions on Broadcasting,"4 Jun 2014","2014","60","2","239","245","This paper proposes a class of raptor-like rate compatible low-density parity check (LDPC) codes for the cloud transmission (CTxN) system. The proposed LDPC codes have lengths of 16,200 and 64,800 which are the same as those of DVB T2/S2 LDPC codes so that the CTxn system can easily be combined with the DVB-T2/S2 system for a second layer service. As the proposed LDPC codes are optimized at low coding rate range (R <;1/2), their performance is not only close to the Shannon limit, but also better than the DVB-T2/S2 LDPC codes. Moreover, the proposed LDPC codes have raptor code's property so that they can be decoded with a punctured codeword at the receiver for power saving and less latency under high signal-to-noise ratio regions.","1557-9611","","10.1109/TBC.2014.2304134","Ministry of Science, ICT and Future Planning (MSIP), Korea, in the ICT Research and Development Program 2013 (Development of Terrestrial Broadcasting Technology for Next Generation DTV); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6744572","Cloud transmission;low-density parity check (LDPC) code;low-rate;puncturing;rate compatible;Cloud transmission;low-density parity check (LDPC) code;low-rate;puncturing;rate compatible","Parity check codes;Digital video broadcasting;Phase change materials;Bit error rate;Signal to noise ratio;Channel coding","","57","","11","IEEE","19 Feb 2014","June 2014","","IEEE","IEEE Journals"
"EXIT Chart Analysis of Nonbinary Protograph LDPC Codes for Partial Response Channels","W. Phakphisut; P. Supnithi; N. Puttarak","Faculty of Engineering, King Mongkut’s Institute of Technology Ladkrabang, Bangkok, Thailand; Faculty of Engineering, King Mongkut’s Institute of Technology Ladkrabang, Bangkok, Thailand; Faculty of Engineering, King Mongkut’s Institute of Technology Ladkrabang, Bangkok, Thailand",IEEE Transactions on Magnetics,"2 Dec 2014","2014","50","11","1","4","Low-density parity-check (LDPC) codes over finite fields GF( \({\boldsymbol {q}}\) ) provide an error correction in the noisy partial response (PR) channels. The extrinsic information transfer (EXIT) chart can be used to predict the threshold decoding of protograph LDPC codes, however, previous works only consider the binary protograph LDPC codes in the PR channels. In this paper, we propose to perform the EXIT chart analysis on the nonbinary protograph LDPC codes for the PR channels. Unlike prior works, the actual extrinsic information of the channel detector is measured, then the extrinsic information to the variable nodes is generated with the measured statistics. Moreover, since the mutual information of the variable nodes depends on GF( \({\boldsymbol {q}}\) ), we use the Monte Carlo method to approximate the mutual information. The analysis on the regular (2,4) code, regular (3,6) code, RA code, and AR3A code on the PR channels reveal that, for the PR1 channel, the RA code outperforms the others for  \({\boldsymbol {q}} = 2\) , 4, and 8, but the regular (2,4) code is the best for  \({\boldsymbol {q}} = 16\)  and 32. For the PR2 channel, the RA code is the best code for  \({\boldsymbol {q}} = 2\)  and 4, but the regular (2,4) code is the best code for  \({\boldsymbol {q}} > 4.\)  The simulation of the codes for  \({\boldsymbol {q}} = 4\)  and 16 are then used to confirm the theoretical results.","1941-0069","","10.1109/TMAG.2014.2321021","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6971550","Extrinsic information transfer (EXIT) chart;low-density parity-check (LDPC) codes;partial response (PR) channels;protograph LDPC codes","Mutual information;Decoding;Detectors;AWGN channels;Iterative decoding;Monte Carlo methods","","11","","14","IEEE","2 Dec 2014","Nov. 2014","","IEEE","IEEE Journals"
"Decoding Algorithms of LDPC Coded Superposition Modulation","S. Zhao; X. Ma; B. Bai","Department of ECE, Sun Yat-sen University, Guangzhou, China; Department of ECE, Sun Yat-sen University, Guangzhou, China; Xidian University, State Key Lab of ISN, China",IEEE Communications Letters,"9 Apr 2014","2014","18","3","487","490","This paper is concerned with the design of decoding algorithms for superposition modulation systems in which all levels are coded with an identical binary low-density parity-check (LDPC) code. First, we present a computing-based iterative multistage decoding algorithm (CB-IMSDA). Then, we show that the considered system can be treated as a nonbinary LDPC (NB-LDPC) coded modulation system. Based on this, a joint decoding algorithm (JDA) is proposed. As a by-product, we propose a time-varying signaling scheme for the JDA. Numerical results show that 1) both the CB-IMSDA and JDA perform better than the standard iterative multistage decoding algorithm, and 2) extra coding gain can be obtained when the time-varying signaling scheme is employed.","1558-2558","","10.1109/LCOMM.2014.010314.132470","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6784553","LDPC codes;multistage decoding algorithm;nonbinary LDPC codes;superposition modulation","Decoding;Algorithm design and analysis;Modulation;Parity check codes","","4","","11","IEEE","9 Apr 2014","March 2014","","IEEE","IEEE Journals"
"An Efficient Multirate LDPC-CC Decoder With a Layered Decoding Algorithm for the IEEE 1901 Standard","Y. Chen; Q. Zhang; D. Wu; C. Zhou; X. Zeng","Fudan University, Shanghai, China; Fudan University, Shanghai, China; Fudan University, Shanghai, China; Fudan University, Shanghai, China; Fudan University, Shanghai, China",IEEE Transactions on Circuits and Systems II: Express Briefs,"19 May 2017","2014","61","12","992","996","An area-efficient multirate low-density parity-check convolutional code (LDPC-CC) decoder is presented in this brief. Using the layered decoding algorithm, the decoder achieves a better performance than the message-passing algorithm; the extrinsic-message storing is switched from variable node based to check node based. Then, using the normalized min-sum (NMS) algorithm, the extrinsic messages can be reduced to the first and second minimum absolute values, the position index of the first minimum absolute value, the signs of all extrinsic messages, and the product of all the signs. A memory-based application-specific integrated circuit architecture of the LDPC-CC decoder that supports these methods is proposed for the IEEE 1901 standard. Based on a SMIC 130-nm complementary metal–oxide–semiconductor process, a decoder that can support all the code rates of the LDPC-CCs defined in IEEE 1901 (1/2, 2/3, 3/4, 4/5) is fabricated and evaluated. The proposed decoder attains a maximum throughput of 300 Mb/s at a maximum operating frequency of 180 MHz. The core area is 3.55  $\hbox{mm}^{2}$ with ten processors. The average power consumption is 200.4 mW at code rate 4/5 and a frequency of 180 MHz, and the power efficiency is 66.8 pJ/bit/proc. The very large scale integration results show that the decoder is both memory and area efficient.","1558-3791","","10.1109/TCSII.2014.2362721","National Natural Science Foundation of China(grant numbers:61306043); Shanghai Natural Science Funding(grant numbers:13ZR1401800); National Science and Technology Major Project of China(grant numbers:2011ZX03003-003-0of 3); Open Project of the State Kay Laboratory of ASIC & System(grant numbers:12KF006); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6922500","LDPC-CC;Layered Decoding Algorithm;IEEE 1901;IEEE 1901;layered decoding algorithm;low-density parity-check convolutional code (LDPC-CC)","Decoding;Program processors;Algorithm design and analysis;IEEE standards;Parity check codes","","13","","9","IEEE","14 Oct 2014","Dec. 2014","","IEEE","IEEE Journals"
"A Hybrid Decoding Scheme for Short Non-Binary LDPC Codes","M. Baldi; F. Chiaraluce; N. Maturo; G. Liva; E. Paolini","Dipartimento di Ingegneria dell'Informazione, Università Politecnica delle Marche, Ancona, Italy; Dipartimento di Ingegneria dell'Informazione, Università Politecnica delle Marche, Ancona, Italy; Dipartimento di Ingegneria dell'Informazione, Università Politecnica delle Marche, Ancona, Italy; Institute of Communications and Navigation, German Aerospace Center (DLR), Wessling, Germany; Department of Electrical, Electronic, and Information Engineering “G. Marconi”, University of Bologna, Bologna, Italy",IEEE Communications Letters,"8 Dec 2014","2014","18","12","2093","2096","In this paper, an iterative soft-decision hybrid decoding algorithm for non-binary low-density parity-check (LDPC) codes with short codeword lengths is proposed. The rationale of the approach is to combine the classical belief propagation (BP) iterative LDPC decoding algorithm with the most reliable basis (MRB) decoding algorithm. This allows to achieve significant performance improvements, with a complexity that, for medium/low error rates, is only slightly higher than that of the BP algorithm alone. The performance improvement with respect to pure BP decoding is up to 0.7 dB at codeword error rate (CER) ≈ 10-5. Notably, for a fixed MRB order, hybrid decoding achieves a gain up to 0.5 dB at CER ≈ 10-5 with respect to BP decoding and MRB decoding used alone.","1558-2558","","10.1109/LCOMM.2014.2367097","MIUR project “ESCAPADE”(grant numbers:RBFR105NLC); European Space Agency; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6945781","Decoding complexity;iterative decoding;MRB decoding;non-binary LDPC codes;Decoding complexity;iterative decoding;MRB decoding;non-binary LDPC codes","Iterative decoding;Complexity theory;Maximum likelihood decoding;Error analysis;Algorithm design and analysis","","25","","15","IEEE","4 Nov 2014","Dec. 2014","","IEEE","IEEE Journals"
"On the Construction of Low Error Floor LDPC Codes on Rectangular Lattices","X. Tao; P. Liu; Z. Feng; Z. Hu","School of Optical and Electronics Information, Huazhong University of Science and Technology, Wuhan, China; School of Optical and Electronics Information, Huazhong University of Science and Technology, Wuhan, China; School of Optical and Electronics Information, Huazhong University of Science and Technology, Wuhan, China; School of Optical and Electronics Information, Huazhong University of Science and Technology, Wuhan, China",IEEE Communications Letters,"8 Dec 2014","2014","18","12","2073","2076","In previous literature, arithmetically constrained slope sequences have been adopted for the construction of girth eight (3, k) LDPC codes on rectangular lattices. This method, however, creates a certain number of small trapping sets, which degrade overall performances. In this letter, an improved construction of a class of (3, k) LDPC codes on rectangular lattices is presented. Relevant constraints are derived to eliminate small trapping sets to improve performance in the error floor region. The check matrices of the proposed codes are introduced into quasi-cyclic structures, where experimental investigation shows favorable error rate performance over AWGN channels.","1558-2558","","10.1109/LCOMM.2014.2364211","National Science Foundation of China; Scientific Research Foundation of Huazhong University of Science and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6932472","trapping sets;rectangular lattices;low-density parity-check (LDPC) codes;low error floor;Trapping sets;rectangular lattices;low-density parity-check (LDPC) codes;low error floor","Parity check codes;Charge carrier processes;Algorithm design and analysis;AWGN channels","","1","","8","IEEE","21 Oct 2014","Dec. 2014","","IEEE","IEEE Journals"
"EXIT Chart Analysis of Puncturing for Non-Binary LDPC Codes","K. Deka; A. Rajesh; P. K. Bora","Department of Electronics and Electrical Engineering, Indian Institute of Technology Guwahati, Guwahati, India; Department of Electronics and Electrical Engineering, Indian Institute of Technology Guwahati, Guwahati, India; Department of Electronics and Electrical Engineering, Indian Institute of Technology Guwahati, Guwahati, India",IEEE Communications Letters,"8 Dec 2014","2014","18","12","2089","2092","This letter presents an EXtrinsic Information Transfer (EXIT) chart tool for the puncturing of non-binary (NB) low-density parity-check (LDPC) codes. With the help of this tool, we study the dependence of the performance of various bitwise and symbolwise puncturing patterns on the degree of a variable node (VN). The grouping algorithm (GA) is a useful technique for the short-length codes to find the recoverable VNs. By incorporating the GA under the EXIT chart model, we propose a method to find the optimum recoverable puncturing pattern.","1558-2558","","10.1109/LCOMM.2014.2366119","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6942182","Non-binary low-density parity-check (NB LDPC) codes;puncturing;grouping algorithm (GA);EXIT chart;Non-binary low-density parity-check (NB LDPC) codes;puncturing;grouping algorithm (GA);EXIT chart","Parity check codes;Computational modeling;Decoding;Genetic algorithms;Optimization","","2","","13","IEEE","31 Oct 2014","Dec. 2014","","IEEE","IEEE Journals"
"Decoding LDPC Codes With Locally Maximum-Likelihood Binary Messages","C. Winstead; E. Boutillon","Department of Electrical and Computer Engineering, Utah State University, Logan, UT, USA; lab-STICC, UMR 6285, Université de Bretagne Sud, Lorient, France",IEEE Communications Letters,"8 Dec 2014","2014","18","12","2085","2088","A new low-complexity message passing algorithm is described for decoding low-density parity-check (LDPC) codes by exchanging binary messages. The algorithm computes the local maximum-likelihood binary message (LMLBM) at each symbol node, given the combination of local channel information and partial syndrome components from adjacent parity check nodes. When channel information is quantized, the locally ML messages are pre-computed and stored in a dynamic global lookup table. The proposed algorithm uses memoryless extrinsic messages so that density evolution thresholds can be directly computed. Thresholds are obtained for regular ensembles, predicting good performance on quantized binary-input additive white Gaussian noise (biAWGN) channels.","1558-2558","","10.1109/LCOMM.2014.2366095","US NSF(grant numbers:ECCS-0954747); Franco-American Fulbright Commission; FEDER and the region of Brittany, France; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6940269","Channel coding;low density parity check (LDPC) codes;iterative decoding;binary message-passing decoding;Channel coding;low density parity check (LDPC) codes;iterative decoding;binary message-passing decoding","Table lookup;Iterative decoding;Maximum likelihood decoding;Signal to noise ratio;Message passing;Parity check codes","","1","","16","IEEE","30 Oct 2014","Dec. 2014","","IEEE","IEEE Journals"
"Deterministic Girth-Eight QC-LDPC Codes with Large Column Weight","J. Zhang; G. Zhang","China Academy of Space Technology (Xi'an), Xi'an, China; China Academy of Space Technology (Xi'an), Xi'an, China",IEEE Communications Letters,"16 Apr 2014","2014","18","4","656","659","For any row weight L, several novel classes of (J = 5, L) and (J = 6, L) quasi-cyclic LDPC codes are deterministically constructed with girth eight. From these results, it is proved that (5, L) QC-LDPC codes with girth eight exist for any circulant permutation matrix (CPM) size P ≥ (2L + 3)(L - 1) + 1, and that girth-eight (6, L) QC-LDPC codes exist for any P ≥ 2(L+5)(L-1)+1. The two novel bounds remarkably improve the existing bounds of L2(L-1) + 1 and (L2+1)(L-1)+1, respectively. Moreover, for any column weight J and any row weight L, a construction for (J,L) QC-LDPC codes with girth eight is also proposed. This is the first deterministic and systematic construction which can generate girth-eight QC-LDPC codes with J ≥ 7.","1558-2558","","10.1109/LCOMM.2014.030114.132853","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6763131","Circulant permutation matrix (CPM);girth;low-density parity-check (LDPC) codes;quasi-cyclic (QC) linear block codes","Parity check codes;Linear codes;Block codes;Matrices","","29","","15","IEEE","11 Mar 2014","April 2014","","IEEE","IEEE Journals"
